Taxon,temperature,climate_rating,mean_annual_ temp_celcius,mean_hottest_month_celcius,mean_coldest_quarter_celsius,mean_annual_precipitation mm/year,mean_driest_quarter mm/qtr,tree_on_CAT,obs_record1,obs_record2,obs_record3
Erythronium elegans,11.9917,9,9.61529,22.375,5.03333,1744,127.5,FALSE,GBIF_CURRENT=22,,PLANTSEARCH=7
Erythronium helenae,11.9917,9,13.134,27.375,6.2625,892,74.25,FALSE,GBIF_CURRENT=189,,PLANTSEARCH=10
Erythronium oregonum,11.9917,8,10.2,22.6,4.16667,961,116,FALSE,GBIF_CURRENT=5287,,PLANTSEARCH=28
Erythronium revolutum,11.9917,6,9.58819,22.65,3.81667,1399.75,147.75,FALSE,GBIF_CURRENT=735,,PLANTSEARCH=41
Erythronium tuolumnense,11.9917,11,11.6305,27.05,4.65,841.5,82.5,FALSE,GBIF_CURRENT=87,,PLANTSEARCH=47
Escallonia rubra,11.9917,11,11.1153,23.3,5.45,784,143,FALSE,GBIF_CURRENT=9517,,PLANTSEARCH=55
Eschscholzia caespitosa,11.9917,9,14.6486,29.9,6.85833,683.5,27.5,FALSE,GBIF_CURRENT=1626,,PLANTSEARCH=11
Eubotrys racemosa,11.9917,11,12.1889,29.6,1.38333,1163.5,251,FALSE,GBIF_CURRENT=1784,,PLANTSEARCH=17
Eucalyptus neglecta,11.9917,11,10.6574,23.6533,5.11444,1027.17,181,TRUE,GBIF_BGCI=208,GBIF_CURRENT=127,
Eucalyptus parvula,11.9917,9,11.7667,24.0375,6.68441,816.625,119.875,TRUE,GBIF_BGCI=292,GBIF_CURRENT=287,
Eucalyptus pauciflora,11.9917,11,10.9947,23.7765,5.96608,868.375,164.875,TRUE,GBIF_BGCI=11350,GBIF_CURRENT=9829,
Eucalyptus perriniana,11.9917,9,10.5435,22.5845,5.77733,846.5,166.875,TRUE,GBIF_BGCI=120,GBIF_CURRENT=334,
Eucalyptus rodwayi,11.9917,8,9.49959,20.0527,5.00567,857.5,163.667,TRUE,GBIF_BGCI=1003,GBIF_CURRENT=855,
Eucalyptus rubida,11.9917,11,12.482,25.0195,7.30858,757.25,151.375,TRUE,GBIF_BGCI=5800,GBIF_CURRENT=5587,
Eucalyptus urnigera,11.9917,9,8.62444,19.3853,4.43844,1084.5,206.833,TRUE,GBIF_BGCI=1018,GBIF_CURRENT=671,
Eucomis autumnalis,11.9917,9,14.0111,25.35,7.85,810.5,91,FALSE,GBIF_CURRENT=594,,PLANTSEARCH=61
Eucomis comosa,11.9917,9,13.7014,25.2,7.29167,823,112,FALSE,GBIF_CURRENT=80,,PLANTSEARCH=78
Eucomis pallidiflora,11.9917,9,14.1958,25.025,8.18334,879,99.5,FALSE,GBIF_CURRENT=54,,PLANTSEARCH=18
Eumorphia prostrata,11.9917,9,10.532,22.1,5.64583,715.5,95,FALSE,GBIF_CURRENT=24,,PLANTSEARCH=3
Eumorphia sericea,11.9917,11,9.73749,21.9,4.05,831,93,FALSE,GBIF_CURRENT=44,,PLANTSEARCH=9
Euonymus alatus,11.9917,11,10.2889,27,0.466668,980.5,198.5,FALSE,GBIF_CURRENT=9797,,PLANTSEARCH=191
Euonymus americanus,11.9917,9,13.5222,30.2,3.275,1098,221,FALSE,GBIF_CURRENT=9201,,PLANTSEARCH=97
Euonymus atropurpureus,11.9917,11,11.0492,29.7849,-1.61675,902,144.125,TRUE,GBIF_BGCI=365,GBIF_CURRENT=839,
Euonymus carnosus,11.9917,11,15.3959,29.0213,5.97733,1905,202.5,TRUE,GBIF_BGCI=392,GBIF_CURRENT=225,
Euonymus clivicolus,11.9917,11,12.7861,25,4.49167,884.5,102,FALSE,GBIF_CURRENT=122,,PLANTSEARCH=3
Euonymus echinatus,11.9917,11,14.6644,27.626,6.46458,1368.5,121.625,TRUE,GBIF_BGCI=280,GBIF_CURRENT=189,
Euonymus europaeus,11.9917,9,9.966,23.4425,2.65725,760.75,144.5,TRUE,GBIF_BGCI=121768,GBIF_CURRENT=27673,
Euonymus fortunei,11.9917,11,10.5417,27.55,2.05,943.5,173,FALSE,GBIF_CURRENT=9591,,PLANTSEARCH=102
Euonymus hamiltonianus,11.9917,11,13.1533,27.839,3.85317,1241.38,139.875,TRUE,GBIF_BGCI=1677,GBIF_CURRENT=1403,
Euonymus myrianthus,11.9917,9,15.3188,29.278,5.81142,1254.5,126.25,TRUE,GBIF_BGCI=616,GBIF_CURRENT=189,
Euonymus nanus,11.9917,6,7.19028,22.45,-1.15,627.5,109.5,FALSE,GBIF_CURRENT=301,,PLANTSEARCH=60
Euonymus obovatus,11.9917,6,8.70278,26.5,-2.60833,887.5,168,FALSE,GBIF_CURRENT=2085,,PLANTSEARCH=30
Euonymus oxyphyllus,11.9917,11,12.3795,27.6305,3.39025,1382.88,172,TRUE,GBIF_BGCI=1330,GBIF_CURRENT=867,
Euonymus sachalinensis,11.9917,8,8.09028,24.4,-1.92917,1061.75,137,FALSE,GBIF_CURRENT=1187,,PLANTSEARCH=48
Euonymus verrucosus,11.9917,3,6.37083,23.3,-2.825,640,110.75,FALSE,GBIF_CURRENT=8258,,PLANTSEARCH=65
Eupatorium perfoliatum,11.9917,9,9.02362,27.925,-1.76667,992.5,187,FALSE,GBIF_CURRENT=9785,,PLANTSEARCH=85
Euphorbia amygdaloides,11.9917,9,9.92013,24,2.93333,787.75,153,FALSE,GBIF_CURRENT=8474,,PLANTSEARCH=57
Euphorbia characias,11.9917,11,12.8736,26,5.93333,734,130.5,FALSE,GBIF_CURRENT=9673,,PLANTSEARCH=69
Euphorbia corollata,11.9917,11,10.2375,29.175,-1.07083,976.25,171.75,FALSE,GBIF_CURRENT=8234,,PLANTSEARCH=50
Euphorbia griffithii,11.9917,11,9.72917,22.15,3.99583,861,109,FALSE,GBIF_CURRENT=143,,PLANTSEARCH=23
Euphorbia lathyris,11.9917,9,10.3521,24.1,3.4875,778.25,146.5,FALSE,GBIF_CURRENT=9151,,PLANTSEARCH=81
Euphorbia myrsinites,11.9917,9,9.88196,25.9,1.35833,713,123,FALSE,GBIF_CURRENT=4229,,PLANTSEARCH=122
Euphorbia rigida,11.9917,11,13.1556,28.025,6.07083,637,79.25,FALSE,GBIF_CURRENT=668,,PLANTSEARCH=52
Euphorbia sikkimensis,11.9917,9,14.1431,24.65,6.63333,940.5,96.5,FALSE,GBIF_CURRENT=112,,PLANTSEARCH=19
Euptelea polyandra,11.9917,11,11.8189,26.2287,2.68989,1384,168.5,TRUE,GBIF_BGCI=672,GBIF_CURRENT=611,
Eurya emarginata,11.9917,9,17.0056,27.95,8.85833,1509.5,226,FALSE,GBIF_CURRENT=769,,PLANTSEARCH=27
Eurya japonica,11.9917,9,13.5556,27.65,4.575,1353.75,180.5,FALSE,GBIF_CURRENT=3119,,PLANTSEARCH=48
Eurybia divaricata,11.9917,11,10.432,28.575,0.120833,1092,219.5,FALSE,GBIF_CURRENT=5221,,PLANTSEARCH=51
Eurybia macrophylla,11.9917,6,6.77569,26.475,-4.12917,896,168.25,FALSE,GBIF_CURRENT=8264,,PLANTSEARCH=44
Euryops acraeus,11.9917,11,9.54582,21.5,4.21667,791.5,91.5,FALSE,GBIF_CURRENT=17,,PLANTSEARCH=14
Euryops decumbens,11.9917,8,8.47639,21.5,3.02083,803.75,80.25,FALSE,GBIF_CURRENT=30,,PLANTSEARCH=3
Eutrema japonicum,11.9917,11,10.7646,25.35,2.11667,1259.75,197.25,FALSE,GBIF_CURRENT=490,,PLANTSEARCH=10
Eutrochium maculatum,11.9917,9,7.69584,27.2,-3.06667,939.5,173,FALSE,GBIF_CURRENT=9729,,PLANTSEARCH=33
Eutrochium purpureum,11.9917,11,9.92778,28.25,-0.883333,899,155.5,FALSE,GBIF_CURRENT=3030,,PLANTSEARCH=39
Exochorda racemosa,11.9917,11,11.5951,27.025,1.63333,979.25,128.25,FALSE,GBIF_CURRENT=567,,PLANTSEARCH=124
Fabiana imbricata,11.9917,11,9.75696,23.65,4.33333,841.5,105.5,FALSE,GBIF_CURRENT=487,,PLANTSEARCH=41
Fagus grandifolia,11.9917,11,9.28667,28.2067,-1.68392,1058.12,212,TRUE,GBIF_BGCI=4423,GBIF_CURRENT=15164,
Fagus hayatae,11.9917,9,13.0927,22.9,7.48055,2160,270.833,TRUE,GBIF_BGCI=90,,GBIF_CURRENT=158
Fagus longipetiolata,11.9917,9,16.0084,30.8185,6.25517,1321.5,147.125,TRUE,GBIF_BGCI=368,,GBIF_CURRENT=358
Fagus lucida,11.9917,9,15.548,29.6225,5.90358,1295,146.375,TRUE,GBIF_BGCI=35,GBIF_CURRENT=40,
Fagus sylvatica,11.9917,9,9.66416,24.0375,2.265,830.125,160.25,TRUE,GBIF_BGCI=299593,GBIF_CURRENT=34326,
Fallopia baldschuanica,11.9917,9,10.1472,22.8,3.79167,744.5,138,FALSE,GBIF_CURRENT=6715,,PLANTSEARCH=22
Fargesia apicirubens,11.9917,2,13.8667,31.7,2.66667,1073,233,FALSE,GBIF_CURRENT=1,PLANTSEARCH=2,
Fargesia denudata,11.9917,9,12.8653,26.05,4.18333,736.25,85,FALSE,GBIF_CURRENT=2,,PLANTSEARCH=20
Fargesia dracocephala,11.9917,11,12.2222,24.675,4.77083,896.5,89,FALSE,GBIF_CURRENT=3,,PLANTSEARCH=12
Fargesia murielae,11.9917,9,8.55279,22.9,1.06667,715.5,129,FALSE,GBIF_CURRENT=175,,PLANTSEARCH=30
Fargesia robusta,11.9917,9,8.95071,22.25,1.7625,818.75,95.25,FALSE,GBIF_CURRENT=2,,PLANTSEARCH=25
Fargesia scabrida,11.9917,9,12.6833,28.7,2.59167,751,79.5,FALSE,GBIF_CURRENT=2,,PLANTSEARCH=10
Fascicularia bicolor,11.9917,11,10.625,21.7,5.82917,901.5,156,FALSE,GBIF_CURRENT=438,,PLANTSEARCH=54
Felicia drakensbergensis,11.9917,11,8.5375,20.925,1.85417,934.25,99.5,FALSE,GBIF_CURRENT=14,,PLANTSEARCH=1
Felicia rosulata,11.9917,11,11.7826,23.15,5.17917,775.5,101.5,FALSE,GBIF_CURRENT=58,,PLANTSEARCH=13
Felicia uliginosa,11.9917,11,10.1361,21.35,4.38334,826.25,93.75,FALSE,GBIF_CURRENT=17,,PLANTSEARCH=9
Ferula communis,11.9917,9,14.0958,27.525,7.29167,643.25,82.75,FALSE,GBIF_CURRENT=5976,,PLANTSEARCH=75
Fessia greilhuberi,11.9917,9,10.8542,23.2,5.35,743,127,FALSE,PLANTSEARCH=7,,
Festuca amethystina,11.9917,6,8.46944,22.8,0.566668,966.75,179.5,FALSE,GBIF_CURRENT=912,,PLANTSEARCH=35
Festuca glauca,11.9917,11,10.4507,25.175,3.42083,786,148,FALSE,GBIF_CURRENT=1429,,PLANTSEARCH=86
Festuca idahoensis,11.9917,9,8.92779,25.95,2.89166,676.5,41,FALSE,GBIF_CURRENT=2798,,PLANTSEARCH=19
Festuca valesiaca,11.9917,6,8.69097,24.7,-0.345833,650.75,121.5,FALSE,GBIF_CURRENT=4798,,PLANTSEARCH=36
Festuca violacea,11.9917,3,4.10695,19.45,-2.025,1158.5,222.5,FALSE,GBIF_CURRENT=3554,,PLANTSEARCH=15
Fibigia clypeata,11.9917,11,11.625,26.2,3.19583,695.75,126.75,FALSE,GBIF_CURRENT=1039,,PLANTSEARCH=40
Ficus carica,11.9917,11,13.9277,28.6908,7.07942,733.125,108.75,TRUE,GBIF_BGCI=14420,GBIF_CURRENT=40531,
Filipendula camtschatica,11.9917,6,6.05417,21.8,-2.9375,921.5,159.25,FALSE,GBIF_CURRENT=1223,,PLANTSEARCH=31
Filipendula multijuga,11.9917,8,8.45347,23.5,-1.17917,1361,178.5,FALSE,GBIF_CURRENT=504,,PLANTSEARCH=11
Filipendula purpurea,11.9917,5,7.575,22.9,-0.845833,899.25,142.5,FALSE,GBIF_CURRENT=100,,PLANTSEARCH=33
Filipendula ulmaria,11.9917,9,8.47361,23.05,1.3625,756,142.5,FALSE,GBIF_CURRENT=7725,,PLANTSEARCH=160
Filipendula vestita,11.9917,11,8.76528,22.45,1.61667,769.5,95,FALSE,GBIF_CURRENT=48,,PLANTSEARCH=6
Firmiana simplex,11.9917,9,16.036,30.4835,6.78908,1219.75,134,TRUE,GBIF_BGCI=326,GBIF_CURRENT=502,
Fitzroya cupressoides,11.9917,9,10.1521,20.9,5.78889,1544.67,235.333,TRUE,GBIF_BGCI=337,,GBIF_CURRENT=312
Foeniculum vulgare,11.9917,11,13.7333,26.35,7.125,718,97,FALSE,GBIF_CURRENT=9366,,PLANTSEARCH=163
Forsythia ovata,11.9917,8,9.27083,25.15,-1.24167,1017.5,115.5,FALSE,GBIF_CURRENT=73,,PLANTSEARCH=82
Forsythia suspensa,11.9917,11,9.775,24.85,1.45,816.25,139.5,FALSE,GBIF_CURRENT=1007,,PLANTSEARCH=122
Forsythia viridissima,11.9917,11,11.9826,27.475,2.46667,916.75,140.5,FALSE,GBIF_CURRENT=577,,PLANTSEARCH=76
Fortunearia sinensis,11.9917,9,15.2093,30.486,4.57217,1087.75,135.625,TRUE,GBIF_BGCI=84,GBIF_CURRENT=38,
Fothergilla latifolia,11.9917,11,11.8201,27.025,2.47917,1026,202.75,FALSE,PLANTSEARCH=152,GBIF_CURRENT=129,
Fragaria chiloensis,11.9917,11,11.2236,22,6.29583,932.5,96,FALSE,GBIF_CURRENT=5191,,PLANTSEARCH=48
Fragaria vesca,11.9917,9,8.55624,23.55,1.1625,772.75,130.25,FALSE,GBIF_CURRENT=8172,,PLANTSEARCH=157
Fragaria virginiana,11.9917,9,7.07847,25.35,-2.7875,848.75,146.75,FALSE,GBIF_CURRENT=9812,,PLANTSEARCH=72
Francoa appendiculata,11.9917,11,11.5083,22.525,6.425,961.25,104,FALSE,GBIF_CURRENT=318,,PLANTSEARCH=23
Francoa sonchifolia,11.9917,11,11.216,22.3,6.075,1130.75,150.5,FALSE,GBIF_CURRENT=4,,PLANTSEARCH=47
Frangula californica,11.9917,11,14.093,27.3675,9.69992,672.625,11.625,TRUE,GBIF_BGCI=5314,GBIF_CURRENT=4465,
Frangula purshiana,11.9917,11,10.4857,24.371,4.05884,1155.75,98.75,TRUE,GBIF_BGCI=969,GBIF_CURRENT=1169,
Frankenia thymifolia,11.9917,5,13.2306,27.75,5.35,575,96.5,FALSE,GBIF_CURRENT=461,,PLANTSEARCH=9
Franklinia alatamaha,11.9917,11,11.6774,28.9307,1.34222,1111.33,232.333,TRUE,GBIF_CURRENT=16,,URBANPLANTS=3
Fraxinus americana,11.9917,11,9.88767,27.782,-0.94125,979.875,185.25,TRUE,GBIF_BGCI=1726,,GBIF_CURRENT=8713
Fraxinus angustifolia,11.9917,11,13.4573,27.655,7.12108,666,95.125,TRUE,GBIF_BGCI=17754,GBIF_CURRENT=34948,
Fraxinus baroniana,11.9917,11,13.836,29.787,2.20067,848.75,61.875,TRUE,GBIF_BGCI=4,GBIF_CURRENT=2,
Fraxinus chinensis,11.9917,11,11.6591,27.7625,0.88375,1013.12,94.375,TRUE,GBIF_BGCI=772,GBIF_CURRENT=785,
Fraxinus cuspidata,11.9917,11,15.4459,30.5293,8.37643,428,44.6667,TRUE,GBIF_BGCI=131,GBIF_CURRENT=201,
Fraxinus excelsior,11.9917,9,9.75717,23.2874,2.78585,772.75,148.875,TRUE,GBIF_BGCI=412364,GBIF_CURRENT=43936,
Fraxinus griffithii,11.9917,9,18.5155,28.5715,12.4272,1632.62,148.5,TRUE,GBIF_BGCI=300,GBIF_CURRENT=326,
Fraxinus insularis,11.9917,9,17.4583,30.5193,9.0041,1697.75,155.5,TRUE,GBIF_BGCI=248,GBIF_CURRENT=197,
Fraxinus latifolia,11.9917,11,12.0388,26.3236,5.44641,940.625,78.5,TRUE,GBIF_BGCI=896,GBIF_CURRENT=637,
Fraxinus nigra,11.9917,6,7.18953,26.6763,-4.71242,935.625,180.625,TRUE,GBIF_BGCI=659,,GBIF_CURRENT=5785
Fraxinus ornus,11.9917,11,12.6026,26.6875,5.99125,742,122.625,TRUE,GBIF_BGCI=5349,GBIF_CURRENT=5681,
Fraxinus paxiana,11.9917,11,12.1333,24.2,4.00556,829,76,TRUE,GBIF_BGCI=104,GBIF_CURRENT=33,
Fraxinus pennsylvanica,11.9917,11,10.6015,28.5865,-0.613166,895.75,158.375,TRUE,GBIF_BGCI=2100,GBIF_CURRENT=5422,
Fraxinus quadrangulata,11.9917,11,11.4255,29.6045,-0.0805829,969.875,174.5,TRUE,GBIF_BGCI=174,,GBIF_CURRENT=1322
Fraxinus suaveolens,11.9917,11,11.3556,22.975,3.5625,1036.25,107.25,FALSE,GBIF_CURRENT=20,,PLANTSEARCH=4
Freesia laxa,11.9917,9,15.9049,25.475,9.3,913.5,140,FALSE,GBIF_CURRENT=1410,,PLANTSEARCH=41
Fritillaria affinis,11.9917,11,12.4917,24.375,6.34167,843.75,72.5,FALSE,GBIF_CURRENT=9662,,PLANTSEARCH=27
Fritillaria camschatcensis,11.9917,6,5.03194,20.05,-1.89167,912,158.5,FALSE,GBIF_CURRENT=2339,,PLANTSEARCH=41
Fritillaria elwesii,11.9917,6,13.3111,27.05,5.25,729,83,FALSE,GBIF_CURRENT=4,,PLANTSEARCH=23
Fritillaria grandiflora,11.9917,2,8.12917,22.25,1.8,660,130.5,FALSE,GBIF_CURRENT=1,PLANTSEARCH=7,
Fritillaria imperialis,11.9917,6,7.99514,22.25,0.791667,621.75,117,FALSE,GBIF_CURRENT=1449,,PLANTSEARCH=55
Fritillaria meleagris,11.9917,11,9.84445,23.3,2.91667,788.25,150.5,FALSE,GBIF_CURRENT=6650,,PLANTSEARCH=146
Fritillaria monantha,11.9917,9,15.7118,28.225,7.32917,1400,118,FALSE,GBIF_CURRENT=8,,PLANTSEARCH=2
Fritillaria persica,11.9917,9,15.3917,28.075,6.125,698.5,76.75,FALSE,GBIF_CURRENT=294,,PLANTSEARCH=90
Fritillaria pluriflora,11.9917,9,14.4792,29.375,8.34167,672.5,65,FALSE,GBIF_CURRENT=289,,PLANTSEARCH=12
Fritillaria pudica,11.9917,6,8.14236,25.7,-0.925001,609.75,95,FALSE,GBIF_CURRENT=4084,,PLANTSEARCH=35
Fuchsia magellanica,11.9917,9,9.83611,21.1,4.59167,960,163.5,FALSE,GBIF_CURRENT=8008,,PLANTSEARCH=99
Fuchsia microphylla,11.9917,11,12.7472,22.7,8.53333,1009.25,96.5,FALSE,GBIF_CURRENT=1534,,PLANTSEARCH=37
Fuchsia regia,11.9917,9,14.9438,24.9667,9.8032,1354.67,229.667,TRUE,GBIF_BGCI=436,GBIF_CURRENT=251,
Fumana ericoides,11.9917,9,13.225,27.4,6.3,573.25,100,FALSE,GBIF_CURRENT=4195,,PLANTSEARCH=17
Galanthus elwesii,11.9917,6,9.45278,23.325,1.32917,766.75,142.75,FALSE,GBIF_CURRENT=4235,,PLANTSEARCH=110
Galanthus lagodechianus,11.9917,8,10.0264,24.6,0.783332,695,113,FALSE,GBIF_CURRENT=71,,PLANTSEARCH=34
Galanthus nivalis,11.9917,6,9.81945,23.65,2.19167,793,155,FALSE,GBIF_CURRENT=8104,,PLANTSEARCH=172
Galanthus peshmenii,11.9917,8,13.6194,28,4.14583,666,76.75,FALSE,GBIF_CURRENT=7,,PLANTSEARCH=15
Galanthus reginae-olgae,11.9917,11,12.5785,25.375,5.00417,826,105.75,FALSE,GBIF_CURRENT=133,,PLANTSEARCH=25
Galax urceolata,11.9917,11,11.6063,27.35,3.21667,1216.5,240,FALSE,GBIF_CURRENT=4388,,PLANTSEARCH=40
Galium odoratum,11.9917,6,8.78611,23.65,0.862502,828,157.5,FALSE,GBIF_CURRENT=8496,,PLANTSEARCH=174
Galium verum,11.9917,9,8.59722,23.15,1.43333,719,130.5,FALSE,GBIF_CURRENT=7918,,PLANTSEARCH=117
Garrya fremontii,11.9917,11,11.0558,27.6093,4.63734,1023,63,TRUE,GBIF_BGCI=993,GBIF_CURRENT=188,
Gaultheria adenothrix,11.9917,6,7.93681,23.8,-1.21667,1263.5,197.25,FALSE,GBIF_CURRENT=465,,PLANTSEARCH=7
Gaultheria antipoda,11.9917,9,9.9382,21.75,5.275,1312.5,258.5,FALSE,GBIF_CURRENT=4072,,PLANTSEARCH=13
Gaultheria borneensis,11.9917,8,8.90764,18.95,3.52917,2276.75,214.5,FALSE,GBIF_CURRENT=737,,PLANTSEARCH=5
Gaultheria cuneata,11.9917,11,12.0951,23.475,4.12917,887,91.25,FALSE,GBIF_CURRENT=32,,PLANTSEARCH=25
Gaultheria depressa,11.9917,9,7.78125,19.75,3.04167,1718.5,311,FALSE,GBIF_CURRENT=4407,,PLANTSEARCH=15
Gaultheria hispida,11.9917,9,9.20418,20.4,4.96666,1075.5,199,FALSE,GBIF_CURRENT=1231,,PLANTSEARCH=16
Gaultheria humifusa,11.9917,9,4.02778,22.95,-3.525,943.5,135.5,FALSE,GBIF_CURRENT=604,,PLANTSEARCH=7
Gaultheria mucronata,11.9917,6,8.85,19.85,3.88333,939.5,171,FALSE,GBIF_CURRENT=1860,,PLANTSEARCH=47
Gaultheria ovatifolia,11.9917,9,7.4889,22.4,1.575,1323.25,161,FALSE,GBIF_CURRENT=1219,,PLANTSEARCH=8
Gaultheria parvula,11.9917,6,8.29027,20.925,2.65833,1309.25,237.75,FALSE,GBIF_CURRENT=203,,PLANTSEARCH=5
Gaultheria phillyreifolia,11.9917,8,9.68333,20.6,4.825,1380,175,FALSE,GBIF_CURRENT=193,,PLANTSEARCH=12
Gaultheria poeppigii,11.9917,9,8.60763,20.95,4.14583,1263,150,FALSE,GBIF_CURRENT=169,,PLANTSEARCH=13
Gaultheria procumbens,11.9917,6,8.0125,25.075,-1.35,980.5,199.5,FALSE,GBIF_CURRENT=9765,,PLANTSEARCH=127
Gaultheria pumila,11.9917,6,6.93264,17.95,2.92083,769.75,126,FALSE,GBIF_CURRENT=311,,PLANTSEARCH=11
Gaultheria shallon,11.9917,6,9.97083,22.575,4,1122.25,132.25,FALSE,GBIF_CURRENT=9820,,PLANTSEARCH=99
Gaultheria trichophylla,11.9917,9,7.79166,20.15,1.95834,863.75,90.5,FALSE,GBIF_CURRENT=129,,PLANTSEARCH=8
Gaylussacia baccata,11.9917,9,8.68542,26.725,-1.64583,1116,233.5,FALSE,GBIF_CURRENT=5332,,PLANTSEARCH=47
Gazania krebsiana,11.9917,9,14.5833,26.85,8.09167,662.5,83.5,FALSE,GBIF_CURRENT=1131,,PLANTSEARCH=23
Gazania linearis,11.9917,9,14.3042,26.175,7.73333,598.5,94.5,FALSE,GBIF_CURRENT=2015,,PLANTSEARCH=12
Gelsemium sempervirens,11.9917,9,17.2611,31,7.78333,1182,213.5,FALSE,GBIF_CURRENT=6616,,PLANTSEARCH=65
Genista aetnensis,11.9917,11,12.7876,25.7565,6.73749,675.5,90.5,TRUE,GBIF_BGCI=41,GBIF_CURRENT=86,
Genista germanica,11.9917,6,8.77083,23.3,0.754166,808.25,153.25,FALSE,GBIF_CURRENT=4370,,PLANTSEARCH=40
Genista pilosa,11.9917,8,9.67917,23.625,2.39167,803.75,158,FALSE,GBIF_CURRENT=6105,,PLANTSEARCH=63
Genista pulchella,11.9917,11,10.3479,24.1,3.04583,816.5,141.5,FALSE,GBIF_CURRENT=1068,,PLANTSEARCH=13
Genista radiata,11.9917,5,7.06389,21.625,0.249998,930.5,182,FALSE,GBIF_CURRENT=574,,PLANTSEARCH=66
Genista sagittalis,11.9917,6,8.02222,22.4,0.700002,950.25,186.75,FALSE,GBIF_CURRENT=7370,,PLANTSEARCH=67
Genista tenera,11.9917,9,14.4708,23.6,10.2667,738,68.5,FALSE,GBIF_CURRENT=77,,PLANTSEARCH=8
Genista tinctoria,11.9917,8,8.92222,24.05,1.1875,747,142.75,FALSE,GBIF_CURRENT=7634,,PLANTSEARCH=134
Gentiana acaulis,11.9917,6,4.90833,19.7,-1.62917,1059,200.25,FALSE,GBIF_CURRENT=5631,,PLANTSEARCH=78
Gentiana angustifolia,11.9917,3,6.81667,21.65,-0.233333,1096.5,207,FALSE,GBIF_CURRENT=3687,,PLANTSEARCH=45
Gentiana asclepiadea,11.9917,6,6.47361,20.95,-0.750002,1022,178.5,FALSE,GBIF_CURRENT=8889,,PLANTSEARCH=107
Gentiana burseri,11.9917,5,5.9625,21.4,-0.545832,983.25,193,FALSE,GBIF_CURRENT=1834,,PLANTSEARCH=15
Gentiana gelida,11.9917,5,5.70833,22.775,-3.24167,717.75,116.75,FALSE,GBIF_CURRENT=39,,PLANTSEARCH=22
Gentiana lutea,11.9917,6,6.76667,21.15,0.154167,1037.25,205.5,FALSE,GBIF_CURRENT=9249,,PLANTSEARCH=117
Gentiana sceptrum,11.9917,9,10.3111,22.95,4.00417,1481.25,179.5,FALSE,GBIF_CURRENT=664,,PLANTSEARCH=7
Gentiana septemfida,11.9917,6,5.23611,21,-2.42917,917.5,170,FALSE,GBIF_CURRENT=704,,PLANTSEARCH=76
Gentiana terglouensis,11.9917,2,2.24653,16.525,-2.65833,1065.75,198.25,FALSE,GBIF_CURRENT=1318,,PLANTSEARCH=2
Geranium albanum,11.9917,9,10.3667,25.7,2.475,566,101.5,FALSE,GBIF_CURRENT=52,,PLANTSEARCH=24
Geranium aristatum,11.9917,3,6.57847,21.725,0.425002,841,144.5,FALSE,GBIF_CURRENT=4,,PLANTSEARCH=16
Geranium asphodeloides,11.9917,11,10.3528,24.3,3.1625,755,133,FALSE,GBIF_CURRENT=369,,PLANTSEARCH=17
Geranium dalmaticum,11.9917,6,9.94167,22.75,3.18333,741,148.5,FALSE,GBIF_CURRENT=50,,PLANTSEARCH=89
Geranium donianum,11.9917,8,6.60903,19.825,-0.224999,700.75,83.5,FALSE,GBIF_CURRENT=125,,PLANTSEARCH=2
Geranium endressii,11.9917,6,9.63333,22.3,3.16666,797.5,157,FALSE,GBIF_CURRENT=4441,,PLANTSEARCH=67
Geranium erianthum,11.9917,3,3.68889,19.75,-3.77083,805.5,130.75,FALSE,GBIF_CURRENT=2593,,PLANTSEARCH=26
Geranium gymnocaulon,11.9917,6,4.54583,20.5,-3.075,1053.5,187.5,FALSE,GBIF_CURRENT=146,,PLANTSEARCH=17
Geranium himalayense,11.9917,6,6.11389,21.25,-2.05417,646.75,104,FALSE,GBIF_CURRENT=299,,PLANTSEARCH=58
Geranium ibericum,11.9917,6,8.89305,21.85,1.7125,824,154.5,FALSE,GBIF_CURRENT=190,,PLANTSEARCH=61
Geranium incanum,11.9917,9,14.8528,24.6,9.95833,648,96.5,FALSE,GBIF_CURRENT=1088,,PLANTSEARCH=25
Geranium macrorrhizum,11.9917,8,10.0757,23.475,2.65,775.75,152.25,FALSE,GBIF_CURRENT=9144,,PLANTSEARCH=131
Geranium maculatum,11.9917,11,9.97709,28.55,-0.841667,999.75,193.5,FALSE,GBIF_CURRENT=9784,,PLANTSEARCH=110
Geranium phaeum,11.9917,6,9.27222,22.8,1.61667,777.5,150.5,FALSE,GBIF_CURRENT=8182,,PLANTSEARCH=87
Geranium platypetalum,11.9917,6,5.62222,21.4,-1.87917,867.75,155,FALSE,GBIF_CURRENT=119,,PLANTSEARCH=60
Geranium potentilloides,11.9917,11,11.9333,23.6,6.4625,838,164.25,FALSE,GBIF_CURRENT=8779,,PLANTSEARCH=5
Geranium pratense,11.9917,6,8.7875,22.95,1.16666,715.5,139.5,FALSE,GBIF_CURRENT=8498,,PLANTSEARCH=108
Geranium psilostemon,11.9917,6,9.51597,21.95,3.175,784.25,154.75,FALSE,GBIF_CURRENT=643,,PLANTSEARCH=65
Geranium reinii,11.9917,5,5.75833,22.35,-4.10417,1176.5,132.75,FALSE,GBIF_CURRENT=175,,PLANTSEARCH=2
