Taxon,temperature,climate_rating,mean_annual_ temp_celcius,mean_hottest_month_celcius,mean_coldest_quarter_celsius,mean_annual_precipitation mm/year,mean_driest_quarter mm/qtr,tree_on_CAT,PLANTSEARCH,URBANPLANTS,GBIF_CURRENT,GBIF_BGCI
Campanula cochleariifolia,11.9917,6,5.73611,20.25,-0.749999,1073.5,203.25,False,39,,5518,
Campanula lasiocarpa,11.9917,9,1.71528,20.7,-6.06667,829.5,127.0,False,9,,1833,
Campanula latifolia,11.9917,6,6.84167,22.15,-0.570835,722.5,132.5,False,91,,9053,
Campanula rotundifolia,11.9917,6,7.38194,22.5,-0.2875,748.0,137.0,False,122,,8780,
Campanula sarmatica,11.9917,6,6.83472,22.3,-1.67083,759.5,121.5,False,52,,143,
Campanula saxifraga,11.9917,6,4.96667,20.7,-2.9375,865.75,160.25,False,23,,414,
Campanula scheuchzeri,11.9917,6,4.64028,19.35,-1.70833,1036.75,198.75,False,38,,4976,
Campanula tridentata,11.9917,2,3.7875,19.8,-3.55417,972.5,172.5,False,17,,397,
Campsis radicans,11.9917,9,13.4951,29.475,3.63333,974.0,184.75,False,174,,9792,
Canadanthus modestus,11.9917,2,5.88472,22.45,-1.69166,674.0,109.0,False,5,,889,
Capnoides sempervirens,11.9917,5,6.98542,24.3,-3.36667,905.25,179.5,False,18,,6222,
Capparis spinosa,11.9917,9,14.8847,28.35,6.69167,629.0,74.5,False,93,,8277,
Caragana jubata,11.9917,6,1.57361,21.1,-7.9,598.5,70.5,False,18,,681,
Cardamine angulata,11.9917,5,10.2875,22.1,4.9,2016.0,144.5,False,1,,400,
Cardamine concatenata,11.9917,11,11.4986,29.7,0.158334,1045.0,220.0,False,31,,9646,
Cardamine diphylla,11.9917,9,8.85277,27.925,-1.68333,1093.75,222.0,False,28,,7365,
Cardamine heptaphylla,11.9917,6,8.87083,22.75,2.225,991.5,201.5,False,34,,8386,
Cardamine nuttallii,11.9917,8,11.8361,26.2,7.07083,1057.0,48.5,False,2,,2403,
Cardamine pratensis,11.9917,5,9.625,22.75,2.825,807.5,159.0,False,50,,4732,
Cardiocrinum giganteum,11.9917,11,11.7181,23.625,4.875,953.5,101.0,False,73,,335,
Carex albula,11.9917,9,10.7424,22.675,5.32917,826.0,145.5,False,13,,44,
Carex appalachica,11.9917,9,9.43056,27.95,-1.03333,1127.5,235.5,False,27,,335,
Carex atrata,11.9917,3,3.66528,18.425,-2.41666,923.25,165.0,False,24,,6628,
Carex divulsa,11.9917,11,11.3792,25.25,4.70833,761.0,146.0,False,53,,7325,
Carex echinata,11.9917,9,7.26806,22.0,0.216667,807.5,151.0,False,37,,7855,
Carex egmontiana,11.9917,9,9.42084,20.975,5.26667,1533.0,241.25,False,3,,190,
Carex flacca,11.9917,9,9.48193,23.95,2.00833,843.5,157.5,False,87,,6328,
Carex flagellifera,11.9917,11,11.7222,22.75,6.20834,1095.0,204.5,False,50,,815,
Carex grayi,11.9917,11,9.90417,27.05,0.116667,938.0,169.5,False,78,,5283,
Carex hoodii,11.9917,9,6.81111,24.825,-1.225,689.75,109.75,False,9,,1363,
Carex laxiflora,11.9917,11,10.8375,29.175,0.220833,1130.75,244.5,False,4,,2551,
Carex lupulina,11.9917,11,9.63611,29.0,-1.10833,981.0,177.5,False,18,,4541,
Carex montana,11.9917,3,7.54722,22.45,0.395834,792.25,157.25,False,40,,4584,
Carex morrowii,11.9917,11,10.9972,25.35,2.47083,1255.75,171.75,False,26,,1052,
Carex oederi,11.9917,5,7.66806,21.2,0.674998,755.5,142.0,False,1,,5127,
Carex oshimensis,11.9917,6,14.109,25.25,6.93333,1594.75,242.75,False,6,,87,
Carex pensylvanica,11.9917,9,9.2014,28.6,-1.94167,993.5,199.5,False,51,,3997,
Carex plantaginea,11.9917,9,8.2014,26.825,-2.09583,984.75,188.0,False,73,,3542,
Carex platyphylla,11.9917,9,9.40973,28.3,-1.725,1078.5,229.5,False,21,,1627,
Carex punicea,11.9917,9,10.1778,22.65,5.87083,1220.25,229.25,False,5,,410,
Carex scaposa,11.9917,9,17.1757,30.675,7.52917,1349.5,136.5,False,24,,182,
Carex solandri,11.9917,11,11.9931,22.0,7.97917,1146.25,218.5,False,10,,479,
Carex tumulicola,11.9917,11,13.5646,27.475,9.17917,854.0,12.75,False,17,,293,
Carlina acanthifolia,11.9917,5,8.475,23.1,1.30834,908.5,171.5,False,33,,6379,
Carlina acaulis,11.9917,6,6.19167,20.55,-0.891668,1002.5,181.75,False,73,,8588,
Carlina vulgaris,11.9917,8,9.10695,22.55,1.48333,748.25,141.5,False,46,,7457,
Carpenteria californica,11.9917,9,13.8069,28.6,6.8625,738.0,69.5,False,74,,170,
Carpinus betulus,11.9917,9,10.1487,24.4069,2.91367,783.0,153.75,True,,,31875,147667
Carpinus caroliniana,11.9917,11,10.5672,28.927,0.0990832,1044.25,199.75,True,,,5185,1388
Carpinus cordata,11.9917,11,10.9325,27.1445,0.504916,1125.0,123.75,True,,,496,821
Carpinus fangiana,11.9917,9,14.0479,26.1333,5.38889,1159.33,94.3333,True,,,36,233
Carpinus henryana,11.9917,9,14.3714,28.9833,3.90278,1011.5,115.667,True,,,23,30
Carpinus japonica,11.9917,11,11.5081,25.8386,2.85781,1379.12,161.375,True,,,1290,693
Carpinus laxiflora,11.9917,11,11.9645,26.9967,2.774,1382.17,168.667,True,,,852,545
Carpinus orientalis,11.9917,11,10.7927,25.9363,1.98831,652.833,121.667,True,,,316,182
Carpinus polyneura,11.9917,9,15.081,29.048,5.64309,1226.62,107.125,True,,,46,85
Carpinus pubescens,11.9917,9,14.6667,27.0667,6.05556,1201.17,107.167,True,,,46,78
Carpinus rankanensis,11.9917,11,12.9323,21.8333,7.56111,2107.67,228.333,True,,,29,83
Carpinus shensiensis,11.9917,11,12.8818,24.3333,5.13611,990.667,96.0,True,,,2,4
Carpinus tschonoskii,11.9917,11,13.2857,28.191,4.06042,1347.5,162.375,True,,,638,586
Carpinus turczaninovii,11.9917,11,11.9486,26.65,2.175,1172.0,154.0,False,38,,148,
Carpinus viminea,11.9917,9,15.819,30.714,6.05208,1301.5,133.5,True,,,181,322
Carrierea calycina,11.9917,9,14.2438,26.5333,5.89445,1171.0,92.0,True,,,36,56
Carya cordiformis,11.9917,11,10.0509,28.362,-1.52825,947.375,182.25,True,,,2607,1166
Carya glabra,11.9917,11,12.3803,30.0895,1.57825,1133.5,226.125,True,,,1471,863
Carya laciniosa,11.9917,11,11.6097,29.6565,0.0666671,983.375,171.125,True,,,212,144
Carya ovata,11.9917,11,10.0704,28.443,-1.13667,982.5,186.5,True,,,4094,1635
Carya tomentosa,11.9917,11,13.238,30.43,2.333,1112.5,240.25,True,72,,666,
Caryopteris incana,11.9917,9,14.1278,27.95,4.625,1153.5,128.0,False,64,,850,
Caryota urens,11.9917,9,21.681,30.5395,17.3097,1816.5,81.625,True,,,208,18
Cassiope lycopodioides,11.9917,5,3.09722,19.025,-3.85,943.75,150.25,False,21,,671,
Castanopsis calathiformis,11.9917,2,19.9625,29.8333,14.9667,1608.0,64.1667,True,,,32,141
Castanopsis orthacantha,11.9917,8,16.5344,26.25,10.7139,1053.17,49.6667,True,,,46,166
Castanopsis purpurella,11.9917,2,20.4802,31.4667,11.9111,1658.0,130.333,True,,,1,1
Castanopsis sclerophylla,11.9917,9,16.769,32.207,6.14425,1381.38,170.5,True,,,145,252
Castanopsis sieboldii,11.9917,9,14.0837,28.7593,4.84889,1623.83,175.5,True,,,268,382
Castilleja arachnoidea,11.9917,9,7.34722,25.275,1.0875,1200.75,137.5,False,4,,606,
Castilleja hispida,11.9917,5,9.48473,27.8,0.625002,904.0,163.5,False,2,,3198,
Castilleja levisecta,11.9917,9,10.8653,25.875,5.125,1122.5,85.0,False,4,,676,
Castilleja miniata,11.9917,9,5.69029,24.15,-1.40833,778.0,131.0,False,12,,7206,
Catalpa bungei,11.9917,11,13.8373,28.602,3.4765,877.375,71.25,True,,,58,45
Catalpa fargesii,11.9917,11,14.2401,27.35,5.04167,942.75,74.5,True,,,92,152
Catalpa ovata,11.9917,11,13.8721,29.2705,3.3895,997.75,107.75,True,,,306,123
Catalpa speciosa,11.9917,11,11.2448,29.6399,0.122833,941.25,169.25,True,,,1511,481
Catananche caerulea,11.9917,11,11.0486,25.25,4.13333,779.0,148.5,False,80,,9176,
Cathaya argyrophylla,11.9917,9,15.2527,28.4875,6.55792,1223.38,136.25,True,,,22,70
Caulophyllum thalictroides,11.9917,9,8.64028,27.15,-2.1375,951.0,180.5,False,75,,7785,
Ceanothus americanus,11.9917,11,10.1819,28.7,-0.75,1000.0,190.0,False,102,,5132,
Ceanothus cordulatus,11.9917,5,9.89166,27.725,4.72917,890.5,29.0,False,10,,2133,
Ceanothus cuneatus,11.9917,9,14.0507,28.525,8.89583,731.75,24.5,False,21,,5735,
Ceanothus fendleri,11.9917,9,9.03125,27.5,0.704167,592.75,94.5,False,9,,1591,
Ceanothus integerrimus,11.9917,11,12.5139,29.95,5.85,891.0,50.0,False,12,,2734,
Ceanothus lemmonii,11.9917,8,14.0188,31.25,7.99583,1000.25,19.5,False,9,,274,
Ceanothus megacarpus,11.9917,9,16.0854,28.075,11.1833,465.25,6.25,False,10,,1298,
Ceanothus pumilus,11.9917,11,12.1028,26.0,5.44167,1280.5,117.25,False,7,,493,
Ceanothus sanguineus,11.9917,9,9.40694,26.95,1.4375,894.75,128.5,False,9,,1340,
Ceanothus spinosus,11.9917,6,16.6643,28.9316,12.4458,437.375,6.25,True,,,529,668
Ceanothus thyrsiflorus,11.9917,11,13.8273,24.397,9.86817,757.125,24.75,True,,,945,1123
Ceanothus velutinus,11.9917,9,7.56159,25.8313,0.466,808.5,72.1667,True,,,1015,1366
Cedrus deodara,11.9917,11,12.8513,27.3235,5.08992,802.125,119.25,True,,,937,59
Cedrus libani,11.9917,11,11.482,25.4225,4.456,810.875,120.25,True,,,819,120
Celastrus orbiculatus,11.9917,11,9.97986,26.325,0.295833,969.5,198.0,False,111,,9785,
Celastrus scandens,11.9917,8,8.56667,26.55,-1.88333,862.5,158.0,False,105,,5135,
Celmisia gracilenta,11.9917,6,8.38472,19.85,3.725,1330.75,249.5,False,11,,2518,
Celmisia sessiliflora,11.9917,2,6.8,18.9,1.975,1996.0,368.25,False,6,,1066,
Celmisia spectabilis,11.9917,6,8.05695,19.7,3.7,1448.5,277.0,False,12,,2791,
Celtica gigantea,11.9917,11,14.1174,28.025,7.49583,735.0,99.75,False,6,,1202,
Celtis australis,11.9917,9,13.8102,28.026,7.228,680.75,111.375,True,,,22966,8181
Celtis caucasica,11.9917,9,13.5508,27.358,5.323,784.25,128.75,True,69,,44658,
Celtis choseniana,11.9917,11,11.2014,26.85,2.24167,1183.0,155.25,False,15,,712,
Celtis jessoensis,11.9917,11,11.3006,26.8333,1.82145,1277.33,158.833,True,,,200,255
Celtis koraiensis,11.9917,11,11.7503,28.02,1.44133,1111.12,115.375,True,,,7,88
Celtis laevigata,11.9917,9,17.4092,33.1785,7.29392,910.5,156.625,True,,,4896,1242
Celtis occidentalis,11.9917,11,11.3681,29.1125,0.284571,941.125,163.0,True,,,4172,1894
Celtis tenuifolia,11.9917,11,11.8383,29.531,0.0588308,1002.38,194.0,True,,,234,162
Cenchrus alopecuroides,11.9917,9,13.8681,28.7,6.14584,999.0,126.0,False,4,,7134,
Centaurea gymnocarpa,11.9917,5,16.2021,29.675,9.85001,568.75,41.75,False,8,,10,
Centaurea macrocephala,11.9917,6,8.84028,22.525,2.15833,762.75,149.75,False,98,,873,
Centaurea nervosa,11.9917,2,4.99861,19.65,-1.89167,1128.5,219.5,False,13,,2507,
Centaurium erythraea,11.9917,11,10.05,23.725,3.52083,761.25,149.0,False,67,,6775,
Centranthus ruber,11.9917,11,10.4375,24.375,4.24583,754.25,137.25,False,126,,8664,
Cephalanthus occidentalis,11.9917,11,13.0797,29.752,2.98433,982.75,180.0,True,214,,9226,
Cephalaria gigantea,11.9917,6,7.58611,22.2,0.1,752.0,140.5,False,113,,925,
Cephalaria transsylvanica,11.9917,11,11.9194,25.6,4.0,688.75,124.75,False,6,,1125,
Cephalotaxus harringtonia,11.9917,11,12.2035,27.85,2.91667,1209.75,162.75,False,94,,790,
Cephalotaxus sinensis,11.9917,9,15.0571,29.824,4.88067,1129.12,109.5,True,,,126,242
Ceratostigma griffithii,11.9917,11,11.5889,23.125,5.0,811.5,83.5,False,36,,59,
Ceratostigma minus,11.9917,11,10.3667,23.0,4.59166,732.5,29.5,False,10,,183,
Ceratostigma plumbaginoides,11.9917,11,11.4028,26.175,3.75,827.75,152.75,False,150,,9477,
Ceratostigma willmottianum,11.9917,11,12.341,24.4,4.89167,825.5,92.0,False,61,,73,
Cercidiphyllum japonicum,11.9917,11,11.7407,27.6875,1.71858,1157.75,182.625,True,,,2430,303
Cercidiphyllum magnificum,11.9917,8,7.17203,22.5306,-1.17405,1596.25,177.25,True,,,101,54
Cercis canadensis,11.9917,11,13.057,30.4625,2.45633,985.75,180.0,True,,,10841,2300
Cercis glabra,11.9917,9,15.3588,29.029,5.88892,1184.62,115.375,True,,,29,48
Cercis occidentalis,11.9917,9,14.6556,31.0,7.94167,664.5,41.5,False,51,,2404,
Cercis siliquastrum,11.9917,11,13.4757,27.055,6.97542,723.625,122.5,True,,,9532,1959
Cercocarpus betuloides,11.9917,9,14.7944,28.9,9.22083,563.25,10.5,False,31,,6608,
Cercocarpus ledifolius,11.9917,9,8.00735,27.1633,0.302,538.667,58.1667,True,,,999,1274
Cestrum parqui,11.9917,9,16.0059,27.3405,10.4515,744.625,79.5,True,,,2070,547
Chaenomeles cathayensis,11.9917,11,14.3239,28.125,5.37725,1027.38,93.75,True,,,54,45
Chaenomeles speciosa,11.9917,11,10.932,26.95,3.01667,924.0,160.5,False,120,,2002,
Chaenomeles thibetica,11.9917,8,14.2005,26.45,4.82778,886.667,31.1667,True,,,9,2
Chaenorhinum glareosum,11.9917,9,5.83612,25.475,-1.70833,807.0,88.5,False,12,,54,
Chaenorhinum origanifolium,11.9917,11,10.3458,24.325,3.1625,753.0,149.5,False,22,,3379,
Chaenorhinum villosum,11.9917,8,15.4347,33.4,8.75832,562.0,26.0,False,1,,614,
Chamaebatia foliolosa,11.9917,11,12.1826,27.8,6.77084,929.0,18.5,False,3,,2167,
Chamaecyparis formosensis,11.9917,11,13.292,22.738,8.59583,1974.75,175.5,True,,,487,731
Chamaecyparis lawsoniana,11.9917,11,11.4737,24.634,5.65942,1008.12,123.125,True,,,8484,483
Chamaecyparis obtusa,11.9917,11,13.3805,27.689,4.845,1399.5,167.25,True,,,1885,600
Chamaecyparis pisifera,11.9917,11,13.3637,28.507,3.49742,1187.0,154.625,True,,,1117,232
Chamaecyparis thyoides,11.9917,11,11.6929,29.266,1.41367,1142.0,243.5,True,,,614,338
Chamaecytisus hirsutus,11.9917,9,10.0354,23.775,2.05834,787.75,148.25,False,22,,1928,
Chamaecytisus purpureus,11.9917,8,8.80972,23.35,0.625,791.5,140.0,False,39,,274,
Chamaecytisus supinus,11.9917,11,10.0458,24.0,2.35833,748.0,151.5,False,25,,3536,
Chamaedaphne calyculata,11.9917,6,6.21111,24.125,-3.8875,825.0,145.5,False,77,,9592,
Chamaemelum nobile,11.9917,11,11.2861,24.875,4.39583,810.5,146.25,False,98,,5206,
Chamaemespilus alpina,11.9917,3,6.31736,20.425,0.624999,1106.25,217.75,False,6,,3687,
Chascolytrum subaristatum,11.9917,9,15.4208,26.175,8.3875,860.25,131.75,False,6,,2180,
Chasmanthium latifolium,11.9917,9,15.2389,31.2,4.49166,977.0,176.0,False,127,,9886,
Cheilanthes quadripinnata,11.9917,8,15.5062,26.05,11.2625,704.75,52.5,False,4,,404,
Chelone glabra,11.9917,9,8.06806,27.225,-2.62083,986.5,188.75,False,88,,9750,
Chengiopanax sciadophylloides,11.9917,11,11.7834,28.3467,1.64845,1511.33,215.0,True,,,641,199
Chimonanthus praecox,11.9917,9,14.8717,29.14,5.70833,1026.88,104.25,True,,,162,88
Chimonobambusa tumidissinoda,11.9917,9,14.0972,25.775,5.99167,926.75,95.25,False,20,,8,
Chionanthus pygmaeus,11.9917,9,20.6687,32.8667,13.0167,1214.67,178.0,True,,,11,15
Chionanthus retusus,11.9917,9,14.3619,29.9231,4.52,1121.25,111.375,True,,,271,373
Chionanthus virginicus,11.9917,9,12.948,30.481,2.79433,1087.5,218.75,True,,,1363,334
Chionochloa conspicua,11.9917,6,8.71527,20.5,4.125,1880.0,334.0,False,20,,1654,
Chionochloa flavicans,11.9917,9,12.3972,22.55,7.64167,1079.0,202.75,False,19,,74,
Chlorogalum pomeridianum,11.9917,9,14.2868,27.3,8.25833,729.5,60.25,False,34,,9378,
Chosenia arbutifolia,11.9917,2,-1.82639,22.25,-15.7333,585.5,53.25,False,13,,831,
Chrysanthemum zawadzkii,11.9917,9,2.77222,24.95,-8.75833,677.0,71.0,False,14,,2968,
Chrysocoma ciliata,11.9917,9,14.4931,28.6,8.85,602.0,83.5,False,5,,1250,
Chrysogonum virginianum,11.9917,9,13.675,30.2,3.61667,1092.75,227.25,False,59,,2680,
Chrysojasminum humile,11.9917,11,11.3865,24.9667,4.12778,804.0,82.5,False,,,315,184
Chrysojasminum parkeri,11.9917,11,12.9028,26.4,5.52083,887.0,109.25,False,3,,3,
Chrysolepis chrysophylla,11.9917,11,11.8155,24.6957,6.83059,1043.75,62.75,True,,,722,835
Chrysolepis sempervirens,11.9917,5,9.41251,27.4,4.59167,777.5,26.5,False,3,,2117,
Chrysopogon gryllus,11.9917,11,12.0972,26.15,3.89583,706.5,129.5,False,21,,917,
Chrysosplenium davidianum,11.9917,8,13.1722,24.75,5.3125,923.75,106.5,False,20,,85,
Chrysosplenium macrophyllum,11.9917,9,14.3208,27.3,4.875,1092.5,122.25,False,30,,119,
Chusquea montana,11.9917,6,8.29584,20.5,4.1,1361.0,175.5,False,8,,39,
Cinnamomum parthenoxylon,11.9917,9,22.367,30.1527,17.1551,1846.67,211.5,True,,,244,59
Cinnamomum septentrionale,11.9917,6,16.8587,30.721,7.35558,1077.12,51.5,True,,,7,22
Cinnamomum yabunikkei,11.9917,8,14.9147,29.388,5.501,1744.83,211.167,True,,,249,50
Circaea alpina,11.9917,6,6.87083,22.9,-0.541668,844.5,127.0,False,23,,9029,
Cistus albidus,11.9917,9,13.5167,26.8,6.54167,682.5,110.0,False,86,,9747,
Cistus inflatus,11.9917,9,13.3604,24.425,8.03333,898.75,107.25,False,11,,997,
Cistus laurifolius,11.9917,11,10.8819,25.725,3.8,683.75,111.75,False,95,,7348,
Cistus populifolius,11.9917,9,14.4042,26.875,7.91667,764.5,69.5,False,32,,8416,
Cladanthus scariosus,11.9917,11,12.4813,28.775,5.05417,624.75,78.0,False,3,,52,
Cladrastis kentukea,11.9917,11,12.0778,29.8885,0.942,1071.75,217.875,True,,,187,101
Clarkia amoena,11.9917,11,11.1097,25.475,3.72083,884.5,94.0,False,27,,1896,
Clarkia purpurea,11.9917,9,13.7576,27.7,6.52083,631.0,61.75,False,12,,6091,
Clarkia rhomboidea,11.9917,11,11.35,29.9,3.8375,770.0,57.5,False,7,,1348,
Claytonia caroliniana,11.9917,9,7.70208,26.925,-3.1375,1111.25,229.75,False,12,,7857,
Claytosmunda claytoniana,11.9917,9,8.47223,27.75,-1.80833,1054.0,206.5,False,5,,9811,
Clematis armandii,11.9917,11,14.3653,26.4,5.79583,984.5,126.0,False,55,,500,
Clematis cirrhosa,11.9917,9,15.2195,27.55,7.88333,653.5,74.0,False,50,,3469,
Clematis finetiana,11.9917,5,17.0292,31.775,7.725,1245.25,121.0,False,9,,437,
Clematis heracleifolia,11.9917,9,9.57569,25.575,-0.779167,1042.5,111.5,False,105,,842,
Clematis hexapetala,11.9917,8,5.85833,25.7,-7.29167,628.5,62.5,False,37,,561,
Clematis hirsutissima,11.9917,6,6.68056,25.1,-1.44167,640.0,105.0,False,26,,1940,
Clematis integrifolia,11.9917,6,8.33194,25.05,-1.00417,656.75,116.0,False,123,,1721,
Clematis koreana,11.9917,6,7.33403,23.175,-2.525,1040.25,114.5,False,30,,186,
Clematis ligusticifolia,11.9917,9,9.09861,26.95,0.870832,505.75,71.5,False,58,,2073,
Clematis montana,11.9917,11,10.084,22.3,4.1,868.0,139.25,False,55,,1288,
Clematis occidentalis,11.9917,6,5.80972,25.25,-2.94167,700.0,121.25,False,14,,3097,
Clematis ochroleuca,11.9917,9,12.6569,29.25,2.425,1141.5,222.0,False,23,,241,
Clematis paniculata,11.9917,11,11.1153,22.55,5.65833,1229.5,238.5,False,46,,4057,
Clematis patens,11.9917,11,10.4708,26.025,0.0666666,1148.75,107.5,False,23,,608,
Clematis recta,11.9917,8,9.07986,24.0,0.995833,703.25,131.0,False,126,,3110,
Clematis songarica,11.9917,8,7.70972,25.925,-3.17917,455.5,75.0,False,23,,144,
Clematis stans,11.9917,11,10.0903,24.975,1.0125,1200.5,165.5,False,68,,816,
Clematis terniflora,11.9917,11,12.3556,29.475,2.0625,1040.75,192.75,False,88,,8354,
Clematis tibetana,11.9917,9,7.73682,22.125,0.166665,681.25,83.75,False,35,,143,
Clematis tongluensis,11.9917,11,11.0611,23.1,4.975,1476.0,66.0,False,2,,20,
Clematis viorna,11.9917,11,12.3681,29.65,1.64167,1115.5,234.5,False,31,,689,
Clematis viticella,11.9917,11,10.2743,24.225,2.67917,736.75,134.0,False,89,,2554,
Clematoclethra scandens,11.9917,11,13.1979,25.45,5.3,807.75,55.75,False,2,,228,
Clethra acuminata,11.9917,11,11.0267,27.0507,2.15467,1277.83,267.167,True,,,101,59
Clethra alnifolia,11.9917,11,10.6046,28.278,-0.146833,1077.75,216.125,True,,,2417,571
Clethra barbinervis,11.9917,11,13.0921,28.3195,3.78867,1428.88,171.0,True,,,1010,439
Clethra delavayi,11.9917,9,15.4442,28.548,6.68617,1246.88,118.625,True,,,153,385
Clethra fargesii,11.9917,9,14.6838,28.7167,5.08055,1169.17,116.5,True,,,47,142
Cleyera japonica,11.9917,9,17.1931,28.9981,10.3645,2115.5,169.0,True,,,1137,1008
Clinopodium alpinum,11.9917,5,6.43889,20.5,0.958335,975.0,188.5,False,9,,5686,
Clinopodium grandiflorum,11.9917,9,7.775,21.8,0.900002,986.0,172.5,False,9,,3800,
Clinopodium menthifolium,11.9917,11,10.5097,23.325,4.55833,752.25,154.75,False,6,,5319,
Clinopodium nepeta,11.9917,11,12.5257,26.25,5.40833,775.0,124.5,False,30,,7909,
Colchicum autumnale,11.9917,6,9.01875,23.275,1.40417,864.0,165.25,False,144,,6748,
Colchicum byzantinum,11.9917,9,10.0195,23.35,2.9125,781.75,156.5,False,30,,219,
Colchicum cilicicum,11.9917,6,8.68958,22.35,1.53333,671.5,126.75,False,43,,25,
Colchicum laetum,11.9917,6,8.6118,26.15,-0.616667,531.5,97.25,False,15,,153,
Colchicum montanum,11.9917,11,9.65278,23.45,3.47083,855.25,146.5,False,17,,6277,
Colchicum parnassicum,11.9917,6,7.58472,22.1,1.80417,790.25,115.75,False,13,,12,
Colchicum soboliferum,11.9917,11,11.3625,25.8,3.09167,575.5,108.5,False,11,,8,
Colchicum speciosum,11.9917,6,7.90903,22.45,0.525,694.25,124.0,False,86,,282,
Colletia hystrix,11.9917,11,11.6208,23.675,6.3125,755.0,91.0,False,29,,225,
Collinsia grandiflora,11.9917,9,10.9639,26.725,3.4,1040.75,141.25,False,4,,1217,
Collomia grandiflora,11.9917,9,9.40904,26.1,2.0625,726.25,91.0,False,29,,5446,
Colquhounia coccinea,11.9917,11,12.5542,23.75,5.76667,956.5,90.5,False,32,,113,
Colutea arborescens,11.9917,11,10.5167,24.925,3.525,708.25,136.0,False,114,,8621,
Colutea istria,11.9917,9,15.4945,27.475,7.09583,447.25,59.0,False,17,,88,
Colutea orientalis,11.9917,8,9.81667,24.35,1.39167,648.5,105.75,False,37,,164,
Comandra umbellata,11.9917,8,8.34444,28.575,-2.93333,790.25,110.75,False,8,,8341,
Comarostaphylis diversifolia,11.9917,6,15.997,26.9307,12.3858,431.0,6.0,True,,,272,548
Comarum palustre,11.9917,6,7.01528,21.95,-1.37083,758.5,127.0,False,34,,7400,
Comptonia peregrina,11.9917,9,8.3264,27.65,-2.04167,1083.0,230.0,False,80,,9815,
Conandron ramondioides,11.9917,11,12.4764,26.15,3.58333,1281.5,161.5,False,7,,712,
Convallaria majalis,11.9917,9,7.88611,23.8,-0.308334,756.25,134.5,False,209,,8498,
Convolvulus assyricus,11.9917,2,9.5764,29.725,-0.195834,421.0,38.0,False,2,,11,
Convolvulus boissieri,11.9917,11,10.8014,27.75,2.35,624.0,81.0,False,12,,225,
Coprosma acerosa,11.9917,11,12.6083,23.1,7.47083,912.75,174.0,False,16,,1597,
Coprosma atropurpurea,11.9917,6,8.26388,19.925,3.54583,1432.5,256.5,False,11,,244,
Coprosma depressa,11.9917,9,8.42501,19.65,3.70833,1821.5,334.0,False,6,,1701,
Coprosma nitida,11.9917,9,8.47292,19.95,4.35417,1085.75,197.25,False,9,,1826,
Coprosma petriei,11.9917,6,9.01805,21.6,3.51667,1031.0,199.0,False,28,,493,
Cordyline australis,11.9917,11,12.4484,23.6548,7.78416,1012.25,188.875,True,,,3450,2071
Coreopsis auriculata,11.9917,9,14.85,31.2,4.86667,1180.5,220.75,False,23,,550,
Coreopsis grandiflora,11.9917,11,11.7833,26.85,3.71667,870.25,147.0,False,78,,1865,
Coreopsis verticillata,11.9917,11,10.2306,25.55,1.7875,927.0,184.0,False,75,,3333,
Cornus alba,11.9917,9,6.7743,23.525,-2.525,727.25,125.0,False,114,,7912,
Cornus alternifolia,11.9917,9,8.10776,27.2125,-3.43242,984.625,188.875,True,,,2913,952
Cornus asperifolia,11.9917,11,16.1141,30.55,6.98333,1175.0,212.167,True,,,21,23
Cornus bretschneideri,11.9917,11,9.06145,26.8,-2.0,592.0,57.3333,True,,,71,72
Cornus canadensis,11.9917,3,6.22014,23.625,-3.27084,937.75,177.25,False,98,,9764,
Cornus capitata,11.9917,11,14.1105,25.4703,7.36181,1070.25,113.25,True,,,499,844
Cornus chinensis,11.9917,9,14.3724,26.5,5.65278,1167.67,80.8333,True,,,81,372
Cornus controversa,11.9917,11,13.6181,28.0075,4.02975,1256.88,141.625,True,,,1455,1222
Cornus drummondii,11.9917,9,15.5869,33.197,5.69816,895.375,156.125,True,,,2540,980
Cornus elliptica,11.9917,11,13.7812,27.625,6.0625,1199.5,159.0,False,19,,1024,
Cornus florida,11.9917,11,12.2881,29.7425,1.73714,1076.25,212.25,True,,,8104,1868
Cornus foemina,11.9917,11,15.1121,30.9927,4.15933,1189.33,203.5,True,,,549,174
Cornus hemsleyi,11.9917,11,12.1278,24.446,3.37356,778.833,68.3333,True,,,106,277
Cornus kousa,11.9917,11,12.3478,28.2199,2.55733,1227.12,170.75,True,,,1551,794
Cornus macrophylla,11.9917,11,13.6806,28.6955,4.38183,1335.88,153.0,True,,,927,804
Cornus mas,11.9917,9,10.1036,25.69,2.08108,846.375,163.875,True,,,22346,16749
Cornus nuttallii,11.9917,11,11.0891,26.0656,5.04558,1016.25,70.625,True,,,1194,1109
Cornus obliqua,11.9917,8,8.52772,25.632,-1.45367,888.5,170.0,True,54,,121,
Cornus racemosa,11.9917,9,9.76957,28.2685,-1.81758,966.25,178.75,True,,,1625,484
Cornus rugosa,11.9917,6,6.93121,25.448,-4.29733,882.0,167.833,True,,,936,454
Cornus sanguinea,11.9917,9,9.90486,24.15,2.8875,795.0,151.0,False,153,,7175,
Cornus schindleri,11.9917,11,12.6797,24.45,5.5,866.5,54.3333,True,,,69,156
Cornus sericea,11.9917,9,7.90417,25.05,-1.89167,852.0,146.5,False,137,,9675,
