Taxon,temperature,climate_rating,mean_annual_ temp_celcius,mean_hottest_month_celcius,mean_coldest_quarter_celsius,mean_annual_precipitation mm/year,mean_driest_quarter mm/qtr,tree_on_CAT,PLANTSEARCH,URBANPLANTS,GBIF_CURRENT,GBIF_BGCI
Litsea populifolia,11.9917,6,15.1885,26.7667,7.36111,1229.67,60.8333,True,,,35,207
Litsea pungens,11.9917,11,15.0629,29.505,6.12433,1076.25,65.625,True,,,128,250
Lobelia cardinalis,11.9917,11,10.9611,28.8,0.7375,1022.0,198.75,False,152,,9790,
Lobelia siphilitica,11.9917,11,10.0139,27.95,-0.483333,957.0,181.0,False,140,,9765,
Lobelia tupa,11.9917,11,11.6937,22.7,6.65833,965.25,104.5,False,52,,372,
Lolium mairei,11.9917,11,12.5833,29.45,4.95833,470.5,22.0,False,,,6,
Lomatia myricoides,11.9917,11,11.9028,23.7,6.25834,946.0,169.5,False,37,,4052,
Lomatia polymorpha,11.9917,9,9.86529,20.9,5.90833,1241.5,219.5,False,12,,624,
Lomatium columbianum,11.9917,5,10.1778,25.6,2.00833,689.0,81.75,False,8,,531,
Lomatium dissectum,11.9917,9,10.6187,29.55,1.99583,678.5,85.75,False,9,,1316,
Lomatium grayi,11.9917,9,8.96668,28.65,0.0750009,667.75,115.5,False,7,,841,
Lomatium macrocarpum,11.9917,9,10.0514,28.6,0.841667,638.0,100.5,False,6,,3013,
Lomatium nudicaule,11.9917,9,9.94861,25.375,2.15,709.5,94.0,False,15,,2955,
Lomatium utriculatum,11.9917,11,11.4403,24.975,3.775,726.0,88.0,False,10,,3850,
Lomelosia caucasica,11.9917,9,5.6764,21.85,-2.05,879.5,159.5,False,11,,423,
Lonicera acuminata,11.9917,9,9.64654,23.65,2.6875,964.25,173.25,False,27,,3907,
Lonicera alpigena,11.9917,3,7.02917,21.65,-0.133333,1028.5,194.0,False,91,,6094,
Lonicera angustifolia,11.9917,11,8.19515,21.1,1.60417,815.25,97.0,False,6,,191,
Lonicera caerulea,11.9917,6,5.31806,21.9,-1.8375,710.0,125.5,False,104,,7852,
Lonicera canadensis,11.9917,3,6.63056,24.875,-3.89583,952.0,179.5,False,29,,5927,
Lonicera ciliosa,11.9917,6,9.82639,23.6,3.68333,957.5,119.5,False,34,,4621,
Lonicera crassifolia,11.9917,9,13.9653,27.2,5.1375,1116.5,101.0,False,20,,57,
Lonicera etrusca,11.9917,11,11.9403,26.125,5.0,750.75,127.75,False,66,,8081,
Lonicera ferdinandi,11.9917,8,8.89167,25.475,-1.04167,648.25,69.5,False,25,,205,
Lonicera ferruginea,11.9917,6,18.0257,29.325,10.65,1455.25,80.25,False,5,,85,
Lonicera floribunda,11.9917,11,10.1986,27.2,-0.0291666,574.75,78.5,False,22,,9,
Lonicera fragrantissima,11.9917,11,13.0243,29.1,4.00417,1018.25,205.0,False,144,,2016,
Lonicera hispidula,11.9917,9,13.75,26.0,7.78333,782.5,55.0,False,24,,9247,
Lonicera involucrata,11.9917,11,9.08194,22.75,2.15,767.5,112.5,False,98,,9799,
Lonicera japonica,11.9917,11,13.4424,29.125,4.5875,980.75,180.75,False,125,,9767,
Lonicera ligustrina,11.9917,11,12.0319,24.7,5.06667,881.75,111.25,False,10,,507,
Lonicera microphylla,11.9917,5,4.21389,22.875,-5.94583,491.5,67.0,False,41,,523,
Lonicera periclymenum,11.9917,9,9.48749,22.15,3.05,771.0,148.0,False,108,,6323,
Lonicera pyrenaica,11.9917,9,9.00486,23.85,2.18333,828.5,171.25,False,32,,1946,
Lonicera quinquelocularis,11.9917,11,11.5139,25.4,3.43334,894.25,118.75,False,39,,139,
Lonicera semenovii,11.9917,5,0.518749,20.05,-9.825,440.5,61.25,False,2,,150,
Lonicera setifera,11.9917,11,11.6132,21.9,4.62917,749.25,87.75,False,13,,49,
Lonicera tatarica,11.9917,6,8.78611,24.475,-0.216667,674.5,115.25,False,131,,9327,
Lonicera tragophylla,11.9917,11,12.1208,25.9,2.15833,720.25,82.75,False,28,,233,
Lonicera utahensis,11.9917,6,4.52778,23.3,-4.59167,656.0,105.5,False,8,,2256,
Lorinseria areolata,11.9917,9,14.6514,30.7,3.55,1226.5,258.0,False,1,,6970,
Lotus hirsutus,11.9917,11,12.5632,26.95,5.7875,775.5,118.75,False,12,,7066,
Lotus maritimus,11.9917,8,9.7007,23.925,1.74167,670.5,130.0,False,16,,5600,
Ludwigia alternifolia,11.9917,11,12.7854,30.375,1.25833,1134.0,245.0,False,18,,3859,
Luetkea pectinata,11.9917,6,5.08958,19.6,-0.141665,1327.75,180.75,False,18,,3706,
Lunaria rediviva,11.9917,5,8.25555,22.675,0.5,813.25,156.75,False,100,,9032,
Lupinus arboreus,11.9917,11,12.2194,23.225,7.52083,803.75,81.0,False,39,,8322,
Lupinus arcticus,11.9917,6,1.40833,20.75,-8.03333,667.25,101.25,False,11,,1404,
Lupinus lepidus,11.9917,9,6.68403,24.85,-0.112499,906.0,115.0,False,8,,1091,
Lupinus pilosus,11.9917,9,15.7847,28.95,8.11667,578.5,59.0,False,13,,866,
Lupinus rivularis,11.9917,11,11.8208,25.8,5.5,1153.25,123.0,False,8,,572,
Luzula sylvatica,11.9917,6,8.84514,21.7,2.09583,915.75,176.5,False,90,,6771,
Luzula ulophylla,11.9917,5,9.05417,22.25,2.48334,1028.5,191.5,False,16,,66,
Luzuriaga radicans,11.9917,8,10.6194,21.8,5.87083,1444.0,183.0,False,22,,329,
Lycium barbarum,11.9917,9,10.0785,24.275,1.95417,671.0,124.25,False,87,,8451,
Lycopus europaeus,11.9917,9,9.13056,23.35,2.20417,725.5,136.5,False,89,,7103,
Lycoris aurea,11.9917,9,16.8181,30.5,8.4875,1257.0,125.0,False,44,,288,
Lyonia ligustrina,11.9917,11,9.96529,26.55,0.420833,990.0,210.5,False,60,,3889,
Lyonia lucida,11.9917,6,18.7611,32.2,9.66667,1237.0,225.0,False,20,,3842,
Lyonia mariana,11.9917,11,13.5653,28.075,3.75417,1022.0,209.25,False,32,,1214,
Lyonia ovalifolia,11.9917,11,14.2193,27.6655,5.88105,1362.0,127.625,True,,,1918,2891
Lysichiton americanus,11.9917,6,9.70764,22.35,3.3375,1007.5,151.75,False,64,,9638,
Lysichiton camtschatcensis,11.9917,6,7.46389,22.25,-1.09583,961.0,170.25,False,50,,714,
Lysimachia ciliata,11.9917,9,9.03195,25.975,-0.716666,890.0,173.0,False,67,,9638,
Lysimachia clethroides,11.9917,11,10.0757,26.0,0.916668,1014.5,156.25,False,137,,7027,
Lysimachia ephemerum,11.9917,11,11.4292,25.25,4.75,652.0,118.0,False,55,,1497,
Lysimachia latifolia,11.9917,11,11.757,24.9,7.14167,967.0,41.5,False,3,,9796,
Lysimachia paridiformis,11.9917,9,16.5438,31.025,6.42917,1294.5,100.0,False,8,,239,
Maackia fauriei,11.9917,11,12.0076,25.7,2.6125,1506.0,193.0,False,15,,14,
Machilus ichangensis,11.9917,6,16.7526,30.526,6.94216,1343.75,89.875,True,,,107,155
Macleaya microcarpa,11.9917,11,11.7278,25.925,1.98333,718.5,82.25,False,35,,150,
Magnolia acuminata,11.9917,11,10.2178,28.38,-0.0790843,1054.0,205.5,True,,,713,202
Magnolia aromatica,11.9917,3,16.4363,26.9405,9.29233,1153.12,42.25,True,,,8,15
Magnolia ashei,11.9917,9,16.8306,31.025,6.77917,1298.25,248.5,False,43,,99,
Magnolia biondii,11.9917,11,13.325,28.928,2.55716,762.25,64.0,True,,,30,7
Magnolia campbellii,11.9917,11,11.636,21.8333,5.17777,1014.67,93.0,True,,,29,57
Magnolia cavaleriei,11.9917,9,16.7321,31.38,6.58458,1452.5,183.625,True,,,26,72
Magnolia chevalieri,11.9917,9,19.6573,29.3,13.2528,1525.0,102.0,True,,,2,5
Magnolia conifera,11.9917,9,17.3692,30.3,8.23889,1406.83,159.5,True,,,60,165
Magnolia cylindrica,11.9917,9,14.3079,28.6281,4.86189,1445.25,164.0,True,,,57,19
Magnolia dawsoniana,11.9917,11,13.0375,25.3667,5.35,1016.33,84.0,True,,,18,40
Magnolia denudata,11.9917,9,15.4261,30.076,5.05731,1205.25,136.25,True,,,140,109
Magnolia ernestii,11.9917,9,13.4783,25.9011,5.43921,1434.0,121.875,True,,,8,17
Magnolia fordiana,11.9917,9,18.0923,31.205,9.46525,1367.75,152.375,True,,,72,128
Magnolia foveolata,11.9917,9,17.4471,30.405,8.27417,1481.88,147.5,True,,,63,133
Magnolia fraseri,11.9917,11,11.7111,27.5993,2.61955,1268.5,262.333,True,,,453,158
Magnolia globosa,11.9917,11,10.549,20.5667,3.12222,991.333,93.6667,True,,,20,47
Magnolia grandiflora,11.9917,9,16.6733,30.989,8.0865,1111.5,192.75,True,,,3768,505
Magnolia insignis,11.9917,9,14.0638,24.0521,7.12931,1304.62,101.875,True,,,97,150
Magnolia laevifolia,11.9917,9,14.8026,24.728,8.334,942.75,73.75,True,,,30,172
Magnolia liliiflora,11.9917,11,13.832,28.1,4.66667,1084.0,150.5,False,60,,273,
Magnolia lotungensis,11.9917,9,17.4334,31.3333,8.24721,1381.17,165.167,True,,,36,10
Magnolia macrophylla,11.9917,9,14.3672,30.877,4.60917,1242.25,247.0,True,,,733,109
Magnolia martini,11.9917,9,15.4162,28.212,6.98933,1217.88,99.625,True,,,13,42
Magnolia maudiae,11.9917,9,17.4557,30.6635,7.46425,1394.75,158.875,True,,,97,246
Magnolia nitida,11.9917,11,14.4635,24.55,7.77778,1348.0,120.167,True,,,43,49
Magnolia obovata,11.9917,11,11.5435,25.7135,2.85983,1264.0,152.75,True,,,689,422
Magnolia officinalis,11.9917,9,14.8917,29.892,5.51583,1219.0,110.0,True,,,217,36
Magnolia patungensis,11.9917,5,16.0744,31.2,6.02311,1283.0,94.8333,True,,,19,4
Magnolia salicifolia,11.9917,11,10.5119,26.422,0.695333,1470.5,222.667,True,,,417,542
Magnolia sapaensis,11.9917,11,12.1114,21.1333,6.3,1614.0,69.6667,True,,,8,5
Magnolia sargentiana,11.9917,9,12.95,25.3261,4.96212,1230.25,109.5,True,,,41,11
Magnolia sieboldii,11.9917,11,9.43841,25.66,-1.08169,1105.88,106.25,True,,,282,158
Magnolia sprengeri,11.9917,11,14.3055,29.1235,4.6994,1198.12,111.375,True,,,42,40
Magnolia stellata,11.9917,11,12.995,28.5885,3.22925,1232.0,176.25,True,,,385,9
Magnolia tripetala,11.9917,11,12.8333,29.514,2.86375,1108.5,231.75,True,,,1087,151
Magnolia virginiana,11.9917,9,14.4431,30.9425,4.38017,1179.5,230.5,True,,,1308,319
Magnolia wilsonii,11.9917,8,13.4539,25.116,7.38333,834.125,91.75,True,,,32,50
Magnolia yunnanensis,11.9917,9,15.6255,26.1405,8.87358,1251.12,74.125,True,,,6,16
Magnolia zenii,11.9917,9,14.5801,30.7625,4.04981,1051.62,135.25,True,,,17,11
Mahonia aquifolium,11.9917,9,10.0736,24.05,2.59167,774.5,137.5,False,182,,9208,
Mahonia bealei,11.9917,11,15.2041,29.7145,5.48292,1239.38,133.75,True,,,112,98
Mahonia japonica,11.9917,11,12.5555,25.1,4.79167,1096.5,159.5,False,73,,329,
Mahonia nervosa,11.9917,6,9.94097,22.8,3.60833,1081.25,131.0,False,42,,9835,
Mahonia repens,11.9917,6,7.49097,25.975,-1.25417,631.25,107.5,False,91,,8714,
Maianthemum canadense,11.9917,9,8.04792,26.85,-2.10417,1038.5,209.75,False,61,,9808,
Maianthemum dilatatum,11.9917,6,9.53958,22.35,2.40417,1345.75,147.5,False,44,,9607,
Maianthemum oleraceum,11.9917,11,10.3611,21.525,4.22083,1092.75,116.5,False,8,,61,
Maianthemum purpureum,11.9917,9,7.25417,19.25,2.10833,860.0,104.0,False,6,,130,
Maianthemum racemosum,11.9917,11,9.3639,26.35,-0.625,955.5,165.0,False,79,,9813,
Maianthemum stellatum,11.9917,9,8.18193,25.3,-0.883335,781.0,112.5,False,58,,9789,
Maihuenia patagonica,11.9917,8,9.02292,24.275,1.92083,530.0,81.75,False,23,,126,
Maihuenia poeppigii,11.9917,8,8.68193,23.8,2.225,997.0,102.25,False,40,,133,
Maihueniopsis glomerata,11.9917,9,9.05001,22.65,3.475,393.5,68.0,False,30,,137,
Maihueniopsis ovata,11.9917,8,9.48958,23.525,2.425,475.75,82.0,False,17,,84,
Majovskya sudetica,11.9917,2,5.59792,19.45,-2.33333,1120.5,179.5,False,,,19,
Malus asiatica,11.9917,11,12.7371,26.934,3.34358,775.25,56.125,True,,,68,123
Malus baccata,11.9917,8,8.20047,25.971,-3.74233,805.5,73.25,True,,,1157,305
Malus domestica,11.9917,6,8.52083,23.2,1.10833,719.0,125.0,False,67,,8869,
Malus doumeri,11.9917,9,17.0581,29.762,8.06917,1466.38,148.25,True,,,106,288
Malus fusca,11.9917,8,10.1483,22.1406,4.07381,1470.0,140.0,True,,,930,906
Malus halliana,11.9917,11,14.7014,28.0565,5.01308,1049.12,98.25,True,,,73,77
Malus prattii,11.9917,11,10.7302,24.0333,3.24167,906.667,69.8333,True,,,45,383
Malus rockii,11.9917,11,11.7349,23.5833,4.22222,857.333,72.3333,True,,,49,218
Malus sieboldii,11.9917,11,9.69098,23.7607,1.31656,1012.17,137.0,True,,,1276,921
Malus sieversii,11.9917,8,7.03009,26.861,-4.504,527.25,68.0,True,,,304,7887
Malus sylvestris,11.9917,6,9.40924,23.376,3.13967,730.75,125.5,True,,,19900,53240
Malus yunnanensis,11.9917,11,13.051,24.4715,6.15207,870.5,90.375,True,,,70,331
Malva moschata,11.9917,6,9.19583,22.55,1.99167,777.0,151.5,False,79,,7333,
Malva sylvestris,11.9917,9,10.1889,23.725,3.47917,749.75,142.5,False,99,,7341,
Malva thuringiaca,11.9917,6,6.39653,23.75,-3.4,590.0,103.25,False,6,,7504,
Mammillaria marksiana,11.9917,9,18.3604,29.4,10.2583,820.75,70.0,False,42,,18,
Marah oregana,11.9917,11,12.1917,25.55,6.26667,1027.5,78.25,False,5,,4608,
Margyricarpus pinnatus,11.9917,11,12.1944,22.075,7.49583,814.25,121.0,False,19,,824,
Marlothistella stenophylla,11.9917,9,13.5597,27.175,6.05833,524.75,110.25,False,9,,12,
Matteuccia struthiopteris,11.9917,9,7.40278,24.5,-2.34167,850.0,149.0,False,181,,9412,
Maytenus boaria,11.9917,11,11.727,24.182,6.76438,720.5,89.25,True,,,613,146
Maytenus magellanica,11.9917,9,7.95,18.975,3.89583,965.5,148.0,False,17,,254,
Melanthium virginicum,11.9917,11,11.9861,29.15,0.95,1025.5,202.5,False,22,,520,
Melica altissima,11.9917,6,6.95833,24.425,-2.9875,603.0,111.75,False,22,,1093,
Melica californica,11.9917,11,13.9583,28.4,8.4625,719.25,12.0,False,14,,976,
Melica ciliata,11.9917,11,10.7306,25.15,3.04167,718.5,129.5,False,74,,7051,
Melica persica,11.9917,11,10.1576,26.275,1.375,588.25,79.25,False,7,,349,
Melica subulata,11.9917,8,10.8583,25.35,6.35834,958.0,46.0,False,8,,941,
Melica uniflora,11.9917,8,9.75347,23.0,2.80417,772.25,153.0,False,38,,7350,
Melicytus alpinus,11.9917,6,8.98819,21.175,3.76667,1123.5,205.0,False,24,,1853,
Melicytus angustifolius,11.9917,11,11.6264,24.6,6.25,729.75,132.5,False,14,,1210,
Melilotus officinalis,11.9917,9,9.14582,25.35,0.216667,714.5,122.5,False,84,,9677,
Meliosma alba,11.9917,9,14.2524,25.0947,8.87879,1249.83,112.5,True,,,142,13
Meliosma cuneifolia,11.9917,11,13.1583,27.7185,3.90681,857.5,67.125,True,,,131,500
Meliosma dilleniifolia,11.9917,11,10.4021,21.2,3.92778,974.0,78.6667,True,,,19,15
Meliosma myriantha,11.9917,11,12.194,27.1627,2.88089,1352.33,162.667,True,,,402,686
Meliosma oldhamii,11.9917,11,14.6908,29.9885,4.1285,1323.0,130.0,True,,,9,95
Meliosma veitchiorum,11.9917,11,13.7013,27.36,5.414,1112.38,106.25,True,,,27,47
Melissa officinalis,11.9917,11,10.8431,25.45,3.85834,790.5,140.75,False,213,,9455,
Melliodendron xylocarpum,11.9917,9,15.2783,28.5165,6.81783,1234.88,132.25,True,,,55,165
Menispermum canadense,11.9917,11,9.83958,26.775,-0.8625,893.75,168.75,False,91,,5999,
Mentha spicata,11.9917,11,10.566,25.075,3.825,802.75,136.75,False,157,,8122,
Mentzelia laevicaulis,11.9917,11,10.7139,28.425,2.72083,571.5,54.75,False,12,,3154,
Menyanthes trifoliata,11.9917,9,7.625,22.2,0.533332,800.5,145.5,False,111,,7924,
Merrilliopanax alpinus,11.9917,11,12.601,23.0667,4.56111,1063.67,83.6667,True,,,3,1
Mespilus germanica,11.9917,11,10.7868,25.0459,3.39767,710.75,131.0,True,,,13666,102
Metapanax davidii,11.9917,9,15.0888,27.143,6.7405,1051.5,72.25,True,,,134,510
Metasequoia glyptostroboides,11.9917,11,12.9763,28.728,3.441,1121.5,155.0,True,,,4769,110
Michauxia campanuloides,11.9917,9,14.8278,27.4,6.425,781.5,70.0,False,29,,125,
Micranthes ferruginea,11.9917,2,7.81666,22.55,4.05833,1290.0,96.5,False,2,,2346,
Micranthes lyallii,11.9917,9,3.30694,21.25,-3.21667,891.75,175.25,False,3,,858,
Micranthes nelsoniana,11.9917,2,-4.28333,17.1,-18.45,523.0,60.0,False,,,4006,
Micranthes occidentalis,11.9917,5,4.39444,20.55,-1.40833,761.25,137.0,False,2,,887,
Microbiota decussata,11.9917,9,5.23471,23.7,-6.35833,822.0,106.0,False,190,,143,
Microcachrys tetragona,11.9917,9,7.40278,19.5,3.64166,1263.5,222.5,False,34,,407,
Micromeria douglasii,11.9917,11,11.2694,22.75,4.47083,748.25,61.25,False,2,,3591,
Mirabilis multiflora,11.9917,11,12.841,31.225,3.74583,494.25,57.0,False,27,,3977,
Miscanthus sinensis,11.9917,11,10.9882,26.75,2.62083,1017.25,160.25,False,124,,7361,
Mitchella repens,11.9917,11,9.89307,27.3,0.141667,1077.0,219.5,False,80,,9800,
Mitraria coccinea,11.9917,9,10.2292,20.65,5.76667,1470.5,202.5,False,34,,472,
Molinia arundinacea,11.9917,11,9.84027,24.8,2.13333,852.0,179.0,False,13,,4112,
Molinia caerulea,11.9917,6,8.30833,21.8,1.53333,786.5,146.0,False,73,,5249,
Molopospermum peloponnesiacum,11.9917,6,6.79861,21.75,0.391667,932.0,187.25,False,35,,859,
Monarda fistulosa,11.9917,9,9.39582,27.95,-1.4,902.5,153.0,False,147,,9811,
Monardella odoratissima,11.9917,11,10.132,25.95,3.89167,745.0,49.5,False,31,,6791,
Monardella purpurea,11.9917,11,13.5854,25.6,9.5,964.25,11.0,False,4,,282,
Monardella sheltonii,11.9917,11,12.3493,28.6,4.475,1026.75,102.75,False,8,,59,
Moraea alticola,11.9917,9,9.75696,22.45,3.975,784.5,91.5,False,22,,70,
Moraea huttonii,11.9917,11,12.7361,23.8,7.21667,867.5,98.5,False,24,,97,
Moraea ochroleuca,11.9917,9,15.0202,25.75,9.525,709.75,98.5,False,13,,702,
Moraea robusta,11.9917,11,13.4222,24.95,7.6,761.25,80.5,False,3,,18,
Moraea spathulata,11.9917,9,13.6313,23.975,8.10417,755.25,99.25,False,27,,252,
Morella californica,11.9917,11,12.7177,23.384,8.45903,941.25,38.25,True,20,,741,
Morella cerifera,11.9917,6,18.2024,32.1911,9.42133,1196.33,225.833,True,,6,4127,
Morina longifolia,11.9917,8,7.47361,20.45,0.608332,868.5,119.5,False,70,,45,
Morus nigra,11.9917,11,12.8519,26.4973,6.48943,745.667,128.0,True,,25,1472,
Muehlenbeckia astonii,11.9917,11,12.1195,22.65,6.95,732.5,142.0,False,21,,192,
Muehlenbeckia axillaris,11.9917,9,8.76251,21.75,2.98334,1237.25,232.0,False,88,,2549,
Muhlenbergia rigens,11.9917,9,15.7757,30.725,8.89167,538.75,24.25,False,47,,1813,
Mukdenia rossii,11.9917,9,9.81946,25.05,-0.341665,1035.0,111.5,False,56,,291,
Mulguraea tridens,11.9917,9,8.42918,24.825,2.09167,442.0,85.5,False,4,,131,
Muscari armeniacum,11.9917,9,10.1292,24.0,2.90417,794.0,154.75,False,153,,6944,
Muscari aucheri,11.9917,6,9.02082,23.0,1.225,731.5,142.0,False,39,,108,
Muscari azureum,11.9917,6,8.375,22.25,1.375,698.0,129.0,False,52,,213,
Muscari coeleste,11.9917,6,8.44375,25.225,-0.475,555.0,80.25,False,10,,3,
Muscari comosum,11.9917,11,11.8799,26.1,4.66667,721.5,125.75,False,89,,8425,
Muscari latifolium,11.9917,6,9.43124,23.3,1.9625,796.0,154.25,False,92,,427,
Muscarimia macrocarpa,11.9917,9,14.7944,27.025,6.86667,704.25,74.5,False,32,,31,
Muscarimia muscari,11.9917,8,9.16806,23.25,1.20833,879.25,180.75,False,1,,624,
Myrceugenia ovata,11.9917,8,13.7063,23.002,9.27956,1431.33,203.5,True,,,185,340
Myrica gale,11.9917,5,7.71111,21.925,0.391665,821.5,157.5,False,118,,6769,
Myriopteris gracillima,11.9917,9,9.21666,25.2,4.64167,988.0,39.0,False,1,,2348,
Myriopteris lanosa,11.9917,9,14.1486,30.65,4.575,1175.5,248.5,False,5,,1614,
Myriopteris lindheimeri,11.9917,5,16.0292,30.0,9.3,666.5,21.5,False,1,,1337,
Myrteola nummularia,11.9917,11,9.50417,17.975,6.275,1206.0,200.5,False,15,,432,
Myrtus communis,11.9917,9,15.2857,28.737,8.8168,650.5,53.0,True,,,14729,8838
Nandina domestica,11.9917,9,14.7681,29.85,5.39166,989.0,174.5,False,225,,9755,
Narcissus assoanus,11.9917,11,12.1639,25.85,4.725,656.5,121.0,False,36,,2058,
Narcissus bulbocodium,11.9917,11,11.7535,24.775,4.97917,821.25,118.5,False,81,,5324,
Narcissus hedraeanthus,11.9917,11,11.4264,27.65,4.55833,628.25,78.25,False,9,,155,
Narcissus jonquilla,11.9917,11,12.7278,26.6,5.2875,784.5,143.5,False,80,,809,
Narcissus minor,11.9917,8,9.86667,23.35,3.45834,817.5,147.0,False,22,,880,
Narcissus obesus,11.9917,6,13.9042,24.45,7.78333,691.0,89.5,False,15,,200,
Narcissus poeticus,11.9917,9,8.625,23.0,1.33334,852.5,155.5,False,80,,6894,
Narcissus pseudonarcissus,11.9917,9,9.65971,23.1,2.5,822.5,157.0,False,86,,7194,
Narcissus romieuxii,11.9917,11,10.6486,25.5,4.5125,620.25,86.0,False,26,,9,
Narcissus rupicola,11.9917,11,9.77917,24.45,2.50833,711.75,104.75,False,40,,239,
Narcissus triandrus,11.9917,11,11.7444,24.9,5.10833,771.0,115.5,False,17,,4087,
Nassella cernua,11.9917,6,15.6236,30.7,9.47083,514.75,9.0,False,9,,759,
Nassella pulchra,11.9917,6,15.4396,28.8,10.475,551.75,8.25,False,16,,1807,
Nassella tenuissima,11.9917,11,12.5618,27.05,4.9625,793.5,141.25,False,52,,2184,
Nassella trichotoma,11.9917,9,12.8618,24.75,7.12083,637.5,130.0,False,7,,5398,
Nasturtium officinale,11.9917,11,11.3632,25.575,4.1,780.25,141.75,False,57,,8824,
Neillia incisa,11.9917,11,10.5625,25.1,1.39167,1053.0,128.5,False,15,,3535,
Neillia thibetica,11.9917,11,12.5972,24.8,4.5,897.0,99.5,False,64,,72,
Nekemias megalophylla,11.9917,9,14.4452,28.35,4.72917,953.5,103.25,False,2,,154,
Neolitsea aciculata,11.9917,9,13.9906,27.7153,5.96556,1758.17,185.5,True,,,207,574
Neolitsea sericea,11.9917,9,14.1294,28.8925,5.077,1393.62,176.5,True,,,647,986
Neoshirakia japonica,11.9917,11,13.6379,28.296,4.78283,1377.62,162.375,True,,,522,871
Nepenthes alata,11.9917,9,18.1042,26.9,11.6917,1762.0,204.5,False,75,,72,
Nepeta curviflora,11.9917,9,16.5931,29.425,8.57917,607.75,60.5,False,14,,247,
Nepeta govaniana,11.9917,11,9.2514,22.8,1.55833,910.0,139.5,False,18,,33,
Nepeta grandiflora,11.9917,6,7.37639,22.55,-0.85,664.5,122.5,False,52,,372,
Nepeta nuda,11.9917,9,7.09236,24.5,-2.14583,690.0,118.0,False,35,,1867,
Nepeta racemosa,11.9917,9,9.05,23.3,1.75,720.0,140.5,False,50,,2797,
Nephrophyllidium crista-galli,11.9917,9,7.66944,22.525,1.49167,1467.0,216.0,False,6,,1154,
Nerine bowdenii,11.9917,11,10.3319,22.625,4.72083,751.5,139.25,False,73,,135,
Nerine undulata,11.9917,9,14.0542,24.65,8.225,723.5,105.0,False,42,,51,
Nicotiana mutabilis,11.9917,11,13.8646,24.525,7.30833,1358.0,289.25,False,13,,33,
Nigella sativa,11.9917,11,9.97361,24.95,1.875,686.0,121.0,False,62,,258,
Nipponanthemum nipponicum,11.9917,11,10.8875,27.55,1.35,1035.0,211.5,False,44,,636,
Noccaea bellidifolia,11.9917,9,6.09306,21.975,-1.32917,849.75,152.75,False,7,,6,
Noccaea corymbosa,11.9917,2,2.66458,17.225,-1.93333,922.75,180.0,False,2,,213,
Noccaea montana,11.9917,9,8.80973,27.1,0.866668,793.0,157.5,False,7,,2681,
Noccaea rotundifolia,11.9917,6,4.04167,18.175,-1.4875,1127.25,208.25,False,4,,2508,
Noccaea vesicaria,11.9917,9,7.41944,25.175,-0.979165,751.5,123.5,False,4,,32,
Noccaea zaffranii,11.9917,6,18.775,30.6,12.4667,541.0,5.0,False,1,,,
Nolina hibernica,11.9917,9,14.0058,23.6,9.30557,593.333,79.6667,True,,,16,7
Nothaphoebe cavaleriei,11.9917,9,13.7812,27.85,5.30834,730.0,141.0,False,11,,,
Nothochelone nemorosa,11.9917,9,7.60626,23.8,1.21667,1498.75,171.25,False,13,,1407,
Nothofagus antarctica,11.9917,5,8.40143,20.9801,3.131,930.5,127.25,True,,,297,154
Notholithocarpus densiflorus,11.9917,11,13.3851,25.713,9.21399,899.5,23.75,True,,,2103,1829
Nuphar polysepala,11.9917,9,10.2611,24.3,5.75833,981.5,62.0,False,5,,3897,
Nymphoides peltata,11.9917,9,9.18196,23.3,1.31667,763.0,136.5,False,70,,5045,
Nyssa ogeche,11.9917,9,16.9107,32.357,7.44083,1116.62,195.625,True,,,88,35
Nyssa sinensis,11.9917,9,16.3972,30.1965,6.86358,1346.25,151.0,True,,,152,325
Nyssa sylvatica,11.9917,11,12.6707,29.0333,2.81325,1092.88,211.875,True,,,2565,1229
Ochagavia litoralis,11.9917,6,13.6951,23.8,8.10417,600.0,76.5,False,16,,42,
Oclemena acuminata,11.9917,6,7.12917,25.8,-3.7,1093.75,224.25,False,14,,6326,
Odontostomum hartwegii,11.9917,9,15.6,30.85,8.8125,778.0,65.25,False,14,,309,
Oemleria cerasiformis,11.9917,11,10.3832,23.462,4.3125,917.25,115.5,True,84,,2701,
Oenanthe sarmentosa,11.9917,11,11.6222,24.3,5.08333,956.5,108.25,False,13,,2195,
Oenothera biennis,11.9917,9,9.34304,25.05,0.708332,830.0,153.0,False,137,,9279,
Oenothera lindheimeri,11.9917,11,13.9333,27.85,5.6,766.0,140.75,False,15,,2656,
Oenothera macrocarpa,11.9917,9,13.4549,30.15,3.00833,821.0,140.75,False,68,,1923,
Oenothera speciosa,11.9917,9,16.8271,31.7,7.65833,853.0,152.0,False,53,,9796,
Olearia phlogopappa,11.9917,9,10.5181,22.25,5.76667,1028.0,183.5,False,25,,6499,
Olearia virgata,11.9917,11,10.7945,20.625,6.05,1206.5,238.25,False,20,,447,
Olsynium douglasii,11.9917,6,9.87916,25.0,3.3375,740.0,110.0,False,16,,3212,
Omphalodes cappadocica,11.9917,11,12.1056,24.5,4.55833,1235.75,229.5,False,36,,146,
Omphalodes verna,11.9917,5,8.98472,22.85,1.29166,769.0,151.0,False,84,,9224,
Onoclea sensibilis,11.9917,9,9.16249,26.475,-1.13333,996.25,192.75,False,157,,9807,
