Taxon,temperature,climate_rating,mean_annual_ temp_celcius,mean_hottest_month_celcius,mean_coldest_quarter_celsius,mean_annual_precipitation mm/year,mean_driest_quarter mm/qtr,tree_on_CAT,PLANTSEARCH,URBANPLANTS,GBIF_CURRENT,GBIF_BGCI
Rosa pendulina,14.2833,5,6.90694,21.95,-0.158332,1021.5,190.75,False,95,,5782,
Rosularia platyphylla,14.2833,5,7.84028,26.0,-3.10833,567.5,80.5,False,9,,64,
Rubus tricolor,14.2833,5,9.79307,21.35,4.25834,833.5,161.25,False,37,,1279,
Rudbeckia laciniata,14.2833,5,9.75693,26.75,0.766667,893.0,167.0,False,1,,9811,
Sanguisorba hakusanensis,14.2833,5,7.52848,23.075,-1.92917,1263.75,141.5,False,29,,125,
Sanicula europaea,14.2833,5,8.93472,22.7,1.63333,786.0,152.5,False,56,,8288,
Saponaria ocymoides,14.2833,5,10.4472,24.85,2.375,826.5,154.25,False,88,,8587,
Saponaria officinalis,14.2833,5,9.75693,24.65,1.84167,807.5,153.5,False,1,,7946,
Saxifraga callosa,14.2833,5,8.93403,22.625,1.89583,896.5,156.0,False,32,,717,
Saxifraga cochlearis,14.2833,5,10.2944,23.1,2.9625,833.0,144.0,False,38,,17,
Saxifraga juniperifolia,14.2833,5,5.39722,20.85,-2.07083,827.0,145.0,False,31,,138,
Saxifraga longifolia,14.2833,5,8.6125,23.2,1.56667,896.5,173.5,False,44,,2252,
Saxifraga nipponica,14.2833,5,11.0833,25.6,2.22917,1273.75,231.25,False,1,,146,
Saxifraga scardica,14.2833,5,7.45972,22.125,0.65,854.5,129.5,False,19,,37,
Sempervivum heuffelii,14.2833,5,7.05971,21.9,0.658332,797.5,147.5,False,16,,119,
Serratula tinctoria,14.2833,5,8.48333,22.85,1.24167,741.5,143.25,False,68,,6733,
Sesleria nitida,14.2833,5,9.61111,23.75,2.3,747.5,134.0,False,29,,77,
Sibbaldia cuneata,14.2833,5,4.35694,20.05,-2.40833,697.0,97.0,False,9,,23,
Silene cognata,14.2833,5,9.19098,25.825,-0.708332,1129.75,144.0,False,2,,445,
Silene keiskei,14.2833,5,10.4,22.75,3.50834,1561.25,150.25,False,3,,57,
Silphium perfoliatum,14.2833,5,9.75416,26.65,1.10833,865.5,158.5,False,1,,9687,
Sinopodophyllum hexandrum,14.2833,5,7.31458,21.625,-0.0166668,764.0,90.75,False,36,,412,
Solenomelus segethi,14.2833,5,8.3861,21.675,2.9625,740.75,99.25,False,3,,18,
Solidago flexicaulis,14.2833,5,8.12361,26.9,-2.3875,895.75,172.25,False,55,,8663,
Solidago hispida,14.2833,5,6.24931,26.85,-5.51667,994.25,195.5,False,5,,2312,
Solidago simplex,14.2833,5,5.66807,26.825,-2.8125,643.25,116.0,False,2,,1379,
Sorbus poteriifolia,14.2833,5,6.14653,19.0,0.475,875.75,110.0,False,21,,43,
Sorbus ulleungensis,14.2833,5,8.17639,22.6,0.150002,1117.0,166.5,False,1,,2125,
Spiraea morrisonicola,14.2833,5,8.06876,20.4,1.15833,2657.75,221.0,False,9,,245,
Spiraea nipponica,14.2833,5,8.05278,23.325,-0.679167,1070.5,150.75,False,83,,324,
Stachys recta,14.2833,5,9.75763,24.35,2.1625,763.25,148.25,False,5,,7575,
Stauntonia obovata,14.2833,5,17.1639,27.55,9.64166,1318.0,93.5,False,1,,22,
Struthiopteris spicant,14.2833,5,9.24237,22.5,2.57083,995.25,157.25,False,5,,7765,
Styrax obassia,14.2833,5,10.4903,26.3,0.858333,1084.25,139.0,False,1,,2368,
Syringa pubescens,14.2833,5,9.37361,25.7,-0.416666,827.25,121.5,False,34,,67,
Tanacetum corymbosum,14.2833,5,9.33889,24.2,1.48333,749.0,141.0,False,57,,7332,
Thalictrum lucidum,14.2833,5,6.83403,23.2,-2.05,694.25,121.0,False,58,,4946,
Thalictrum pubescens,14.2833,5,7.80556,26.05,-2.29167,1039.5,206.25,False,51,,63,
Tiarella trifoliata,14.2833,5,9.02917,22.4,3.13333,1133.5,146.5,False,14,,8836,
Trifolium rubens,14.2833,5,9.74444,24.1,2.19167,815.5,163.5,False,72,,53,
Trillium apetalon,14.2833,5,8.54375,25.175,-3.25,1217.5,171.75,False,5,,661,
Trillium smallii,14.2833,5,10.8611,25.25,0.483333,1186.5,177.0,False,8,,297,
Triosteum aurantiacum,14.2833,5,8.26736,26.525,-3.59583,915.0,170.75,False,21,,253,
Tulipa humilis,14.2833,5,9.70693,24.3,2.21667,711.5,84.5,False,48,,82,
Tulipa iliensis,14.2833,5,8.28194,26.3,-3.65,472.5,84.0,False,2,,16,
Tulipa vvedenskyi,14.2833,5,9.29375,26.05,-0.533332,663.5,90.0,False,23,,11,
Valeriana dioica,14.2833,5,8.45694,22.275,1.30833,857.0,166.5,False,22,,66,
Veronica catarractae,14.2833,5,9.55972,20.15,5.49167,1585.25,295.75,False,1,,127,
Veronica cupressoides,14.2833,5,8.81944,20.475,4.25417,1246.0,238.0,False,5,,75,
Veronica ovata,14.2833,5,8.40417,22.7,0.391668,1040.5,154.0,False,1,,219,
Veronica peduncularis,14.2833,5,8.26805,23.4,-0.325002,702.25,135.25,False,17,,419,
Viburnum cassinoides,14.2833,5,7.11667,25.65,-2.73333,1031.0,205.0,False,91,,7271,
Viburnum farreri,14.2833,5,9.41389,23.7,1.59167,745.5,142.5,False,12,,149,
Vincetoxicum fuscatum,14.2833,5,9.47639,25.575,0.7,602.75,123.0,False,1,,221,
Viola labradorica,14.2833,5,7.85556,25.7,-2.25,891.25,174.5,False,9,,3235,
Viola pedatifida,14.2833,5,8.31736,28.2,-3.05,857.75,113.5,False,2,,1251,
Abies fraseri,14.2833,5,8.86595,24.2045,-0.27831,1374.88,295.0,True,95,6,873,126
Abies grandis,14.2833,5,10.1979,22.8011,3.919,920.375,118.25,True,128,7,833,487
Abies holophylla,14.2833,5,7.81806,24.988,-4.70867,985.5,76.25,True,14,5,463,17
Abies kawakamii,14.2833,5,8.29375,17.5,3.2,2994.67,243.0,True,34,,467,191
Abies koreana,14.2833,5,8.45528,24.6745,-1.27808,1172.38,154.5,True,185,1,388,24
Abies procera,14.2833,5,8.60687,22.2058,3.16408,1094.0,139.5,True,86,4,1341,145
Acer distylum,14.2833,5,10.2297,25.4247,0.824444,1358.83,182.5,True,19,,318,212
Acer shirasawanum,14.2833,5,10.0137,24.976,0.769223,1439.17,162.5,True,56,,527,432
Adinandra bockiana,14.2833,5,18.0845,30.559,9.29833,1421.12,124.0,True,1,1,7,133
Alnus rubra,14.2833,5,10.5725,23.0905,4.7205,988.25,99.75,True,81,5,1976,152
Amelanchier alnifolia,14.2833,5,8.05883,24.7115,-1.06217,719.25,98.25,True,12,4,6142,1529
Betula ermanii,14.2833,5,7.16115,22.2865,-1.39183,1107.38,170.0,True,12,2,71,442
Betula maximowicziana,14.2833,5,7.83394,23.7367,-1.93933,1266.33,186.667,True,114,,291,161
Cornus obliqua,14.2833,5,8.52772,25.632,-1.45367,888.5,170.0,True,54,,121,
Crataegus kansuensis,14.2833,5,9.75415,25.05,-0.308333,646.5,61.8333,True,19,,7,72
Crataegus pennsylvanica,14.2833,5,10.6188,27.9667,-0.377777,926.833,190.833,True,12,,14,4
Larix kaempferi,14.2833,5,9.66986,25.2415,1.02981,1012.75,140.625,True,163,8,747,164
Malus sieversii,14.2833,5,7.03009,26.861,-4.504,527.25,68.0,True,5,1,34,7887
Nothofagus antarctica,14.2833,5,8.40143,20.9801,3.131,930.5,127.25,True,89,3,297,154
Picea asperata,14.2833,5,9.13077,24.5075,-1.01942,691.75,50.75,True,115,1,185,154
Picea engelmannii,14.2833,5,5.92987,24.054,-2.355,625.75,98.25,True,18,7,91,393
Picea jezoensis,14.2833,5,7.49955,24.256,-3.22956,1089.88,161.0,True,77,2,318,222
Picea koraiensis,14.2833,5,4.45403,24.6615,-9.75082,698.0,56.0,True,5,14,57,13
Pinus aristata,14.2833,5,5.09189,23.48,-2.73675,616.25,106.5,True,13,5,312,116
Pinus heldreichii,14.2833,5,8.78568,24.714,0.9275,908.125,129.25,True,99,3,65,3
Pinus monticola,14.2833,5,7.57666,24.445,0.0470817,924.25,95.0,True,85,7,3813,669
Prunus nigra,14.2833,5,7.96389,26.3725,-2.92683,809.25,151.625,True,32,13,492,2
Rhododendron barbatum,14.2833,5,7.65,19.0833,2.34722,958.833,91.8333,True,38,,15,19
Rhododendron faucium,14.2833,5,5.59792,18.0667,-1.26111,720.333,62.0,True,2,,15,18
Rhododendron galactinum,14.2833,5,8.88594,21.9,1.54722,809.0,71.0,True,27,,4,7
Rhododendron hodgsonii,14.2833,5,6.36719,17.4667,1.13611,943.167,97.8333,True,37,,5,9
Rhododendron schlippenbachii,14.2833,5,8.11875,25.3833,-2.975,1189.33,117.333,True,143,,24,32
Rhododendron thomsonii,14.2833,5,4.79896,17.8333,-1.26111,806.333,67.0,True,47,,15,19
Salix purpurea,14.2833,5,9.17943,24.781,0.650583,823.875,150.0,True,87,4,1964,39521
Sorbus commixta,14.2833,5,8.665,23.0602,0.118916,1276.0,189.125,True,12,3,1335,59
Sorbus monbeigii,14.2833,5,5.70729,17.1833,-0.655553,777.667,75.5,True,2,,23,45
Staphylea pinnata,14.2833,5,12.795,25.9299,7.00635,1045.5,118.25,True,131,1,956,746
Viburnum lentago,14.2833,5,8.72898,27.218,-3.30417,916.875,172.625,True,158,6,2174,713
Achillea clypeolata,14.2833,6,10.5097,25.9,1.88334,655.0,120.5,False,38,,76,
Achillea ptarmica,14.2833,6,8.36528,22.7,1.53334,770.5,143.5,False,94,,6839,
Achlys triphylla,14.2833,6,9.69307,23.05,3.24167,1231.0,129.5,False,22,,5881,
Acmella oleracea,14.2833,6,20.6062,28.625,14.05,1176.0,126.5,False,24,,285,
Acorus calamus,14.2833,6,9.32847,24.025,1.575,806.75,144.0,False,158,,7279,
Actaea elata,14.2833,6,10.9694,26.575,3.51667,1183.75,144.75,False,4,,18,
Adiantum aleuticum,14.2833,6,9.83194,23.2,3.925,1241.75,143.0,False,4,,942,
Ageratina altissima,14.2833,6,10.1361,27.525,0.0333325,931.5,180.5,False,56,,9834,
Agrimonia eupatoria,14.2833,6,9.46042,23.95,2.07083,719.0,133.5,False,136,,7292,
Ajuga reptans,14.2833,6,9.42638,23.85,1.94583,821.0,150.5,False,139,,7945,
Allium acuminatum,14.2833,6,8.85417,26.35,0.516667,641.75,102.75,False,15,,3885,
Allium atropurpureum,14.2833,6,10.1236,24.95,1.6875,747.75,131.75,False,67,,35,
Allium cristophii,14.2833,6,9.83471,22.675,3.00833,794.25,152.5,False,6,,411,
Allium flavum,14.2833,6,9.65,24.95,0.825002,700.5,124.5,False,88,,2858,
Allium litvinovii,14.2833,6,10.2611,29.725,-0.574998,583.25,91.25,False,5,,8,
Allium moly,14.2833,6,10.0472,24.2,2.73333,762.0,145.75,False,19,,221,
Allium platycaule,14.2833,6,7.40416,24.25,1.025,752.0,82.0,False,2,,359,
Allium schoenoprasum,14.2833,6,8.31876,23.7,0.908333,786.5,140.0,False,21,,8249,
Allium siculum,14.2833,6,9.99584,23.0,3.30833,827.0,165.0,False,3,,642,
Allium tricoccum,14.2833,6,8.67917,27.95,-2.19167,973.0,184.5,False,45,,7987,
Althaea officinalis,14.2833,6,10.5785,24.65,3.54583,751.0,134.0,False,155,,8438,
Alyssoides utriculata,14.2833,6,9.55001,24.75,1.74167,874.0,173.5,False,55,,1171,
Alyssum montanum,14.2833,6,9.59444,24.2,1.80833,737.0,135.0,False,57,,284,
Amelanchier ovalis,14.2833,6,10.3715,24.7,2.75833,801.5,147.25,False,12,,8812,
Amorpha nana,14.2833,6,7.53472,27.15,-4.37917,639.5,96.0,False,44,,415,
Anchusa officinalis,14.2833,6,9.08333,22.9,1.58333,696.5,127.0,False,92,,7585,
Androsace tanggulashanensis,14.2833,6,4.25694,22.45,-4.775,691.5,67.0,False,3,,35,
Anemone blanda,14.2833,6,9.65833,23.35,2.21667,787.0,148.0,False,72,,685,
Anemone sylvestris,14.2833,6,7.48194,24.1,-1.275,693.5,122.0,False,132,,782,
Angelica archangelica,14.2833,6,8.11874,22.825,0.904167,737.25,134.75,False,125,,884,
Angelica capitellata,14.2833,6,7.06251,23.425,2.13333,796.0,67.25,False,2,,185,
Angelica sylvestris,14.2833,6,7.11111,22.35,-0.00416505,696.75,125.25,False,71,,8884,
Anthyllis vulneraria,14.2833,6,8.73473,22.2,1.77917,803.75,150.5,False,86,,83,
Antirrhinum braun-blanquetii,14.2833,6,10.3382,24.0,3.8125,797.25,137.0,False,3,,399,
Apocynum androsaemifolium,14.2833,6,7.14792,26.15,-2.61667,854.0,140.0,False,43,,9732,
Aquilegia canadensis,14.2833,6,9.10973,27.9,-1.35,953.5,176.5,False,142,,983,
Aquilegia vulgaris,14.2833,6,9.25,23.25,1.8375,780.75,149.25,False,14,,828,
Arabis alpina,14.2833,6,5.04861,20.15,-1.34167,964.0,183.5,False,81,,5447,
Arctostaphylos uva-ursi,14.2833,6,6.39028,23.7,-1.775,749.0,130.0,False,15,,965,
Armeria maritima,14.2833,6,9.16806,22.1,2.48333,762.0,134.0,False,112,,8386,
Armoracia rusticana,14.2833,6,9.16804,23.85,1.29167,716.5,129.5,False,14,,9373,
Arnica chamissonis,14.2833,6,6.12361,24.35,-1.57917,605.5,100.5,False,59,,1581,
Arnica cordifolia,14.2833,6,5.66458,24.0,-2.22917,674.25,121.0,False,1,,5661,
Artemisia frigida,14.2833,6,6.39793,26.175,-2.82083,542.0,80.25,False,37,,8128,
Artemisia rigida,14.2833,6,10.0486,30.425,0.595835,705.5,138.75,False,4,,197,
Arthropodium candidum,14.2833,6,10.7764,21.95,5.2,1025.5,186.5,False,29,,358,
Arum maculatum,14.2833,6,9.72778,22.55,3.325,776.25,153.5,False,99,,6818,
Asarum canadense,14.2833,6,9.84444,28.5,-1.31667,976.5,182.5,False,122,,9774,
Asclepias incarnata,14.2833,6,9.26249,27.9,-1.50833,933.0,168.0,False,141,,9778,
Asparagus verticillatus,14.2833,6,10.7229,26.15,1.275,600.5,121.0,False,28,,849,
Asplenium adiantum-nigrum,14.2833,6,10.4528,24.45,3.90833,808.0,155.5,False,42,,788,
Asplenium scolopendrium,14.2833,6,9.99583,23.275,3.72083,851.75,160.25,False,13,,7239,
Asplenium trichomanes,14.2833,6,9.52777,23.25,2.63333,854.5,159.5,False,128,,8425,
Athyrium filix-femina,14.2833,6,7.12918,23.2,-0.4,805.0,134.5,False,174,,8877,
Atropa belladonna,14.2833,6,8.93057,23.65,1.55833,857.0,159.5,False,58,,6971,
Aurinia saxatilis,14.2833,6,9.40556,24.05,1.14167,733.5,134.0,False,69,,5721,
Baccharis magellanica,14.2833,6,7.70694,19.575,3.14167,674.25,121.25,False,11,,29,
Berberidopsis corallina,14.2833,6,11.0986,22.375,6.5,1087.75,125.0,False,33,,51,
Berberis darwinii,14.2833,6,10.3417,21.725,5.0875,962.75,164.5,False,78,,3619,
Berberis empetrifolia,14.2833,6,7.45972,20.5,2.25,683.0,101.5,False,3,,546,
Berberis microphylla,14.2833,6,7.76806,19.4,3.13333,760.0,131.5,False,27,,1176,
Berberis morrisonensis,14.2833,6,7.60696,18.05,2.75,2511.5,225.0,False,22,,396,
Berberis thunbergii,14.2833,6,9.60277,26.45,0.125,908.0,171.0,False,149,,9748,
Bergenia crassifolia,14.2833,6,8.71181,23.2,1.09167,714.25,125.0,False,122,,8428,
Berkheya cirsiifolia,14.2833,6,10.6271,22.95,4.36667,786.75,107.0,False,15,,92,
Betonica officinalis,14.2833,6,8.98472,23.15,1.425,781.5,149.5,False,44,,841,
Betula glandulosa,14.2833,6,0.73889,20.9,-9.125,647.0,92.0,False,44,,4323,
Biarum marmarisense,14.2833,6,9.65696,21.35,4.35833,888.0,162.0,False,1,,2,
Bistorta vacciniifolia,14.2833,6,6.40001,18.65,1.15833,704.5,103.75,False,1,,78,
Blitum bonus-henricus,14.2833,6,7.19028,21.8,0.0666667,843.5,149.0,False,1,,5387,
Bolboschoenus maritimus,14.2833,6,9.14304,22.7,1.975,671.5,119.5,False,38,,6786,
Brewerimitella breweri,14.2833,6,7.56597,24.475,3.8125,845.5,63.25,False,3,,752,
Briza media,14.2833,6,8.51667,22.6,1.29583,821.75,155.25,False,112,,6712,
Buddleja globosa,14.2833,6,10.0278,22.225,4.45834,785.5,150.25,False,8,,2153,
Calceolaria cavanillesii,14.2833,6,8.56528,23.625,2.89584,763.25,95.25,False,8,,17,
Calluna vulgaris,14.2833,6,8.10417,21.925,1.42917,777.0,144.75,False,126,,7574,
Camassia cusickii,14.2833,6,7.70278,25.15,0.129168,713.5,121.0,False,94,,58,
Camassia quamash,14.2833,6,9.97986,25.6,3.4375,813.5,116.0,False,91,,4765,
Caragana jubata,14.2833,6,1.57361,21.1,-7.9,598.5,70.5,False,18,,681,
Carex appalachica,14.2833,6,9.43056,27.95,-1.03333,1127.5,235.5,False,27,,335,
Carex echinata,14.2833,6,7.26806,22.0,0.216667,807.5,151.0,False,37,,7855,
Carex egmontiana,14.2833,6,9.42084,20.975,5.26667,1533.0,241.25,False,3,,19,
Carex flacca,14.2833,6,9.48193,23.95,2.00833,843.5,157.5,False,87,,6328,
Carex pensylvanica,14.2833,6,9.2014,28.6,-1.94167,993.5,199.5,False,51,,3997,
Carex plantaginea,14.2833,6,8.2014,26.825,-2.09583,984.75,188.0,False,73,,3542,
Carex platyphylla,14.2833,6,9.40973,28.3,-1.725,1078.5,229.5,False,21,,1627,
Castilleja miniata,14.2833,6,5.69029,24.15,-1.40833,778.0,131.0,False,12,,726,
Celastrus orbiculatus,14.2833,6,9.97986,26.325,0.295833,969.5,198.0,False,111,,9785,
Cephalaria gigantea,14.2833,6,7.58611,22.2,0.1,752.0,140.5,False,113,,925,
Chamaecytisus hirsutus,14.2833,6,10.0354,23.775,2.05834,787.75,148.25,False,22,,1928,
Chrysanthemum zawadzkii,14.2833,6,2.77222,24.95,-8.75833,677.0,71.0,False,14,,2968,
Chrysolepis sempervirens,14.2833,6,9.41251,27.4,4.59167,777.5,26.5,False,3,,2117,
Cistus laurifolius,14.2833,6,10.8819,25.725,3.8,683.75,111.75,False,95,,7348,
Claytonia caroliniana,14.2833,6,7.70208,26.925,-3.1375,1111.25,229.75,False,12,,7857,
Clematis finetiana,14.2833,6,17.0292,31.775,7.725,1245.25,121.0,False,9,,437,
Clematis heracleifolia,14.2833,6,9.57569,25.575,-0.779167,1042.5,111.5,False,15,,842,
Clematis hexapetala,14.2833,6,5.85833,25.7,-7.29167,628.5,62.5,False,37,,561,
Clematis hirsutissima,14.2833,6,6.68056,25.1,-1.44167,640.0,105.0,False,26,,194,
Clematis recta,14.2833,6,9.07986,24.0,0.995833,703.25,131.0,False,126,,311,
Clematis songarica,14.2833,6,7.70972,25.925,-3.17917,455.5,75.0,False,23,,144,
Clematis tibetana,14.2833,6,7.73682,22.125,0.166665,681.25,83.75,False,35,,143,
Colchicum autumnale,14.2833,6,9.01875,23.275,1.40417,864.0,165.25,False,144,,6748,
Colchicum byzantinum,14.2833,6,10.0195,23.35,2.9125,781.75,156.5,False,3,,219,
Colchicum montanum,14.2833,6,9.65278,23.45,3.47083,855.25,146.5,False,17,,6277,
Colchicum parnassicum,14.2833,6,7.58472,22.1,1.80417,790.25,115.75,False,13,,12,
Collinsia grandiflora,14.2833,6,10.9639,26.725,3.4,1040.75,141.25,False,4,,1217,
Collomia grandiflora,14.2833,6,9.40904,26.1,2.0625,726.25,91.0,False,29,,5446,
Comarum palustre,14.2833,6,7.01528,21.95,-1.37083,758.5,127.0,False,34,,74,
Comptonia peregrina,14.2833,6,8.3264,27.65,-2.04167,1083.0,230.0,False,8,,9815,
Convallaria majalis,14.2833,6,7.88611,23.8,-0.308334,756.25,134.5,False,29,,8498,
Coprosma nitida,14.2833,6,8.47292,19.95,4.35417,1085.75,197.25,False,9,,1826,
Cornus alba,14.2833,6,6.7743,23.525,-2.525,727.25,125.0,False,114,,7912,
Cornus sanguinea,14.2833,6,9.90486,24.15,2.8875,795.0,151.0,False,153,,7175,
Cornus sericea,14.2833,6,7.90417,25.05,-1.89167,852.0,146.5,False,137,,9675,
Cornus unalaschkensis,14.2833,6,8.2625,24.85,1.61667,1516.5,205.5,False,6,,6124,
Corylopsis gotoana,14.2833,6,11.0021,26.175,1.5,1249.25,155.5,False,29,,222,
Cotoneaster ambiguus,14.2833,6,8.4389,22.95,1.0,749.0,132.0,False,26,,633,
Cotoneaster dammeri,14.2833,6,9.23194,23.1,2.09167,815.0,153.0,False,94,,296,
Cotoneaster dielsianus,14.2833,6,8.69097,22.4,1.50417,794.0,143.0,False,78,,268,
Cotoneaster horizontalis,14.2833,6,9.69446,23.75,2.4,859.5,156.0,False,166,,926,
Crocus rujanensis,14.2833,6,10.4875,25.85,2.79167,603.5,119.5,False,8,,4,
Cryptogramma acrostichoides,14.2833,6,6.6132,23.05,0.808333,977.5,132.75,False,13,,514,
Cypripedium acaule,14.2833,6,8.44167,27.55,-1.575,1124.5,239.0,False,3,,9733,
Cystopteris bulbifera,14.2833,6,8.03056,26.65,-2.725,905.0,172.5,False,72,,3985,
Danthonia intermedia,14.2833,6,5.18194,23.8,-2.275,791.25,148.25,False,5,,149,
Daphne laureola,14.2833,6,10.2493,23.4,3.875,834.0,148.5,False,73,,8921,
Daphniphyllum oldhamii,14.2833,6,18.3639,30.075,9.95833,1976.75,147.0,False,7,,1793,
Darmera peltata,14.2833,6,10.0653,23.35,3.29167,884.0,150.5,False,17,,2814,
Dasiphora fruticosa,14.2833,6,7.40903,23.45,-0.791666,707.75,121.75,False,34,,972,
Delosperma deleeuwiae,14.2833,6,10.0319,24.025,3.61667,719.0,72.75,False,5,,3,
Deschampsia cespitosa,14.2833,6,8.52501,22.525,1.54167,755.25,135.25,False,99,,992,
Dianthus cruentus,14.2833,6,9.32571,25.2,1.85417,604.0,105.0,False,27,,18,
Dianthus giganteus,14.2833,6,9.66389,24.35,1.66667,758.0,151.5,False,39,,536,
Dianthus haematocalyx,14.2833,6,7.76875,22.225,0.5875,840.0,130.5,False,2,,56,
Dianthus sylvestris,14.2833,6,7.74167,22.9,0.708335,955.0,186.5,False,53,,366,
Dicentra canadensis,14.2833,6,10.0014,28.425,-0.7375,1030.25,205.25,False,32,,4368,
Dicentra formosa,14.2833,6,10.0292,23.3,3.54583,1128.25,134.0,False,79,,9625,
Digitalis grandiflora,14.2833,6,7.13472,22.8,-0.374998,963.75,177.0,False,152,,8376,
Digitalis lanata,14.2833,6,10.1556,25.55,1.66667,686.5,122.0,False,113,,777,
Digitalis parviflora,14.2833,6,9.35278,23.925,2.80417,805.25,138.0,False,57,,67,
Dirca palustris,14.2833,6,8.26667,27.95,-2.70833,1023.5,209.5,False,63,,4191,
Doellingeria umbellata,14.2833,6,7.05278,24.95,-3.51667,972.0,183.0,False,41,,8412,
Drimys aromatica,14.2833,6,10.0625,20.2,5.95833,1040.0,199.0,False,3,,6317,
Dryopteris carthusiana,14.2833,6,7.86944,23.25,-0.983333,745.5,133.5,False,98,,952,
Dryopteris crassirhizoma,14.2833,6,9.36806,26.45,-0.433333,1192.25,165.75,False,6,,3956,
Dryopteris filix-mas,14.2833,6,8.34861,23.0,1.01667,766.5,143.5,False,148,,7629,
Dryopteris intermedia,14.2833,6,8.17916,27.5,-2.45,1063.0,213.5,False,44,,984,
Dryopteris marginalis,14.2833,6,9.09932,27.85,-1.41667,1022.0,199.0,False,87,,9643,
Dryopteris nigropaleacea,14.2833,6,16.2347,29.2,6.80417,1053.0,134.0,False,8,,5,
Echium vulgare,14.2833,6,9.39375,23.6,1.77083,759.0,142.25,False,99,,7646,
Elaeagnus umbellata,14.2833,6,10.3014,26.55,1.26666,951.0,190.0,False,111,,9765,
Ephedra equisetina,14.2833,6,7.325,25.8,-3.175,553.0,81.5,False,56,,334,
Ephedra intermedia,14.2833,6,8.1375,25.325,-1.9875,517.5,71.25,False,32,,482,
Ephedra monosperma,14.2833,6,2.5625,23.6,-8.25833,535.5,82.0,False,26,,189,
Epigaea repens,14.2833,6,7.96944,26.1,-2.075,1100.5,241.5,False,28,,972,
Epimedium hunanense,14.2833,6,14.925,27.65,5.14167,1117.5,150.75,False,7,,2,
Epimedium koreanum,14.2833,6,9.66111,25.75,-1.74167,1188.0,165.0,False,28,,44,
Epimedium myrianthum,14.2833,6,15.0465,28.075,5.25,1176.75,153.0,False,21,,12,
Epimedium pauciflorum,14.2833,6,10.1736,22.7,3.01666,812.5,94.5,False,18,,4,
Equisetum scirpoides,14.2833,6,4.52916,22.35,-3.13333,735.0,124.0,False,56,,7942,
Erica cinerea,14.2833,6,10.2486,22.275,4.40417,888.75,154.5,False,46,,8557,
Erigeron linearis,14.2833,6,8.38194,27.5,-0.341667,589.5,100.0,False,18,,181,
Eriogonum caespitosum,14.2833,6,7.78471,27.45,-0.0333334,569.5,81.0,False,14,,1216,
Eriogonum heracleoides,14.2833,6,7.97779,26.025,-0.499998,533.0,100.0,False,16,,3215,
Eriogonum ovalifolium,14.2833,6,7.80277,26.45,-0.549999,571.25,98.5,False,19,,4998,
Eriogonum umbellatum,14.2833,6,7.10833,25.0,-0.216665,609.0,92.0,False,58,,8451,
Eryngium bourgatii,14.2833,6,7.90277,22.6,1.39583,960.0,181.5,False,77,,4543,
Eryngium eburneum,14.2833,6,14.8,26.0,8.5375,1037.75,198.75,False,19,,193,
Erysimum pulchellum,14.2833,6,9.39932,24.275,1.02083,670.5,113.25,False,21,,28,
Erythronium americanum,14.2833,6,9.54306,28.25,-1.12917,1028.0,204.75,False,65,,9655,
Erythronium elegans,14.2833,6,9.61529,22.375,5.03333,1744.0,127.5,False,7,,22,
Euonymus alatus,14.2833,6,10.2889,27.0,0.466668,980.5,198.5,False,191,,9797,
Eupatorium perfoliatum,14.2833,6,9.02362,27.925,-1.76667,992.5,187.0,False,85,,9785,
Euphorbia amygdaloides,14.2833,6,9.92013,24.0,2.93333,787.75,153.0,False,57,,8474,
Euphorbia lathyris,14.2833,6,10.3521,24.1,3.4875,778.25,146.5,False,81,,9151,
Euphorbia myrsinites,14.2833,6,9.88196,25.9,1.35833,713.0,123.0,False,122,,4229,
Eurybia divaricata,14.2833,6,10.432,28.575,0.120833,1092.0,219.5,False,51,,5221,
Eutrochium maculatum,14.2833,6,7.69584,27.2,-3.06667,939.5,173.0,False,33,,9729,
Fargesia robusta,14.2833,6,8.95071,22.25,1.7625,818.75,95.25,False,25,,2,
Fascicularia bicolor,14.2833,6,10.625,21.7,5.82917,901.5,156.0,False,54,,438,
Filipendula ulmaria,14.2833,6,8.47361,23.05,1.3625,756.0,142.5,False,16,,7725,
Fragaria vesca,14.2833,6,8.55624,23.55,1.1625,772.75,130.25,False,157,,8172,
Fragaria virginiana,14.2833,6,7.07847,25.35,-2.7875,848.75,146.75,False,72,,9812,
Francoa sonchifolia,14.2833,6,11.216,22.3,6.075,1130.75,150.5,False,47,,4,
Fritillaria persica,14.2833,6,15.3917,28.075,6.125,698.5,76.75,False,9,,294,
Fritillaria pudica,14.2833,6,8.14236,25.7,-0.925001,609.75,95.0,False,35,,484,
Galanthus elwesii,14.2833,6,9.45278,23.325,1.32917,766.75,142.75,False,11,,4235,
Galanthus nivalis,14.2833,6,9.81945,23.65,2.19167,793.0,155.0,False,172,,814,
Galium odoratum,14.2833,6,8.78611,23.65,0.862502,828.0,157.5,False,174,,8496,
Galium verum,14.2833,6,8.59722,23.15,1.43333,719.0,130.5,False,117,,7918,
Gaultheria depressa,14.2833,6,7.78125,19.75,3.04167,1718.5,311.0,False,15,,447,
Gaultheria hispida,14.2833,6,9.20418,20.4,4.96666,1075.5,199.0,False,16,,1231,
Gaultheria humifusa,14.2833,6,4.02778,22.95,-3.525,943.5,135.5,False,7,,64,
