Taxon,temperature,climate_rating,mean_annual_ temp_celcius,mean_hottest_month_celcius,mean_coldest_quarter_celsius,mean_annual_precipitation mm/year,mean_driest_quarter mm/qtr,tree_on_CAT,PLANTSEARCH,URBANPLANTS,GBIF_CURRENT,GBIF_BGCI
Delosperma crassum,9.98333,9,15.9458,27.125,9.81666,457.75,76.75,False,8,,3,
Delosperma esterhuyseniae,9.98333,9,13.2403,25.4,7.18333,525.5,69.5,False,7,,31,
Delosperma lavisiae,9.98333,9,12.1819,23.85,5.97083,772.25,86.75,False,15,,48,
Deschampsia cespitosa,9.98333,9,8.52501,22.525,1.54167,755.25,135.25,False,99,,992,
Desmanthus illinoensis,9.98333,9,14.0778,31.2,2.94167,887.0,146.5,False,27,,6636,
Deutzia discolor,9.98333,9,12.6083,26.15,3.44167,824.0,92.5,False,35,,13,
Deutzia setchuenensis,9.98333,9,14.6785,27.775,5.74583,1005.25,104.25,False,19,,178,
Dianthus acicularis,9.98333,9,4.2875,23.6,-6.6,586.5,104.5,False,16,,46,
Dianthus alpinus,9.98333,9,4.85417,19.7,-1.91667,1144.5,209.5,False,56,,399,
Dianthus basuticus,9.98333,9,12.5993,23.75,6.09167,738.25,97.0,False,11,,229,
Dianthus callizonus,9.98333,9,4.61389,20.1,-2.125,829.75,135.0,False,21,,21,
Dianthus freynii,9.98333,9,5.69097,20.7,-1.15833,996.25,192.75,False,21,,9,
Dianthus gratianopolitanus,9.98333,9,8.42778,22.65,0.958335,901.0,179.0,False,19,,146,
Dianthus microlepis,9.98333,9,3.84722,19.425,-3.19167,770.0,139.5,False,3,,48,
Dianthus pavonius,9.98333,9,4.79583,19.95,-1.51667,964.0,171.5,False,42,,1831,
Dianthus petraeus,9.98333,9,8.37083,23.05,0.441668,848.0,146.5,False,43,,8,
Dianthus simulans,9.98333,9,9.75833,24.1,0.483333,933.0,162.0,False,18,,1,
Dianthus squarrosus,9.98333,9,8.27778,25.25,-2.59167,633.0,119.25,False,2,,87,
Dianthus sternbergii,9.98333,9,5.37361,19.85,-1.85,1225.0,223.0,False,26,,18,
Dianthus sylvestris,9.98333,9,7.74167,22.9,0.708335,955.0,186.5,False,53,,366,
Diarrhena americana,9.98333,9,11.5931,29.15,0.8,1023.5,190.5,False,29,,189,
Dierama erectum,9.98333,9,13.4347,23.0,8.23334,826.5,87.0,False,8,,16,
Dierama igneum,9.98333,9,15.6597,24.5,10.075,871.25,114.5,False,26,,95,
Dierama jucundum,9.98333,9,13.5583,26.45,6.6,728.5,97.0,False,14,,2,
Dierama latifolium,9.98333,9,13.5153,23.55,7.39166,825.75,92.0,False,1,,42,
Dierama pauciflorum,9.98333,9,12.575,22.8,6.625,842.5,99.5,False,12,,26,
Dierama reynoldsii,9.98333,9,14.0306,23.6,8.61667,837.0,99.5,False,16,,49,
Dierama trichorhizum,9.98333,9,13.2236,23.65,7.05417,799.25,87.25,False,17,,33,
Diervilla lonicera,9.98333,9,6.76111,25.7,-4.05833,909.5,171.5,False,116,,871,
Diervilla rivularis,9.98333,9,12.5486,27.0,2.625,1122.0,221.5,False,54,,75,
Digitalis grandiflora,9.98333,9,7.13472,22.8,-0.374998,963.75,177.0,False,152,,8376,
Digitalis obscura,9.98333,9,12.1153,27.75,4.13333,599.0,99.0,False,48,,4282,
Disporopsis pernyi,9.98333,9,14.1451,26.05,6.03333,1246.5,152.75,False,66,,19,
Disporum cantoniense,9.98333,9,14.9576,26.575,7.03333,1169.25,116.5,False,35,,63,
Disporum longistylum,9.98333,9,14.1125,26.3,5.79167,1026.5,95.5,False,9,,26,
Disporum megalanthum,9.98333,9,13.1847,25.85,4.1125,1003.0,104.75,False,11,,74,
Dodecatheon dentatum,9.98333,9,7.47778,24.1,-2.28333,798.5,116.75,False,23,,25,
Dodecatheon hendersonii,9.98333,9,12.4,26.35,4.7625,762.75,68.0,False,23,,7683,
Dodecatheon jeffreyanum,9.98333,9,8.02362,25.85,2.625,1002.0,106.0,False,1,,1628,
Dodecatheon pulchellum,9.98333,9,6.98472,24.0,-0.595832,647.5,111.0,False,43,,5269,
Doellingeria umbellata,9.98333,9,7.05278,24.95,-3.51667,972.0,183.0,False,41,,8412,
Doronicum orientale,9.98333,9,7.60278,22.3,0.0458326,662.5,117.0,False,61,,2288,
Draba aizoides,9.98333,9,5.90972,20.65,-0.9875,1064.5,202.0,False,65,,4253,
Draba bruniifolia,9.98333,9,4.91667,21.275,-3.35,692.5,109.25,False,28,,84,
Draba rigida,9.98333,9,3.50972,19.3,-3.08333,859.25,163.5,False,22,,151,
Draba sakuraii,9.98333,9,6.40972,22.85,-2.54167,1285.5,151.0,False,1,,34,
Dracunculus vulgaris,9.98333,9,13.1181,26.55,5.89167,728.75,107.75,False,11,,2637,
Dryas integrifolia,9.98333,9,-1.92639,19.3,0.845834,518.0,92.25,False,11,,274,
Dryas octopetala,9.98333,9,4.14028,19.2,-1.90833,918.75,162.25,False,111,,91,
Dryopteris carthusiana,9.98333,9,7.86944,23.25,-0.983333,745.5,133.5,False,98,,952,
Dryopteris clintoniana,9.98333,9,8.14027,25.85,-1.975,1027.0,192.0,False,32,,597,
Dryopteris cristata,9.98333,9,7.43056,24.05,-1.69167,811.5,148.0,False,58,,4755,
Dryopteris erythrosora,9.98333,9,13.2319,28.1,4.29167,1240.0,186.0,False,128,,4886,
Dryopteris expansa,9.98333,9,6.76111,22.35,-0.524998,853.5,136.5,False,45,,9539,
Dryopteris filix-mas,9.98333,9,8.34861,23.0,1.01667,766.5,143.5,False,148,,7629,
Dryopteris goldieana,9.98333,9,8.12083,25.475,-1.30416,1006.75,198.25,False,14,,138,
Dryopteris intermedia,9.98333,9,8.17916,27.5,-2.45,1063.0,213.5,False,44,,984,
Dryopteris juxtaposita,9.98333,9,13.4396,25.8,7.40417,823.25,61.25,False,7,,71,
Dryopteris nigropaleacea,9.98333,9,16.2347,29.2,6.80417,1053.0,134.0,False,8,,5,
Dryopteris sieboldii,9.98333,9,13.7708,26.975,4.9625,1460.5,188.25,False,64,,373,
Dryopteris stewartii,9.98333,9,12.5986,25.8,4.12083,794.0,120.25,False,26,,41,
Dudleya cymosa,9.98333,9,14.5521,28.775,8.82917,625.5,10.5,False,19,,4555,
Dysosma delavayi,9.98333,9,13.3507,24.7,4.78333,1012.5,79.5,False,4,,3,
Dysosma pleiantha,9.98333,9,15.1028,26.65,7.56667,1774.0,180.0,False,13,,338,
Ebracteola fulleri,9.98333,9,16.2611,29.325,8.76667,364.75,53.5,False,7,,12,
Echinocereus coccineus,9.98333,9,13.966,29.925,4.675,578.75,81.0,False,44,,7334,
Echinocereus reichenbachii,9.98333,9,16.6833,31.7,6.64166,764.0,121.5,False,44,,573,
Edgeworthia chrysantha,9.98333,9,13.6972,28.65,4.31667,1298.75,166.25,False,88,,69,
Edraianthus graminifolius,9.98333,9,7.18611,21.95,-0.0166667,845.0,156.0,False,54,,325,
Elaeagnus commutata,9.98333,9,5.57083,23.175,-3.42083,619.0,106.75,False,65,,4888,
Elliottia bracteata,9.98333,9,5.975,22.2,-2.0,1251.0,191.5,False,7,,487,
Elliottia pyroliflora,9.98333,9,6.85903,20.125,1.30417,1478.5,183.75,False,7,,1179,
Elmera racemosa,9.98333,9,4.77361,20.275,-1.60417,1564.75,177.0,False,19,,216,
Elymus magellanicus,9.98333,9,7.54446,19.25,2.99583,599.0,109.75,False,14,,17,
Empetrum nigrum,9.98333,9,6.5375,21.5,-0.466668,785.0,142.5,False,64,,698,
Empetrum rubrum,9.98333,9,7.04167,18.9,2.70833,712.25,122.0,False,18,,698,
Enkianthus perulatus,9.98333,9,13.2688,27.925,4.225,1265.25,187.5,False,69,,182,
Ephedra equisetina,9.98333,9,7.325,25.8,-3.175,553.0,81.5,False,56,,334,
Ephedra foeminea,9.98333,9,13.7903,27.35,6.025,631.0,75.0,False,25,,2721,
Ephedra frustillata,9.98333,9,8.32222,21.35,2.25833,442.0,85.75,False,11,,85,
Ephedra gerardiana,9.98333,9,3.72361,20.6,-3.81667,521.5,85.5,False,32,,31,
Ephedra monosperma,9.98333,9,2.5625,23.6,-8.25833,535.5,82.0,False,26,,189,
Epilobium canum,9.98333,9,14.5445,27.25,9.06667,581.0,21.0,False,38,,9356,
Epimedium acuminatum,9.98333,9,14.4264,27.15,5.55417,1057.0,113.25,False,45,,61,
Epimedium baiealiguizhouense,9.98333,9,14.6542,27.2,5.25,1026.25,119.5,False,1,,2,
Epimedium davidii,9.98333,9,13.1736,25.525,4.68333,954.75,102.75,False,42,,51,
Epimedium dolichostemon,9.98333,9,13.1951,26.0,4.24167,1115.5,124.5,False,17,,6,
Epimedium ecalcaratum,9.98333,9,14.8833,26.125,5.99583,1218.0,113.0,False,7,,2,
Epimedium epsteinii,9.98333,9,12.7319,25.675,4.9125,1142.25,142.5,False,3,,3,
Epimedium fangii,9.98333,9,14.5361,26.0,5.55833,1183.25,110.75,False,6,,5,
Epimedium fargesii,9.98333,9,13.5903,27.6,4.6,1014.5,111.5,False,23,,15,
Epimedium franchetii,9.98333,9,13.8625,28.1,3.68333,1103.0,118.0,False,23,,16,
Epimedium hunanense,9.98333,9,14.925,27.65,5.14167,1117.5,150.75,False,7,,2,
Epimedium ilicifolium,9.98333,9,13.5583,27.25,4.2125,945.75,99.75,False,16,,5,
Epimedium leptorrhizum,9.98333,9,14.0486,27.0,5.23333,1038.5,118.5,False,32,,3,
Epimedium mikinorii,9.98333,9,14.5042,27.4,5.175,1182.0,129.0,False,9,,1,
Epimedium myrianthum,9.98333,9,15.0465,28.075,5.25,1176.75,153.0,False,21,,12,
Epimedium ogisui,9.98333,9,12.8903,25.0,4.91667,1046.0,108.0,False,17,,1,
Epimedium pinnatum,9.98333,9,11.857,24.6,4.22083,1243.5,239.0,False,3,,28,
Epimedium pubescens,9.98333,9,13.3333,26.975,4.325,919.75,97.25,False,21,,44,
Epimedium sagittatum,9.98333,9,15.4403,29.225,5.42083,1178.25,138.0,False,28,,165,
Epimedium sempervirens,9.98333,9,12.2299,29.2,2.375,1492.0,272.5,False,13,,385,
Epimedium stellulatum,9.98333,9,13.4056,30.7,3.18333,1035.5,142.25,False,25,,7,
Epimedium truncatum,9.98333,9,9.75833,24.4,3.21667,1073.0,178.0,False,8,,1,
Epimedium wushanense,9.98333,9,13.8833,27.325,4.95,1118.0,119.0,False,31,,24,
Epimedium zhushanense,9.98333,9,13.7125,27.1,3.66667,941.5,112.0,False,14,,2,
Equisetum fluviatile,9.98333,9,8.07083,22.1,0.733332,695.75,119.0,False,36,,8363,
Equisetum scirpoides,9.98333,9,4.52916,22.35,-3.13333,735.0,124.0,False,56,,7942,
Eragrostis curvula,9.98333,9,15.1076,26.425,7.75833,785.75,142.5,False,4,,8334,
Eranthis cilicica,9.98333,9,8.77222,22.55,1.39166,692.0,129.0,False,48,,259,
Eremogone hookeri,9.98333,9,8.44861,27.5,-1.35417,581.5,94.5,False,6,,667,
Eremurus himalaicus,9.98333,9,7.50138,23.275,-0.529165,715.5,113.0,False,41,,33,
Erica carnea,9.98333,9,7.60417,22.2,-0.0375009,1007.25,181.75,False,61,,517,
Erica spiculifolia,9.98333,9,6.04861,21.2,-1.25417,749.75,125.25,False,16,,134,
Erica tetralix,9.98333,9,8.475,21.65,2.0375,783.25,148.5,False,68,,4572,
Erigeron glaucus,9.98333,9,11.5472,23.15,6.25,824.5,118.0,False,44,,9486,
Erigeron linearis,9.98333,9,8.38194,27.5,-0.341667,589.5,100.0,False,18,,181,
Erigeron peregrinus,9.98333,9,5.25279,22.05,-2.03333,871.5,153.25,False,11,,969,
Erigeron speciosus,9.98333,9,6.4375,23.975,-1.60833,577.25,109.5,False,47,,3915,
Eriogonum caespitosum,9.98333,9,7.78471,27.45,-0.0333334,569.5,81.0,False,14,,1216,
Eriogonum heracleoides,9.98333,9,7.97779,26.025,-0.499998,533.0,100.0,False,16,,3215,
Eriogonum ovalifolium,9.98333,9,7.80277,26.45,-0.549999,571.25,98.5,False,19,,4998,
Eriogonum siskiyouense,9.98333,9,7.87709,24.65,2.475,1012.0,94.25,False,11,,95,
Eriogonum umbellatum,9.98333,9,7.10833,25.0,-0.216665,609.0,92.0,False,58,,8451,
Eriophorum chamissonis,9.98333,9,1.98195,22.525,-6.7875,699.25,108.25,False,6,,217,
Eriophorum vaginatum,9.98333,9,6.4125,21.85,-1.05833,772.0,144.75,False,53,,7394,
Eritrichium canum,9.98333,9,5.12639,20.8,-3.1375,572.75,84.5,False,14,,1,
Eryngium agavifolium,9.98333,9,12.6646,25.3,5.5625,738.75,95.75,False,65,,66,
Eryngium alpinum,9.98333,9,5.70278,20.525,-0.920834,1028.75,204.5,False,85,,411,
Eryngium bourgatii,9.98333,9,7.90277,22.6,1.39583,960.0,181.5,False,77,,4543,
Eryngium eburneum,9.98333,9,14.8,26.0,8.5375,1037.75,198.75,False,19,,193,
Eryngium leavenworthii,9.98333,9,16.0333,33.2,6.07083,870.5,152.0,False,14,,2969,
Erythranthe lewisii,9.98333,9,5.31251,22.75,-0.362498,803.25,125.5,False,1,,4221,
Erythronium citrinum,9.98333,9,11.4639,27.45,4.0,1148.5,88.0,False,1,,188,
Erythronium helenae,9.98333,9,13.134,27.375,6.2625,892.0,74.25,False,1,,189,
Eubotrys racemosa,9.98333,9,12.1889,29.6,1.38333,1163.5,251.0,False,17,,1784,
Eucomis autumnalis,9.98333,9,14.0111,25.35,7.85,810.5,91.0,False,61,,594,
Eucomis comosa,9.98333,9,13.7014,25.2,7.29167,823.0,112.0,False,78,,8,
Eucomis pallidiflora,9.98333,9,14.1958,25.025,8.18334,879.0,99.5,False,18,,54,
Euonymus americanus,9.98333,9,13.5222,30.2,3.275,1098.0,221.0,False,97,,921,
Euonymus clivicolus,9.98333,9,12.7861,25.0,4.49167,884.5,102.0,False,3,,122,
Euonymus nanus,9.98333,9,7.19028,22.45,-1.15,627.5,109.5,False,6,,31,
Euonymus obovatus,9.98333,9,8.70278,26.5,-2.60833,887.5,168.0,False,3,,285,
Euonymus verrucosus,9.98333,9,6.37083,23.3,-2.825,640.0,110.75,False,65,,8258,
Euphorbia characias,9.98333,9,12.8736,26.0,5.93333,734.0,130.5,False,69,,9673,
Euphorbia sikkimensis,9.98333,9,14.1431,24.65,6.63333,940.5,96.5,False,19,,112,
Eurya emarginata,9.98333,9,17.0056,27.95,8.85833,1509.5,226.0,False,27,,769,
Eurya japonica,9.98333,9,13.5556,27.65,4.575,1353.75,180.5,False,48,,3119,
Eurybia macrophylla,9.98333,9,6.77569,26.475,-4.12917,896.0,168.25,False,44,,8264,
Eutrochium maculatum,9.98333,9,7.69584,27.2,-3.06667,939.5,173.0,False,33,,9729,
Fargesia denudata,9.98333,9,12.8653,26.05,4.18333,736.25,85.0,False,2,,2,
Fargesia dracocephala,9.98333,9,12.2222,24.675,4.77083,896.5,89.0,False,12,,3,
Fargesia murielae,9.98333,9,8.55279,22.9,1.06667,715.5,129.0,False,3,,175,
Fargesia robusta,9.98333,9,8.95071,22.25,1.7625,818.75,95.25,False,25,,2,
Fargesia scabrida,9.98333,9,12.6833,28.7,2.59167,751.0,79.5,False,1,,2,
Ferula communis,9.98333,9,14.0958,27.525,7.29167,643.25,82.75,False,75,,5976,
Fessia greilhuberi,9.98333,9,10.8542,23.2,5.35,743.0,127.0,False,7,,,
Festuca amethystina,9.98333,9,8.46944,22.8,0.566668,966.75,179.5,False,35,,912,
Festuca idahoensis,9.98333,9,8.92779,25.95,2.89166,676.5,41.0,False,19,,2798,
Festuca valesiaca,9.98333,9,8.69097,24.7,-0.345833,650.75,121.5,False,36,,4798,
Festuca violacea,9.98333,9,4.10695,19.45,-2.025,1158.5,222.5,False,15,,3554,
Fibigia clypeata,9.98333,9,11.625,26.2,3.19583,695.75,126.75,False,4,,139,
Filipendula camtschatica,9.98333,9,6.05417,21.8,-2.9375,921.5,159.25,False,31,,1223,
Filipendula purpurea,9.98333,9,7.575,22.9,-0.845833,899.25,142.5,False,33,,1,
Filipendula ulmaria,9.98333,9,8.47361,23.05,1.3625,756.0,142.5,False,16,,7725,
Foeniculum vulgare,9.98333,9,13.7333,26.35,7.125,718.0,97.0,False,163,,9366,
Fragaria virginiana,9.98333,9,7.07847,25.35,-2.7875,848.75,146.75,False,72,,9812,
Francoa appendiculata,9.98333,9,11.5083,22.525,6.425,961.25,104.0,False,23,,318,
Francoa sonchifolia,9.98333,9,11.216,22.3,6.075,1130.75,150.5,False,47,,4,
Frankenia thymifolia,9.98333,9,13.2306,27.75,5.35,575.0,96.5,False,9,,461,
Freesia laxa,9.98333,9,15.9049,25.475,9.3,913.5,140.0,False,41,,141,
Fritillaria camschatcensis,9.98333,9,5.03194,20.05,-1.89167,912.0,158.5,False,41,,2339,
Fritillaria elwesii,9.98333,9,13.3111,27.05,5.25,729.0,83.0,False,23,,4,
Fritillaria grandiflora,9.98333,9,8.12917,22.25,1.8,660.0,130.5,False,7,,1,
Fritillaria imperialis,9.98333,9,7.99514,22.25,0.791667,621.75,117.0,False,55,,1449,
Fritillaria persica,9.98333,9,15.3917,28.075,6.125,698.5,76.75,False,9,,294,
Fritillaria pluriflora,9.98333,9,14.4792,29.375,8.34167,672.5,65.0,False,12,,289,
Fritillaria pudica,9.98333,9,8.14236,25.7,-0.925001,609.75,95.0,False,35,,484,
Fuchsia microphylla,9.98333,9,12.7472,22.7,8.53333,1009.25,96.5,False,37,,1534,
Fumana ericoides,9.98333,9,13.225,27.4,6.3,573.25,100.0,False,17,,4195,
Galanthus peshmenii,9.98333,9,13.6194,28.0,4.14583,666.0,76.75,False,15,,7,
Galanthus reginae-olgae,9.98333,9,12.5785,25.375,5.00417,826.0,105.75,False,25,,133,
Galax urceolata,9.98333,9,11.6063,27.35,3.21667,1216.5,240.0,False,4,,4388,
Galium odoratum,9.98333,9,8.78611,23.65,0.862502,828.0,157.5,False,174,,8496,
Gaultheria depressa,9.98333,9,7.78125,19.75,3.04167,1718.5,311.0,False,15,,447,
Gaultheria humifusa,9.98333,9,4.02778,22.95,-3.525,943.5,135.5,False,7,,64,
Gaultheria mucronata,9.98333,9,8.85,19.85,3.88333,939.5,171.0,False,47,,186,
Gaultheria ovatifolia,9.98333,9,7.4889,22.4,1.575,1323.25,161.0,False,8,,1219,
Gaultheria parvula,9.98333,9,8.29027,20.925,2.65833,1309.25,237.75,False,5,,23,
Gaultheria poeppigii,9.98333,9,8.60763,20.95,4.14583,1263.0,150.0,False,13,,169,
Gaultheria procumbens,9.98333,9,8.0125,25.075,-1.35,980.5,199.5,False,127,,9765,
Gaultheria pumila,9.98333,9,6.93264,17.95,2.92083,769.75,126.0,False,11,,311,
Gazania krebsiana,9.98333,9,14.5833,26.85,8.09167,662.5,83.5,False,23,,1131,
Gazania linearis,9.98333,9,14.3042,26.175,7.73333,598.5,94.5,False,12,,215,
Genista radiata,9.98333,9,7.06389,21.625,0.249998,930.5,182.0,False,66,,574,
Genista sagittalis,9.98333,9,8.02222,22.4,0.700002,950.25,186.75,False,67,,737,
Gentiana acaulis,9.98333,9,4.90833,19.7,-1.62917,1059.0,200.25,False,78,,5631,
Gentiana angustifolia,9.98333,9,6.81667,21.65,-0.233333,1096.5,207.0,False,45,,3687,
Gentiana asclepiadea,9.98333,9,6.47361,20.95,-0.750002,1022.0,178.5,False,17,,8889,
Gentiana burseri,9.98333,9,5.9625,21.4,-0.545832,983.25,193.0,False,15,,1834,
Gentiana gelida,9.98333,9,5.70833,22.775,-3.24167,717.75,116.75,False,22,,39,
Gentiana lutea,9.98333,9,6.76667,21.15,0.154167,1037.25,205.5,False,117,,9249,
Gentiana septemfida,9.98333,9,5.23611,21.0,-2.42917,917.5,170.0,False,76,,74,
Geranium aristatum,9.98333,9,6.57847,21.725,0.425002,841.0,144.5,False,16,,4,
Geranium erianthum,9.98333,9,3.68889,19.75,-3.77083,805.5,130.75,False,26,,2593,
Geranium gymnocaulon,9.98333,9,4.54583,20.5,-3.075,1053.5,187.5,False,17,,146,
Geranium himalayense,9.98333,9,6.11389,21.25,-2.05417,646.75,104.0,False,58,,299,
Geranium incanum,9.98333,9,14.8528,24.6,9.95833,648.0,96.5,False,25,,188,
Geranium platypetalum,9.98333,9,5.62222,21.4,-1.87917,867.75,155.0,False,6,,119,
Geranium renardii,9.98333,9,5.36667,20.975,-1.65,958.5,181.75,False,83,,98,
Geranium robustum,9.98333,9,12.6833,24.2,6.6875,736.25,100.0,False,9,,6,
Geranium soboliferum,9.98333,9,7.45278,23.7,-2.60833,803.5,100.75,False,29,,14,
Geranium subcaulescens,9.98333,9,7.76527,22.35,1.28333,901.0,133.5,False,18,,87,
Geropogon hybridus,9.98333,9,15.3195,28.75,7.425,639.5,53.0,False,7,,1862,
Geum fragarioides,9.98333,9,7.61389,27.425,-4.3375,997.75,208.5,False,6,,2424,
Geum magellanicum,9.98333,9,7.68193,20.0,2.47083,797.0,139.25,False,24,,13,
Geum montanum,9.98333,9,4.1375,18.65,-1.95833,1075.5,204.0,False,6,,6914,
Geum pentapetalum,9.98333,9,4.125,20.6,-3.325,1079.0,179.0,False,6,,533,
Geum ternatum,9.98333,9,6.85972,26.2,-4.64166,747.5,111.0,False,3,,1177,
Geum triflorum,9.98333,9,6.61944,25.575,-3.125,680.0,111.25,False,94,,8887,
Gladiolus communis,9.98333,9,12.5306,26.625,5.125,707.5,112.0,False,43,,3595,
Gladiolus dalenii,9.98333,9,15.6458,25.8,9.80416,917.75,95.0,False,39,,1655,
Gladiolus illyricus,9.98333,9,12.9611,26.275,5.60417,697.75,102.0,False,62,,192,
Gladiolus imbricatus,9.98333,9,7.17222,22.85,-1.79167,651.5,117.5,False,54,,1268,
Gladiolus italicus,9.98333,9,12.4708,26.275,5.37917,728.0,124.25,False,73,,7437,
Gladiolus papilio,9.98333,9,13.8327,24.075,7.55833,875.0,106.75,False,3,,36,
Glaucidium palmatum,9.98333,9,7.77083,23.8,-1.35833,1178.5,194.25,False,35,,275,
Globularia cordifolia,9.98333,9,6.73333,21.45,-0.0500017,1048.0,195.0,False,1,,5319,
Globularia nudicaulis,9.98333,9,6.8875,21.325,0.304167,1055.5,202.0,False,63,,4715,
Grevillea juniperina,9.98333,9,15.9757,26.975,9.17083,813.5,133.5,False,33,,548,
Gymnocalycium baldianum,9.98333,9,14.1,27.3,6.00833,623.5,72.0,False,52,,16,
Gymnocarpium dryopteris,9.98333,9,5.93125,21.975,-2.46667,779.25,133.75,False,83,,9467,
Gypsophila patrinii,9.98333,9,2.76805,23.925,-6.65833,576.0,56.5,False,7,,813,
Gypsophila repens,9.98333,9,5.66667,20.575,-0.887499,1045.5,200.0,False,81,,4896,
Halocarpus bidwillii,9.98333,9,9.09515,20.575,4.74167,1454.0,284.5,False,27,,173,
Haplocarpha scaposa,9.98333,9,13.8514,24.2,7.53334,712.0,89.5,False,4,,481,
Harpochloa falx,9.98333,9,12.7806,24.6,5.22083,748.0,79.5,False,9,,438,
Hedera pastuchovii,9.98333,9,11.2924,25.1,2.93333,566.5,102.75,False,27,,77,
Hedlundia hybrida,9.98333,9,7.68194,20.4,0.899998,671.5,118.5,False,3,,6838,
Hedychium spicatum,9.98333,9,13.4188,24.475,6.475,1079.0,96.5,False,54,,151,
Helianthella quinquenervis,9.98333,9,4.65417,23.25,-2.69166,608.5,118.0,False,27,,83,
Helianthemum alpestre,9.98333,9,5.05,19.7,-1.5875,1043.75,195.75,False,2,,1779,
Helianthemum croceum,9.98333,9,11.4944,26.5,3.9375,676.75,92.5,False,23,,815,
Helianthemum nummularium,9.98333,9,8.10417,22.45,0.933334,781.0,144.25,False,14,,7351,
Helichrysum italicum,9.98333,9,12.6403,25.95,5.825,766.75,108.5,False,94,,7935,
Helichrysum lineatum,9.98333,9,9.21111,21.5,1.825,754.5,98.0,False,3,,11,
Helichrysum plicatum,9.98333,9,7.79583,24.9,-1.48333,602.0,89.5,False,7,,86,
Helichrysum splendidum,9.98333,9,12.5486,23.2,6.74167,793.5,94.0,False,25,,325,
Helictotrichon sempervirens,9.98333,9,7.4375,22.85,0.491665,942.0,168.5,False,89,,616,
Helleborus purpurascens,9.98333,9,8.32361,23.325,-0.575,699.75,122.5,False,75,,226,
Helonias bullata,9.98333,9,11.5264,26.8,2.19166,1086.25,227.75,False,36,,17,
Helonias umbellata,9.98333,9,15.2361,27.7,5.925,2076.5,317.0,False,1,,522,
Helwingia japonica,9.98333,9,12.3472,26.325,3.2875,1220.75,164.0,False,73,,257,
Hemerocallis forrestii,9.98333,9,12.7764,24.575,4.16667,896.75,102.5,False,12,,28,
Hemerocallis minor,9.98333,9,3.28333,24.6,-8.60833,626.5,73.0,False,98,,2424,
Hepatica transsilvanica,9.98333,9,7.39305,22.4,-0.383333,631.5,109.5,False,41,,192,
Heptapleurum minutistellatum,9.98333,9,15.6042,25.35,8.01667,1246.5,140.5,False,1,,13,
Hereroa glenensis,9.98333,9,14.0514,25.675,7.04584,652.5,86.5,False,13,,56,
Herniaria alpina,9.98333,9,3.2125,18.15,-2.40833,1101.0,203.0,False,7,,829,
Hertia cheirifolia,9.98333,9,13.1493,28.05,5.66667,544.75,87.75,False,18,,47,
Hesperaloe parviflora,9.98333,9,17.3833,32.15,7.7875,668.0,98.25,False,98,,177,
Hesperantha baurii,9.98333,9,13.482,23.25,8.01667,830.5,99.5,False,8,,19,
Hesperantha coccinea,9.98333,9,12.7014,23.3,6.71667,828.0,99.5,False,31,,65,
Hesperocyparis arizonica,9.98333,9,14.1653,29.6,6.375,587.0,85.5,False,8,,399,
Heuchera cylindrica,9.98333,9,7.17083,24.5,-1.16667,595.5,105.5,False,52,,295,
Heuchera glabra,9.98333,9,5.7125,20.35,-0.833332,1233.0,186.0,False,17,,482,
Heuchera hallii,9.98333,9,5.11389,23.75,-3.1,631.25,86.25,False,16,,17,
Heuchera pulchella,9.98333,9,7.09167,24.275,-1.67083,681.5,111.25,False,31,,21,
Hieracium tomentosum,9.98333,9,7.60138,22.4,0.658335,952.5,187.5,False,22,,1528,
Hieracium villosum,9.98333,9,5.34583,20.0,-1.10833,1088.0,206.0,False,39,,2693,
Horminum pyrenaicum,9.98333,9,5.83194,20.8,-0.983333,953.0,168.25,False,77,,3731,
Hornungia alpina,9.98333,9,4.22639,18.65,-2.26667,1087.5,199.5,False,11,,414,
Hosta ventricosa,9.98333,9,13.7042,27.25,3.95834,1056.75,153.0,False,142,,376,
Huynhia pulchra,9.98333,9,4.90209,21.375,-2.95833,896.75,158.0,False,4,,378,
Hyacinthella leucophaea,9.98333,9,8.08056,24.6,-2.18333,595.5,103.0,False,17,,698,
Hydrangea barbara,9.98333,9,15.1264,30.275,4.98333,1266.0,254.25,False,7,,933,
Hydrangea caerulea,9.98333,9,13.4347,26.5,4.51667,951.0,96.5,False,6,,1,
Hydrangea cinerea,9.98333,9,12.5264,27.9,1.68333,1066.5,213.5,False,28,,177,
Hydrangea fauriei,9.98333,9,13.1514,21.65,7.35,1892.75,241.5,False,4,,256,
Hydrangea febrifuga,9.98333,9,16.6076,27.55,8.18333,1271.75,127.0,False,11,,116,
Hydrangea macrophylla,9.98333,9,13.3597,25.05,6.78333,1023.5,159.5,False,15,,7531,
Hydrangea quercifolia,9.98333,9,14.1653,30.1,4.5,1193.5,225.5,False,2,,3266,
Hydrangea radiata,9.98333,9,12.0813,28.225,2.1625,1283.25,276.5,False,29,,13,
Hydrangea seemannii,9.98333,9,11.9563,24.125,6.81667,996.75,105.5,False,38,,17,
Hydrangea sikokiana,9.98333,9,12.0451,26.675,3.34583,1588.0,182.5,False,17,,136,
Hydrangea strigosa,9.98333,9,15.2472,28.6,5.7375,1118.75,113.5,False,17,,47,
Hydrangea viburnoides,9.98333,9,15.9681,27.075,8.97083,1655.0,154.75,False,6,,836,
