Taxon,temperature,climate_rating,mean_annual_ temp_celcius,mean_hottest_month_celcius,mean_coldest_quarter_celsius,mean_annual_precipitation mm/year,mean_driest_quarter mm/qtr,tree_on_CAT,PLANTSEARCH,URBANPLANTS,GBIF_CURRENT,GBIF_BGCI
Moraea alticola,9.98333,11,9.75696,22.45,3.975,784.5,91.5,False,22,,7,
Muehlenbeckia axillaris,9.98333,11,8.76251,21.75,2.98334,1237.25,232.0,False,88,,2549,
Mukdenia rossii,9.98333,11,9.81946,25.05,-0.341665,1035.0,111.5,False,56,,291,
Muscari armeniacum,9.98333,11,10.1292,24.0,2.90417,794.0,154.75,False,153,,6944,
Muscari latifolium,9.98333,11,9.43124,23.3,1.9625,796.0,154.25,False,92,,427,
Muscarimia muscari,9.98333,11,9.16806,23.25,1.20833,879.25,180.75,False,1,,624,
Myrteola nummularia,9.98333,11,9.50417,17.975,6.275,1206.0,200.5,False,15,,432,
Narcissus bulbocodium,9.98333,11,11.7535,24.775,4.97917,821.25,118.5,False,81,,5324,
Narcissus hedraeanthus,9.98333,11,11.4264,27.65,4.55833,628.25,78.25,False,9,,155,
Narcissus minor,9.98333,11,9.86667,23.35,3.45834,817.5,147.0,False,22,,88,
Narcissus poeticus,9.98333,11,8.625,23.0,1.33334,852.5,155.5,False,8,,6894,
Narcissus pseudonarcissus,9.98333,11,9.65971,23.1,2.5,822.5,157.0,False,86,,7194,
Narcissus romieuxii,9.98333,11,10.6486,25.5,4.5125,620.25,86.0,False,26,,9,
Narcissus rupicola,9.98333,11,9.77917,24.45,2.50833,711.75,104.75,False,4,,239,
Nassella tenuissima,9.98333,11,12.5618,27.05,4.9625,793.5,141.25,False,52,,2184,
Nasturtium officinale,9.98333,11,11.3632,25.575,4.1,780.25,141.75,False,57,,8824,
Neillia incisa,9.98333,11,10.5625,25.1,1.39167,1053.0,128.5,False,15,,3535,
Nepeta govaniana,9.98333,11,9.2514,22.8,1.55833,910.0,139.5,False,18,,33,
Nepeta racemosa,9.98333,11,9.05,23.3,1.75,720.0,140.5,False,5,,2797,
Nerine bowdenii,9.98333,11,10.3319,22.625,4.72083,751.5,139.25,False,73,,135,
Nigella sativa,9.98333,11,9.97361,24.95,1.875,686.0,121.0,False,62,,258,
Nipponanthemum nipponicum,9.98333,11,10.8875,27.55,1.35,1035.0,211.5,False,44,,636,
Nuphar polysepala,9.98333,11,10.2611,24.3,5.75833,981.5,62.0,False,5,,3897,
Nymphoides peltata,9.98333,11,9.18196,23.3,1.31667,763.0,136.5,False,7,,545,
Oenanthe sarmentosa,9.98333,11,11.6222,24.3,5.08333,956.5,108.25,False,13,,2195,
Oenothera biennis,9.98333,11,9.34304,25.05,0.708332,830.0,153.0,False,137,,9279,
Oenothera lindheimeri,9.98333,11,13.9333,27.85,5.6,766.0,140.75,False,15,,2656,
Olearia phlogopappa,9.98333,11,10.5181,22.25,5.76667,1028.0,183.5,False,25,,6499,
Olearia virgata,9.98333,11,10.7945,20.625,6.05,1206.5,238.25,False,2,,447,
Olsynium douglasii,9.98333,11,9.87916,25.0,3.3375,740.0,110.0,False,16,,3212,
Onoclea sensibilis,9.98333,11,9.16249,26.475,-1.13333,996.25,192.75,False,157,,987,
Ononis spinosa,9.98333,11,9.56666,22.85,2.15,756.5,144.5,False,76,,5567,
Onopordum acanthium,9.98333,11,9.63611,23.975,1.85833,681.25,130.0,False,72,,9374,
Opuntia aurea,9.98333,11,11.5674,31.25,1.57083,550.0,100.5,False,17,,512,
Opuntia humifusa,9.98333,11,11.5139,28.8,1.56667,975.0,181.5,False,123,,6271,
Opuntia polyacantha,9.98333,11,9.14029,27.8,0.216665,551.0,88.0,False,62,,9647,
Oreoselinum nigrum,9.98333,11,9.53057,25.3,2.66667,715.5,147.0,False,3,,4192,
Origanum scabrum,9.98333,11,10.6792,25.05,2.8,771.0,86.5,False,9,,22,
Origanum vulgare,9.98333,11,9.13196,24.15,2.19167,763.0,136.5,False,23,,793,
Ornithogalum pyrenaicum,9.98333,11,10.7431,24.1,3.375,773.0,150.5,False,59,,5569,
Ornithogalum umbellatum,9.98333,11,10.1944,26.0,2.41667,879.5,163.0,False,16,,4974,
Ornithogalum viridiflorum,9.98333,11,11.7361,25.625,4.61667,776.5,92.25,False,14,,15,
Orthrosanthus chimboracensis,9.98333,11,10.7292,20.7,7.09583,933.75,127.5,False,13,,81,
Osmanthus decorus,9.98333,11,10.2562,23.875,2.90833,918.5,184.0,False,59,,7,
Osmunda regalis,9.98333,11,10.8375,24.05,4.26666,881.0,158.0,False,193,,5722,
Osmundastrum cinnamomeum,9.98333,11,10.4167,28.65,-0.470833,1150.75,242.75,False,31,,9795,
Osteomeles schweriniae,9.98333,11,14.3764,26.15,5.30833,775.75,90.5,False,1,,18,
Oxalis tuberosa,9.98333,11,10.741,21.55,6.54583,770.25,90.0,False,36,,343,
Ozothamnus leptophyllus,9.98333,11,9.89722,21.525,5.14167,1145.0,221.0,False,22,,4843,
Pachyphragma macrophyllum,9.98333,11,9.24792,24.1,1.0875,740.75,119.25,False,34,,212,
Pachysandra terminalis,9.98333,11,9.7486,25.9,1.23333,910.5,166.5,False,187,,9426,
Paeonia daurica,9.98333,11,9.43056,24.125,0.4375,663.0,135.75,False,44,,875,
Paeonia delavayi,9.98333,11,10.0778,22.775,3.87083,775.25,100.5,False,111,,126,
Paeonia jishanensis,9.98333,11,10.2431,25.775,0.366666,580.75,60.5,False,3,,11,
Paeonia ludlowii,9.98333,11,9.20693,22.55,0.775,753.5,98.0,False,4,,8,
Paeonia mascula,9.98333,11,10.9514,24.7,3.51667,728.0,111.0,False,73,,1215,
Paeonia mlokosewitschii,9.98333,11,9.57014,23.7,0.758335,698.5,115.0,False,85,,18,
Paeonia obovata,9.98333,11,7.49722,24.85,-2.66667,833.25,104.0,False,95,,1262,
Paeonia peregrina,9.98333,11,10.5806,25.375,1.8625,662.5,124.5,False,93,,224,
Paeonia rockii,9.98333,11,10.1889,25.825,1.12083,764.75,90.75,False,47,,23,
Paeonia tenuifolia,9.98333,11,8.22639,25.5,-1.85,637.5,120.5,False,115,,1566,
Panicum virgatum,9.98333,11,12.407,30.475,1.79583,908.0,162.0,False,15,,7668,
Papaver orientale,9.98333,11,9.19444,23.3,1.19583,749.5,140.5,False,16,,39,
Papaver somniferum,9.98333,11,10.3139,24.25,3.88333,748.0,132.0,False,94,,8757,
Paradisea lusitanica,9.98333,11,11.0063,24.15,4.5875,1047.75,128.25,False,18,,197,
Paris forrestii,9.98333,11,12.3194,23.225,7.47917,1109.5,101.0,False,2,,95,
Paris mairei,9.98333,11,12.8972,23.35,6.84167,949.5,51.5,False,3,,62,
Parthenocissus tricuspidata,9.98333,11,10.8208,27.525,2.0875,998.5,149.5,False,11,,73,
Paxistima canbyi,9.98333,11,10.4819,27.25,0.0374998,924.0,189.75,False,64,,55,
Pelargonium endlicherianum,9.98333,11,9.93403,25.375,1.50417,714.25,91.25,False,51,,16,
Pelecyphora vivipara,9.98333,11,9.95556,28.1,0.775002,548.0,81.0,False,3,,5733,
Peltoboykinia tellimoides,9.98333,11,10.1326,24.825,1.02917,1173.5,153.25,False,31,,18,
Peltoboykinia watanabei,9.98333,11,11.1861,24.65,1.78333,1656.0,192.5,False,34,,12,
Penstemon barbatus,9.98333,11,9.8736,25.95,1.76667,612.5,89.25,False,69,,3958,
Penstemon barrettiae,9.98333,11,10.7181,26.85,1.9,623.5,67.5,False,19,,64,
Penstemon digitalis,9.98333,11,10.0028,28.0,-0.720834,948.5,178.5,False,113,,9137,
Penstemon ovatus,9.98333,11,9.54722,23.925,2.47083,1073.0,132.75,False,36,,11,
Penstemon pinifolius,9.98333,11,9.49721,25.35,2.04583,640.25,94.5,False,7,,129,
Persicaria nepalensis,9.98333,11,11.0986,24.15,3.55834,1379.0,119.5,False,6,,2761,
Persicaria virginiana,9.98333,11,11.107,26.35,0.791665,964.5,198.5,False,3,,977,
Petasites frigidus,9.98333,11,6.63681,23.775,-1.63333,919.0,124.0,False,7,,989,
Petasites hybridus,9.98333,11,8.90555,22.35,1.2,772.0,151.0,False,66,,5976,
Petasites japonicus,9.98333,11,9.70278,24.575,1.62917,870.25,150.0,False,54,,7625,
Petrophytum caespitosum,9.98333,11,8.71528,26.55,0.191667,555.0,97.0,False,37,,2213,
Petrophytum cinerascens,9.98333,11,8.87639,25.75,-0.337498,523.5,84.25,False,19,,8,
Petrorhagia saxifraga,9.98333,11,10.0417,24.775,2.00416,805.0,149.75,False,89,,6616,
Peucedanum verticillare,9.98333,11,8.59861,23.1,0.583333,977.0,162.5,False,31,,84,
Phedimus kamtschaticus,9.98333,11,8.05209,23.225,-0.483333,771.75,122.5,False,24,,971,
Phedimus obtusifolius,9.98333,11,9.66459,26.675,0.383333,608.5,90.5,False,3,,9,
Phedimus spurius,9.98333,11,8.40278,23.25,0.558335,725.5,140.5,False,21,,8598,
Philadelphus delavayi,9.98333,11,12.3264,23.05,5.30833,886.5,102.5,False,46,,128,
Philadelphus lewisii,9.98333,11,9.12778,25.7,1.38333,681.25,104.0,False,99,,3396,
Philadelphus microphyllus,9.98333,11,9.86527,26.15,2.06666,585.5,89.0,False,66,,1121,
Philadelphus satsumi,9.98333,11,10.5243,25.175,2.1375,1235.25,162.5,False,32,,871,
Phlomis anisodonta,9.98333,11,10.6729,26.3,2.775,529.25,83.25,False,8,,3,
Phlomis cashmeriana,9.98333,11,9.07987,25.4,0.379166,767.75,99.5,False,37,,36,
Phlomis leucophracta,9.98333,11,12.2306,28.2,4.68333,674.5,76.0,False,3,,6,
Phlomis russeliana,9.98333,11,10.0104,23.25,3.58333,797.75,153.75,False,91,,55,
Phlomis samia,9.98333,11,10.6736,25.4,3.38333,761.0,121.0,False,54,,45,
Phlox ovata,9.98333,11,10.5667,27.1,0.991666,1156.0,251.0,False,9,,163,
Phlox paniculata,9.98333,11,9.9986,26.875,-0.075,919.5,175.5,False,91,,9321,
Phlox stolonifera,9.98333,11,11.0736,28.725,0.920833,1156.0,246.25,False,26,,114,
Phlox subulata,9.98333,11,9.53472,26.15,0.233333,913.0,168.0,False,86,,6462,
Phuopsis stylosa,9.98333,11,9.84027,22.6,2.81666,729.0,146.0,False,73,,65,
Phygelius capensis,9.98333,11,10.6694,23.525,4.75834,761.25,100.75,False,63,,189,
Phyllocladus alpinus,9.98333,11,10.582,21.5,6.2,1675.0,303.0,False,2,,831,
Phyllostachys vivax,9.98333,11,11.8389,26.15,4.83333,1066.5,122.5,False,3,,2,
Physalis peruviana,9.98333,11,12.4951,24.25,7.16667,780.75,129.0,False,68,,864,
Physocarpus capitatus,9.98333,11,10.3639,24.3,3.625,1007.5,111.0,False,88,,4513,
Phyteuma scheuchzeri,9.98333,11,8.69375,22.725,1.00417,906.25,156.5,False,43,,1129,
Phytolacca americana,9.98333,11,11.8542,27.65,2.43333,951.5,176.5,False,133,,9786,
Pieris floribunda,9.98333,11,10.1875,25.15,1.46666,1011.0,209.5,False,81,,31,
Pimelea prostrata,9.98333,11,9.90834,21.2,5.39167,1313.5,258.0,False,2,,1534,
Pinguicula macroceras,9.98333,11,7.81389,22.075,1.66667,1320.75,164.25,False,5,,545,
Piptanthus nepalensis,9.98333,11,10.1806,21.5,4.05,865.0,96.5,False,34,,266,
Plantago lanceolata,9.98333,11,10.2278,24.4,3.225,798.5,142.5,False,139,,8186,
Plantago major,9.98333,11,9.68681,24.675,2.6,786.0,134.25,False,135,,8358,
Plantago subulata,9.98333,11,10.1021,23.6,2.51667,768.25,140.0,False,19,,684,
Platycodon grandiflorus,9.98333,11,9.72014,26.175,0.399999,847.25,128.25,False,125,,2587,
Plectritis congesta,9.98333,11,10.7187,23.675,4.44167,1015.0,99.0,False,9,,3964,
Poa cita,9.98333,11,10.0521,21.6,4.59583,1121.25,214.5,False,13,,1266,
Podocarpus acutifolius,9.98333,11,10.3375,21.75,5.20833,1592.0,282.5,False,38,,299,
Podophyllum peltatum,9.98333,11,11.3861,28.05,0.874998,1000.5,195.5,False,14,,9772,
Polemonium reptans,9.98333,11,10.3674,28.925,-0.545833,986.5,183.25,False,86,,7151,
Polygonatum biflorum,9.98333,11,11.4347,29.15,0.804166,1017.0,201.5,False,98,,8411,
Polygonatum cirrhifolium,9.98333,11,9.79236,23.7,2.7875,840.5,94.25,False,35,,396,
Polygonatum prattii,9.98333,11,12.3556,23.675,4.95,854.75,95.25,False,2,,63,
Polygonatum pubescens,9.98333,11,8.675,26.55,-1.95,953.0,189.5,False,34,,5264,
polymnia canadensis,9.98333,11,11.9764,29.825,0.954167,1054.25,220.0,False,16,,3558,
Polypodium glycyrrhiza,9.98333,11,10.3667,23.65,4.70833,1067.5,121.5,False,23,,9778,
Polystichum acrostichoides,9.98333,11,11.4458,29.0,0.866666,1059.0,215.0,False,129,,9754,
Polystichum imbricans,9.98333,11,11.9472,26.95,6.94167,953.0,25.0,False,5,,1879,
Polystichum munitum,9.98333,11,10.3889,23.5,4.3625,1028.0,118.25,False,73,,9785,
Polystichum proliferum,9.98333,11,11.7486,23.4,6.65833,984.0,179.5,False,36,,892,
Polystichum setiferum,9.98333,11,11.2139,24.125,4.74583,856.5,157.5,False,117,,7445,
Polystichum tripteron,9.98333,11,10.9611,27.25,0.55,1261.0,156.5,False,27,,4425,
Potentilla chinensis,9.98333,11,10.6542,26.825,0.158334,1065.25,97.75,False,19,,1647,
Potentilla cinerea,9.98333,11,8.91389,23.45,1.07083,697.5,126.25,False,15,,3821,
Potentilla nepalensis,9.98333,11,8.75556,22.625,1.14167,785.75,144.5,False,58,,16,
Potentilla recta,9.98333,11,9.14861,25.4,0.0791649,817.0,154.0,False,9,,8999,
Potentilla thurberi,9.98333,11,9.75278,25.5,2.14584,667.5,98.0,False,2,,589,
Poterium sanguisorba,9.98333,11,10.0549,26.1,-0.00416744,755.0,132.25,False,18,,652,
Primula anisodora,9.98333,11,8.80973,20.825,2.6625,872.5,85.75,False,11,,21,
Primula bullata,9.98333,11,13.2472,25.5,8.46667,1415.5,68.5,False,1,,51,
Primula bulleyana,9.98333,11,10.2528,22.475,4.04584,806.5,95.5,False,73,,46,
Primula denticulata,9.98333,11,8.70486,21.2,2.4125,896.5,112.25,False,15,,52,
Primula japonica,9.98333,11,8.95,24.1,-0.183334,1051.75,169.5,False,98,,299,
Primula poissonii,9.98333,11,10.9951,22.65,4.325,823.5,90.0,False,52,,13,
Primula polyneura,9.98333,11,8.65417,23.05,0.658333,745.5,80.75,False,6,,96,
Primula pulverulenta,9.98333,11,9.69444,21.675,3.98334,904.5,156.0,False,6,,41,
Primula reticulata,9.98333,11,9.22361,22.05,0.1625,875.0,91.25,False,17,,9,
Primula sieboldii,9.98333,11,7.21111,25.125,-3.9,835.25,98.75,False,5,,443,
Primula veris,9.98333,11,9.27639,23.0,1.80834,750.0,143.0,False,16,,8345,
Primula vialii,9.98333,11,9.92778,23.05,3.0125,807.25,97.0,False,67,,42,
Primula vulgaris,9.98333,11,9.54167,22.75,2.74167,788.0,148.0,False,4,,8679,
Prosartes hookeri,9.98333,11,10.4417,24.45,4.33334,957.0,92.0,False,17,,5799,
Prosartes lanuginosa,9.98333,11,10.9278,28.5,2.2,1179.0,252.5,False,9,,1782,
Prosartes smithii,9.98333,11,10.832,22.35,5.46667,1268.5,114.5,False,2,,225,
Prunus maritima,9.98333,11,10.2569,27.65,0.383334,1075.75,225.0,False,38,,1671,
Psephellus simplicicaulis,9.98333,11,8.09722,24.625,-0.233331,641.5,123.5,False,7,,11,
Pseudofumaria alba,9.98333,11,10.0153,24.0,2.53333,731.5,152.0,False,11,,1675,
Pseudosasa japonica,9.98333,11,10.6,24.075,3.89166,930.5,158.0,False,93,,3871,
Pteridium aquilinum,9.98333,11,9.99237,25.025,3.3625,848.25,141.0,False,12,,929,
Pterocephalus perennis,9.98333,11,10.4181,24.5,3.40417,769.25,102.0,False,21,,122,
Pterostyrax hispidus,9.98333,11,10.7694,25.175,1.75,1232.0,161.0,False,67,,654,
Pulmonaria officinalis,9.98333,11,9.41042,23.025,1.8625,810.25,158.5,False,78,,7158,
Pulsatilla grandis,9.98333,11,9.11528,24.45,-0.05,618.0,101.25,False,37,,1953,
Pulsatilla montana,9.98333,11,8.65,23.575,0.899999,873.75,173.0,False,49,,767,
Pycnanthemum muticum,9.98333,11,11.2903,29.05,0.391667,1102.5,230.5,False,69,,1886,
Pyracantha coccinea,9.98333,11,11.1861,25.45,3.49583,730.5,131.5,False,113,,9376,
Ramonda myconi,9.98333,11,9.58056,23.95,2.425,846.5,168.5,False,67,,268,
Ranunculus constantinopolitanus,9.98333,11,10.4056,24.35,1.41667,662.5,124.5,False,14,,332,
Ranunculus gramineus,9.98333,11,11.0285,24.825,3.55417,741.75,142.0,False,58,,3973,
Ranunculus occidentalis,9.98333,11,11.4042,27.425,4.57917,863.0,76.75,False,12,,3256,
Raoulia australis,9.98333,11,9.89236,22.375,4.025,853.25,164.5,False,33,,879,
Raoulia tenuicaulis,9.98333,11,9.20693,21.2,3.84167,1380.5,255.5,False,1,,671,
Rhexia virginica,9.98333,11,11.825,29.35,0.9,1163.0,251.0,False,23,,2943,
Rhodiola primuloides,9.98333,11,8.59168,23.0,1.80833,778.5,92.5,False,2,,22,
Rhododendron adenogynum,9.98333,11,9.53819,21.85,3.17917,778.25,95.75,False,37,,42,
Rhododendron adenosum,9.98333,11,7.40694,21.7,1.13333,816.0,90.5,False,16,,4,
Rhododendron alutaceum,9.98333,11,9.4236,23.0,2.36667,752.0,128.0,False,13,,32,
Rhododendron augustinii,9.98333,11,12.3917,24.8,4.15,866.5,97.5,False,55,,14,
Rhododendron aureodorsale,9.98333,11,10.8653,25.3,1.625,829.0,73.5,False,3,,4,
Rhododendron bainbridgeanum,9.98333,11,9.63611,21.8,2.9375,795.5,95.25,False,7,,2,
Rhododendron balangense,9.98333,11,9.76805,23.05,2.20833,792.5,94.0,False,1,,6,
Rhododendron balfourianum,9.98333,11,8.36736,21.875,2.50417,804.0,93.5,False,23,,32,
Rhododendron benhallii,9.98333,11,11.4396,25.275,3.72917,1398.25,181.0,False,4,,441,
Rhododendron brachyanthum,9.98333,11,8.24722,19.15,2.35833,893.5,106.0,False,1,,62,
Rhododendron bracteatum,9.98333,11,11.8014,23.625,3.73333,837.0,100.5,False,9,,17,
Rhododendron calostrotum,9.98333,11,6.62986,19.825,0.825002,882.25,107.5,False,21,,64,
Rhododendron camelliiflorum,9.98333,11,9.75557,21.35,5.21667,1133.5,71.0,False,7,,7,
Rhododendron campylogynum,9.98333,11,9.97917,21.65,4.04167,877.75,105.75,False,35,,78,
Rhododendron charitopes,9.98333,11,10.1111,21.625,4.0,946.25,107.5,False,12,,24,
Rhododendron ciliatum,9.98333,11,10.6076,21.55,4.43333,945.0,90.0,False,35,,16,
Rhododendron clementinae,9.98333,11,9.2375,21.15,2.60834,824.5,89.75,False,17,,47,
Rhododendron columbianum,9.98333,11,6.19862,22.3,0.133335,807.5,105.5,False,7,,358,
Rhododendron crassum,9.98333,11,13.5236,23.2,8.20417,1254.5,137.25,False,3,,84,
Rhododendron davidsonianum,9.98333,11,11.9403,23.575,4.2125,851.75,89.0,False,53,,46,
Rhododendron denudatum,9.98333,11,11.9097,22.8,4.28333,906.5,104.5,False,22,,16,
Rhododendron dichroanthum,9.98333,11,10.716,21.875,4.02083,978.75,112.25,False,16,,51,
Rhododendron eclecteum,9.98333,11,7.96807,20.6,1.84167,835.5,90.5,False,12,,39,
Rhododendron edgeworthii,9.98333,11,10.8604,21.525,4.8625,949.0,108.0,False,39,,114,
Rhododendron faberi,9.98333,11,12.4507,24.2,4.2625,873.5,93.75,False,17,,36,
Rhododendron fastigiatum,9.98333,11,9.80208,22.75,3.11667,817.75,99.75,False,47,,77,
Rhododendron floccigerum,9.98333,11,9.02501,19.8,2.69167,905.0,105.0,False,18,,31,
Rhododendron forrestii,9.98333,11,6.70556,21.475,0.604168,796.5,93.25,False,16,,46,
Rhododendron glaucophyllum,9.98333,11,8.83888,19.05,3.3,939.75,96.5,False,2,,11,
Rhododendron haematodes,9.98333,11,8.54167,19.35,2.66667,884.5,107.25,False,28,,64,
Rhododendron hanceanum,9.98333,11,12.3333,25.075,4.80417,1003.5,97.5,False,17,,22,
Rhododendron heliolepis,9.98333,11,11.3743,22.2,4.71667,844.0,105.5,False,3,,95,
Rhododendron hippophaeoides,9.98333,11,8.48125,20.9,2.02083,791.25,94.75,False,61,,16,
Rhododendron hyperythrum,9.98333,11,7.76597,18.525,2.7875,2402.75,243.25,False,51,,134,
Rhododendron insigne,9.98333,11,6.93472,22.7,-1.28333,751.0,137.0,False,55,,19,
Rhododendron japonicum,9.98333,11,9.88611,25.225,0.829168,1197.75,171.5,False,68,,663,
Rhododendron kaempferi,9.98333,11,11.3458,25.8,2.03333,1259.0,180.5,False,61,,279,
Rhododendron keiskei,9.98333,11,11.068,25.35,2.43333,1359.0,179.5,False,46,,284,
Rhododendron kiusianum,9.98333,11,11.5708,24.95,2.81667,1654.75,200.75,False,61,,52,
Rhododendron lepidotum,9.98333,11,7.70972,19.7,2.075,831.5,108.5,False,2,,196,
Rhododendron longesquamatum,9.98333,11,11.8792,23.9,3.575,902.5,98.5,False,2,,21,
Rhododendron luteum,9.98333,11,9.36667,22.7,2.425,777.0,152.5,False,167,,5514,
Rhododendron mekongense,9.98333,11,6.82569,19.5,0.166668,842.25,95.75,False,6,,47,
Rhododendron micranthum,9.98333,11,10.0389,25.6,-0.366668,797.0,84.5,False,83,,516,
Rhododendron microgynum,9.98333,11,9.88472,21.5,4.16667,1133.5,151.0,False,16,,2,
Rhododendron mucronulatum,9.98333,11,10.5139,26.075,-0.429167,1096.25,126.25,False,114,,399,
Rhododendron nitidulum,9.98333,11,9.99444,22.85,2.875,871.25,89.25,False,8,,3,
Rhododendron occidentale,9.98333,11,11.0931,24.775,4.78333,944.75,90.0,False,87,,3396,
Rhododendron parmulatum,9.98333,11,8.17222,21.85,1.69167,735.75,87.5,False,13,,5,
Rhododendron pemakoense,9.98333,11,9.22361,21.375,2.9,914.75,102.25,False,26,,7,
Rhododendron phaeochrysum,9.98333,11,6.56389,19.7,0.708333,769.25,87.0,False,22,,18,
Rhododendron piercei,9.98333,11,10.0028,21.05,4.25833,1150.5,96.0,False,16,,4,
Rhododendron pilosum,9.98333,11,9.4389,25.7,0.8,1183.5,260.75,False,8,,59,
Rhododendron ponticum,9.98333,11,10.182,22.65,3.81666,796.0,153.5,False,98,,8653,
Rhododendron prattii,9.98333,11,10.6986,23.575,3.5375,827.25,88.0,False,14,,41,
Rhododendron pseudochrysanthum,9.98333,11,8.71459,18.825,3.69583,2402.25,225.75,False,37,,981,
Rhododendron purdomii,9.98333,11,11.2722,25.925,1.89583,767.0,95.25,False,22,,35,
Rhododendron racemosum,9.98333,11,11.7312,23.25,4.73334,841.5,98.25,False,75,,196,
Rhododendron rubropilosum,9.98333,11,10.268,19.95,5.04583,2202.5,196.0,False,17,,5,
Rhododendron rufum,9.98333,11,7.6375,22.975,-0.920833,728.5,85.5,False,15,,5,
Rhododendron russatum,9.98333,11,9.76458,21.9,3.36667,803.25,100.25,False,51,,31,
Rhododendron seinghkuense,9.98333,11,8.82501,22.7,4.075,1047.5,82.5,False,6,,12,
Rhododendron semibarbatum,9.98333,11,10.775,25.05,2.34167,1275.0,171.0,False,27,,673,
Rhododendron souliei,9.98333,11,9.59722,21.65,2.80834,800.0,85.5,False,32,,18,
Rhododendron sperabile,9.98333,11,12.4743,23.55,5.64167,1116.5,109.25,False,6,,52,
Rhododendron taiwanalpinum,9.98333,11,10.7014,20.425,5.55417,2037.0,214.5,False,5,,225,
Rhododendron tephropeplum,9.98333,11,9.98056,20.75,4.375,1045.75,110.0,False,16,,41,
Rhododendron trichanthum,9.98333,11,12.3042,24.2,4.60833,963.75,101.75,False,25,,37,
Rhododendron trichocladum,9.98333,11,9.85972,21.0,3.9875,888.25,106.25,False,15,,84,
Rhododendron trichostomum,9.98333,11,8.35554,21.05,2.03333,790.0,87.0,False,2,,84,
Rhododendron tschonoskii,9.98333,11,8.19583,23.6,-0.391667,1234.5,171.5,False,3,,298,
Rhododendron tsusiophyllum,9.98333,11,10.5611,24.575,3.40833,1323.25,135.25,False,8,,2,
Rhododendron wasonii,9.98333,11,11.4951,23.95,3.35,840.0,94.5,False,19,,33,
Rhododendron williamsianum,9.98333,11,10.7806,23.475,3.72083,945.25,102.75,False,69,,13,
Rhododendron wiltonii,9.98333,11,13.1694,24.8,4.98334,991.5,107.5,False,28,,24,
Rhododendron yedoense,9.98333,11,11.0153,26.725,0.1375,1160.0,140.25,False,26,,836,
Rhododendron yunnanense,9.98333,11,11.5979,23.0,4.46667,835.0,95.0,False,73,,189,
Rhus aromatica,9.98333,11,12.0986,29.85,1.44167,851.5,151.5,False,144,,9845,
Ribes aureum,9.98333,11,9.7,26.575,1.1125,565.75,91.5,False,118,,9541,
Ribes bracteosum,9.98333,11,8.71667,22.175,2.32083,1490.75,164.0,False,24,,1766,
Ribes davidii,9.98333,11,13.7597,26.2,6.30417,1070.5,58.5,False,5,,33,
Ribes divaricatum,9.98333,11,10.4542,22.85,3.83334,810.0,109.0,False,54,,1162,
Ribes laurifolium,9.98333,11,14.0535,24.875,5.62083,984.75,107.5,False,4,,24,
Ribes longeracemosum,9.98333,11,9.09721,23.1,2.85,911.25,97.0,False,6,,5,
Ribes luridum,9.98333,11,9.75834,23.3,2.97083,740.0,79.0,False,7,,61,
Ribes rubrum,9.98333,11,9.70069,23.225,2.6,727.5,141.75,False,85,,6938,
Ribes sanguineum,9.98333,11,10.0014,22.85,3.575,808.5,140.5,False,92,,9487,
Ribes uva-crispa,9.98333,11,8.975,22.8,1.87083,748.5,144.5,False,76,,8376,
Rodgersia aesculifolia,9.98333,11,10.2333,24.2,1.675,832.0,100.5,False,132,,272,
Rodgersia pinnata,9.98333,11,9.02361,22.45,2.43333,828.5,102.0,False,84,,88,
Rodgersia podophylla,9.98333,11,8.83194,22.55,0.866665,1032.5,149.0,False,14,,1788,
Rodgersia sambucifolia,9.98333,11,12.45,23.825,4.9625,855.5,92.5,False,58,,58,
Rosa brunonii,9.98333,11,12.1507,24.625,4.34583,848.75,103.25,False,39,,71,
Rosa canina,9.98333,11,9.76527,23.95,2.875,748.0,138.5,False,171,,812,
Rosa corymbifera,9.98333,11,9.64167,23.7,2.06667,770.5,148.25,False,4,,4978,
Rosa davidii,9.98333,11,11.4396,25.125,2.375,782.5,83.25,False,41,,118,
Rosa ecae,9.98333,11,9.27917,25.3,-0.783332,572.5,82.0,False,2,,68,
Rosa filipes,9.98333,11,10.7778,24.725,3.6875,857.0,99.5,False,23,,27,
Rosa gallica,9.98333,11,9.59443,24.45,1.66667,756.5,147.0,False,96,,474,
Rosa gymnocarpa,9.98333,11,10.4222,24.0,3.81667,940.0,102.0,False,52,,2877,
Rosa macrophylla,9.98333,11,9.6875,22.225,2.68334,813.5,96.0,False,37,,193,
Rosa micrantha,9.98333,11,10.4194,24.4,3.12917,748.0,149.0,False,43,,666,
Rosa moyesii,9.98333,11,9.05971,22.575,1.7125,793.75,96.25,False,8,,226,
Rosa nutkana,9.98333,11,10.05,23.5,3.19167,858.0,114.0,False,64,,3537,
Rosa palustris,9.98333,11,10.0806,27.0,0.125002,988.5,198.5,False,12,,2882,
Rosa pisocarpa,9.98333,11,10.3396,24.775,3.40417,990.5,108.5,False,41,,54,
Rosa pulverulenta,9.98333,11,9.57987,25.275,2.22083,710.75,107.25,False,29,,68,
Rosa rubiginosa,9.98333,11,10.4014,24.5,3.61667,799.5,154.0,False,1,,7658,
Rosa rugosa,9.98333,11,9.00416,23.45,1.85,801.0,150.5,False,1,,8892,
