AccNoFull,ItemAccNoFull,LocationName,LocationCoordY,LocationCoordX,LifeForm,Family,Genus,GenusSpecies,ItemLocationCode,ProvenanceCode,ItemType,IUCNRedList,NationalRedList,RegionalRedList,Locality,LocalityFull,climate_rating_emissions_limited_2050,climate_rating_current_sheet,climate_rating_business_as_usual_2090,climate_rating_bau_plus_1degree_2090
1972-0209,1972-0209.16,Asian Garden,-123.2490396,49.25271605,Shrub,Ericaceae,Rhododendron,Rhododendron thomsonii,3AC7,W,Planting,,,,Bagang Khola,"NPL: Bagang Khola, 3901 m",8,11,5,5
1972-0246,1972-0246.01,Asian Garden,-123.2479935,49.25203532,Shrub,Ericaceae,Rhododendron,Rhododendron schlippenbachii,3AE1,G,Planting,,,,,,8,11,5,5
1972-0247,1972-0247.02,Asian Garden,-123.250395,49.25316463,Shrub,Ericaceae,Rhododendron,Rhododendron barbatum,3AB6,W,Planting,,,,ca. 50 miles from Kathmandu,NPL: ca. 50 miles from Kathmandu,5,11,5,5
1972-0247,1972-0247.03,Asian Garden,-123.250395,49.25316463,Shrub,Ericaceae,Rhododendron,Rhododendron barbatum,3AB6,W,Planting,,,,ca. 50 miles from Kathmandu,NPL: ca. 50 miles from Kathmandu,5,11,5,5
1972-0247,1972-0247.04,Asian Garden,-123.250395,49.25316463,Shrub,Ericaceae,Rhododendron,Rhododendron barbatum,3AB6,W,Planting,,,,ca. 50 miles from Kathmandu,NPL: ca. 50 miles from Kathmandu,5,11,5,5
1972-0247,1972-0247.05,Asian Garden,-123.250395,49.25316463,Shrub,Ericaceae,Rhododendron,Rhododendron barbatum,3AB6,W,Planting,,,,ca. 50 miles from Kathmandu,NPL: ca. 50 miles from Kathmandu,5,11,5,5
1972-0247,1972-0247.06,Asian Garden,-123.250583,49.253088,Shrub,Ericaceae,Rhododendron,Rhododendron barbatum,3AB8,W,Planting,,,,ca. 50 miles from Kathmandu,NPL: ca. 50 miles from Kathmandu,5,11,5,5
1972-0247,1972-0247.07,Asian Garden,-123.250583,49.253088,Shrub,Ericaceae,Rhododendron,Rhododendron barbatum,3AB8,W,Planting,,,,ca. 50 miles from Kathmandu,NPL: ca. 50 miles from Kathmandu,5,11,5,5
1972-0247,1972-0247.08,Asian Garden,-123.250583,49.253088,Shrub,Ericaceae,Rhododendron,Rhododendron barbatum,3AB8,W,Planting,,,,ca. 50 miles from Kathmandu,NPL: ca. 50 miles from Kathmandu,5,11,5,5
1972-0247,1972-0247.09,Asian Garden,-123.250395,49.25316463,Shrub,Ericaceae,Rhododendron,Rhododendron barbatum,3AB6,W,Planting,,,,ca. 50 miles from Kathmandu,NPL: ca. 50 miles from Kathmandu,5,11,5,5
1972-0307,1972-0307.03,Asian Garden,-123.2493794,49.25320533,Shrub,Ericaceae,Rhododendron,Rhododendron rigidum,3AB2,U,Planting,,,,,,11,9,11,11
1972-0307,1972-0307.04,Asian Garden,-123.2493794,49.25320533,Shrub,Ericaceae,Rhododendron,Rhododendron rigidum,3AB2,U,Planting,,,,,,11,9,11,11
1972-0307,1972-0307.05,Asian Garden,-123.2493794,49.25320533,Shrub,Ericaceae,Rhododendron,Rhododendron rigidum,3AB2,U,Planting,,,,,,11,9,11,11
1972-0308,1972-0308.01,Asian Garden,-123.2481457,49.25190438,Shrub,Ericaceae,Rhododendron,Rhododendron yedoense,3AE2,G,Planting,,,,,,11,11,8,5
1972-0308,1972-0308.02,Asian Garden,-123.2479935,49.25203532,Shrub,Ericaceae,Rhododendron,Rhododendron yedoense,3AE1,G,Planting,,,,,,11,11,8,5
1972-0308,1972-0308.03,Asian Garden,-123.2481457,49.25190438,Shrub,Ericaceae,Rhododendron,Rhododendron yedoense,3AE2,G,Planting,,,,,,11,11,8,5
1972-0308,1972-0308.04,Asian Garden,-123.2481457,49.25190438,Shrub,Ericaceae,Rhododendron,Rhododendron yedoense,3AE2,G,Planting,,,,,,11,11,8,5
1972-0309,1972-0309.01,Asian Garden,-123.2478291,49.25185197,Shrub,Ericaceae,Rhododendron,Rhododendron,3AE3,G,Planting,,,,,,,,,
1972-0309,1972-0309.02,Asian Garden,-123.2478291,49.25185197,Shrub,Ericaceae,Rhododendron,Rhododendron,3AE3,G,Planting,,,,,,,,,
1972-0309,1972-0309.03,Asian Garden,-123.2478291,49.25185197,Shrub,Ericaceae,Rhododendron,Rhododendron,3AE3,G,Planting,,,,,,,,,
1972-0309,1972-0309.04,Asian Garden,-123.2475103,49.25182538,Shrub,Ericaceae,Rhododendron,Rhododendron,3AF1,G,Planting,,,,,,,,,
1972-0309,1972-0309.05,Asian Garden,-123.2478291,49.25185197,Shrub,Ericaceae,Rhododendron,Rhododendron,3AE3,G,Planting,,,,,,,,,
1972-0309,1972-0309.06,Asian Garden,-123.2478291,49.25185197,Shrub,Ericaceae,Rhododendron,Rhododendron,3AE3,G,Planting,,,,,,,,,
1972-0447,1972-0447.01,Alpine Garden,-123.246396,49.253624,Shrub,Ericaceae,Rhododendron,Rhododendron kiusianum,LAS3,G,Planting,,,,,,11,11,11,11
1972-0447,1972-0447.02,Asian Garden,-123.2478291,49.25185197,Shrub,Ericaceae,Rhododendron,Rhododendron kiusianum,3AE3,G,Planting,,,,,,11,11,11,11
1972-0512,1972-0512.01,Asian Garden,-123.2481457,49.25190438,Shrub,Ericaceae,Rhododendron,Rhododendron yedoense,3AE2,G,Planting,,,,,,11,11,8,5
1972-0699,1972-0699.01,Alpine Garden,-123.246396,49.253624,Shrub,Ericaceae,Rhododendron,Rhododendron kiusianum,LAS3,U,Planting,,,,,,11,11,11,11
1973-0053,1973-0053.01,Asian Garden,-123.2492523,49.25244587,Shrub,Ericaceae,Rhododendron,Rhododendron aberconwayi,3AD2,G,Planting,,,,,,11,9,11,11
1973-0053,1973-0053.02,Asian Garden,-123.2495243,49.25235046,Shrub,Ericaceae,Rhododendron,Rhododendron aberconwayi,3AC1,G,Planting,,,,,,11,9,11,11
1973-0054,1973-0054.02,Alpine Garden,-123.246104,49.25365,Shrub,Ericaceae,Rhododendron,Rhododendron hippophaeoides,LAS4,G,Planting,,,,,,11,11,8,5
1973-0234,1973-0234.01,Asian Garden,-123.2482302,49.25242023,Shrub,Ericaceae,Rhododendron,Rhododendron alutaceum,3AD1,G,Planting,,,,,,6,11,5,5
1973-0293,1973-0293.02,Rain Forest Garden,-123.245151,49.253289,Shrub,Ericaceae,Rhododendron,Rhododendron groenlandicum,1B33,W,Planting,,,Yellow-listed British Columbia,ca. 5 mi. ne of Ladner,"CAN: British Columbia, Greater Vancouver Regional District, ca. 5 mi. ne of Ladner",3,9,3,2
1973-0299,1973-0299.01,Rain Forest Garden,-123.245399,49.253238,Shrub,Ericaceae,Rhododendron,Rhododendron menziesii,1B37,W,Planting,,,Yellow-listed British Columbia,"UBC Forest, Rd. K","CAN: British Columbia, Greater Vancouver Regional District, UBC Forest, Rd. K",2,9,2,2
1973-0329,1973-0329.01,Asian Garden,-123.247394,49.25053,Shrub,Ericaceae,Rhododendron,Rhododendron brachycarpum,3AF8,G,Planting,,,,,,6,9,3,3
1974-0145,1974-0145.01,Asian Garden,-123.2500403,49.25290045,Shrub,Ericaceae,Rhododendron,Rhododendron,3AB7,G,Planting,,,,,,,,,
1974-0296,1974-0296.01,Nitobe Memorial Garden,,,Shrub,Ericaceae,Rhododendron,Rhododendron groenlandicum,5A,G,Planting,,,Yellow-listed British Columbia,,,3,9,3,2
1974-0311,1974-0311.01,Nitobe Memorial Garden,,,Shrub,Ericaceae,Rhododendron,Rhododendron columbianum,5A,G,Planting,,,Yellow-listed British Columbia,,,8,11,3,3
1974-0367,1974-0367.01,Nitobe Memorial Garden,,,Shrub,Ericaceae,Rhododendron,Rhododendron menziesii,5A,G,Planting,,,Yellow-listed British Columbia,,,2,9,2,2
1974-0376,1974-0376.01,Nitobe Memorial Garden,,,Shrub,Ericaceae,Rhododendron,Rhododendron mucronatum,5A,G,Planting,,,,,,11,9,11,11
1974-0377,1974-0377.01,Nitobe Memorial Garden,,,Shrub,Ericaceae,Rhododendron,Rhododendron mucronatum,5A,G,Planting,,,,,,11,9,11,11
1974-0378,1974-0378.01,Nitobe Memorial Garden,,,Shrub,Ericaceae,Rhododendron,Rhododendron kaempferi,5A,G,Planting,,,,,,11,11,11,8
1974-0379,1974-0379.01,Nitobe Memorial Garden,,,Shrub,Ericaceae,Rhododendron,Rhododendron kiusianum,5A,G,Planting,,,,,,11,11,11,11
1974-0380,1974-0380.01,Nitobe Memorial Garden,,,Shrub,Ericaceae,Rhododendron,Rhododendron obtusum,5A,G,Planting,,,,,,,,,
1974-0407,1974-0407.01,Asian Garden,-123.2475103,49.25182538,Shrub,Ericaceae,Rhododendron,Rhododendron indicum,3AF1,G,Planting,,,,,,9,9,9,11
1974-0407,1974-0407.01,Asian Garden,-123.2475103,49.25182538,Shrub,Ericaceae,Rhododendron,Rhododendron indicum,3AF1,G,Planting,,,,,,9,9,9,11
1974-0408,1974-0408.01,Asian Garden,-123.2475103,49.25182538,Shrub,Ericaceae,Rhododendron,Rhododendron indicum,3AF1,G,Planting,,,,,,9,9,9,11
1974-0408,1974-0408.01,Asian Garden,-123.2475103,49.25182538,Shrub,Ericaceae,Rhododendron,Rhododendron indicum,3AF1,G,Planting,,,,,,9,9,9,11
1974-0409,1974-0409.01,Asian Garden,-123.2475103,49.25182538,Shrub,Ericaceae,Rhododendron,Rhododendron indicum,3AF1,G,Planting,,,,,,9,9,9,11
1974-0409,1974-0409.01,Asian Garden,-123.2475103,49.25182538,Shrub,Ericaceae,Rhododendron,Rhododendron indicum,3AF1,G,Planting,,,,,,9,9,9,11
1974-0409,1974-0409.89,Asian Garden,-123.2475103,49.25182538,Shrub,Ericaceae,Rhododendron,Rhododendron indicum,3AF1,G,Planting,,,,,,9,9,9,11
1974-0409,1974-0409.89,Asian Garden,-123.2475103,49.25182538,Shrub,Ericaceae,Rhododendron,Rhododendron indicum,3AF1,G,Planting,,,,,,9,9,9,11
1974-0409,1974-0409.90,Asian Garden,-123.2475103,49.25182538,Shrub,Ericaceae,Rhododendron,Rhododendron indicum,3AF1,G,Planting,,,,,,9,9,9,11
1974-0409,1974-0409.90,Asian Garden,-123.2475103,49.25182538,Shrub,Ericaceae,Rhododendron,Rhododendron indicum,3AF1,G,Planting,,,,,,9,9,9,11
1974-0411,1974-0411.01,Asian Garden,-123.2475103,49.25182538,Shrub,Ericaceae,Rhododendron,Rhododendron indicum,3AF1,G,Planting,,,,,,9,9,9,11
1974-0411,1974-0411.01,Asian Garden,-123.2475103,49.25182538,Shrub,Ericaceae,Rhododendron,Rhododendron indicum,3AF1,G,Planting,,,,,,9,9,9,11
1974-0412,1974-0412.01,Asian Garden,-123.2475103,49.25182538,Shrub,Ericaceae,Rhododendron,Rhododendron indicum,3AF1,G,Planting,,,,,,9,9,9,11
1974-0412,1974-0412.01,Asian Garden,-123.2475103,49.25182538,Shrub,Ericaceae,Rhododendron,Rhododendron indicum,3AF1,G,Planting,,,,,,9,9,9,11
1974-0412,1974-0412.02,Asian Garden,-123.2478291,49.25185197,Shrub,Ericaceae,Rhododendron,Rhododendron indicum,3AE3,G,Planting,,,,,,9,9,9,11
1974-0412,1974-0412.02,Asian Garden,-123.2478291,49.25185197,Shrub,Ericaceae,Rhododendron,Rhododendron indicum,3AE3,G,Planting,,,,,,9,9,9,11
1974-0412,1974-0412.03,Nitobe,-123.259641,49.26616,Shrub,Ericaceae,Rhododendron,Rhododendron indicum,5,G,Planting,,,,,,9,9,9,11
1974-0412,1974-0412.03,Nitobe,-123.259641,49.26616,Shrub,Ericaceae,Rhododendron,Rhododendron indicum,5,G,Planting,,,,,,9,9,9,11
1974-0412,1974-0412.89,Asian Garden,-123.2475103,49.25182538,Shrub,Ericaceae,Rhododendron,Rhododendron indicum,3AF1,G,Planting,,,,,,9,9,9,11
1974-0412,1974-0412.89,Asian Garden,-123.2475103,49.25182538,Shrub,Ericaceae,Rhododendron,Rhododendron indicum,3AF1,G,Planting,,,,,,9,9,9,11
1974-0414,1974-0414.01,Asian Garden,-123.2475103,49.25182538,Shrub,Ericaceae,Rhododendron,Rhododendron indicum,3AF1,G,Planting,,,,,,9,9,9,11
1974-0414,1974-0414.01,Asian Garden,-123.2475103,49.25182538,Shrub,Ericaceae,Rhododendron,Rhododendron indicum,3AF1,G,Planting,,,,,,9,9,9,11
1974-0414,1974-0414.02,Nitobe,-123.259641,49.26616,Shrub,Ericaceae,Rhododendron,Rhododendron indicum,5,G,Planting,,,,,,9,9,9,11
1974-0414,1974-0414.02,Nitobe,-123.259641,49.26616,Shrub,Ericaceae,Rhododendron,Rhododendron indicum,5,G,Planting,,,,,,9,9,9,11
1974-0415,1974-0415.01,Asian Garden,-123.2475103,49.25182538,Shrub,Ericaceae,Rhododendron,Rhododendron indicum,3AF1,G,Planting,,,,,,9,9,9,11
1974-0415,1974-0415.01,Asian Garden,-123.2475103,49.25182538,Shrub,Ericaceae,Rhododendron,Rhododendron indicum,3AF1,G,Planting,,,,,,9,9,9,11
1974-0416,1974-0416.01,Asian Garden,-123.2478291,49.25185197,Shrub,Ericaceae,Rhododendron,Rhododendron indicum,3AE3,G,Planting,,,,,,9,9,9,11
1974-0416,1974-0416.01,Asian Garden,-123.2478291,49.25185197,Shrub,Ericaceae,Rhododendron,Rhododendron indicum,3AE3,G,Planting,,,,,,9,9,9,11
1974-0416,1974-0416.03,Asian Garden,-123.2475103,49.25182538,Shrub,Ericaceae,Rhododendron,Rhododendron indicum,3AF1,G,Planting,,,,,,9,9,9,11
1974-0416,1974-0416.03,Asian Garden,-123.2475103,49.25182538,Shrub,Ericaceae,Rhododendron,Rhododendron indicum,3AF1,G,Planting,,,,,,9,9,9,11
1974-0416,1974-0416.04,Asian Garden,-123.2475103,49.25182538,Shrub,Ericaceae,Rhododendron,Rhododendron indicum,3AF1,G,Planting,,,,,,9,9,9,11
1974-0416,1974-0416.04,Asian Garden,-123.2475103,49.25182538,Shrub,Ericaceae,Rhododendron,Rhododendron indicum,3AF1,G,Planting,,,,,,9,9,9,11
1974-0416,1974-0416.05,Nitobe,-123.259641,49.26616,Shrub,Ericaceae,Rhododendron,Rhododendron indicum,5,G,Planting,,,,,,9,9,9,11
1974-0416,1974-0416.05,Nitobe,-123.259641,49.26616,Shrub,Ericaceae,Rhododendron,Rhododendron indicum,5,G,Planting,,,,,,9,9,9,11
1974-0417,1974-0417.01,Asian Garden,-123.2475103,49.25182538,Shrub,Ericaceae,Rhododendron,Rhododendron indicum,3AF1,G,Planting,,,,,,9,9,9,11
1974-0417,1974-0417.01,Asian Garden,-123.2475103,49.25182538,Shrub,Ericaceae,Rhododendron,Rhododendron indicum,3AF1,G,Planting,,,,,,9,9,9,11
1974-0417,1974-0417.02,Nitobe,-123.259641,49.26616,Shrub,Ericaceae,Rhododendron,Rhododendron indicum,5,G,Planting,,,,,,9,9,9,11
1974-0417,1974-0417.02,Nitobe,-123.259641,49.26616,Shrub,Ericaceae,Rhododendron,Rhododendron indicum,5,G,Planting,,,,,,9,9,9,11
1974-0973,1974-0973.01,Alpine Garden,-123.246133,49.253477,Shrub,Ericaceae,Rhododendron,Rhododendron leucaspis,LAS5,G,Planting,,,,,,8,9,11,8
1974-1015,1974-1015.01,Alpine Garden,-123.246104,49.25365,Shrub,Ericaceae,Rhododendron,Rhododendron fastigiatum,LAS4,G,Planting,,,,,,11,11,11,8
1974-1015,1974-1015.02,Alpine Garden,-123.246133,49.253477,Shrub,Ericaceae,Rhododendron,Rhododendron fastigiatum,LAS5,G,Planting,,,,,,11,11,11,8
1974-1017,1974-1017.01,Alpine Garden,-123.246396,49.253624,Shrub,Ericaceae,Rhododendron,Rhododendron fastigiatum,LAS3,G,Planting,,,,,,11,11,11,8
1974-1020,1974-1020.01,Asian Garden,-123.2495641,49.25337494,Shrub,Ericaceae,Rhododendron,Rhododendron lutescens,3AA8,G,Planting,,,,,,11,9,11,11
1974-1025,1974-1025.01,Alpine Garden,-123.246765,49.25398,Shrub,Ericaceae,Rhododendron,Rhododendron prinophyllum,LNA5,G,Planting,,,,,,11,11,8,5
1974-1029,1974-1029.01,Alpine Garden,-123.246133,49.253477,Shrub,Ericaceae,Rhododendron,Rhododendron yakushimanum,LAS5,U,Planting,,,,,,11,9,11,11
1974-1065,1974-1065.01,Alpine Garden,-123.246104,49.25365,Shrub,Ericaceae,Rhododendron,Rhododendron tsusiophyllum,LAS4,G,Planting,,,,,,11,11,8,8
1974-1075,1974-1075.01,Asian Garden,-123.2487469,49.25216056,Shrub,Ericaceae,Rhododendron,Rhododendron fortunei,3AD6,G,Planting,,,,,,9,9,8,8
1974-1077,1974-1077.01,Asian Garden,-123.2478291,49.25185197,Shrub,Ericaceae,Rhododendron,Rhododendron indicum,3AE3,G,Planting,,,,,,9,9,9,11
1974-1077,1974-1077.01,Asian Garden,-123.2478291,49.25185197,Shrub,Ericaceae,Rhododendron,Rhododendron indicum,3AE3,G,Planting,,,,,,9,9,9,11
1974-1319,1974-1319.01,Asian Garden,-123.248709,49.25159409,Shrub,Ericaceae,Rhododendron,Rhododendron decorum,3AH8,G,Planting,,,,,,11,11,11,11
1974-1319,1974-1319.02,Asian Garden,-123.248709,49.25159409,Shrub,Ericaceae,Rhododendron,Rhododendron decorum,3AH8,G,Planting,,,,,,11,11,11,11
1975-0032,1975-0032.01,Asian Garden,-123.2493794,49.25320533,Shrub,Ericaceae,Rhododendron,Rhododendron,3AB2,U,Planting,,,,,,,,,
1975-0032,1975-0032.02,Asian Garden,-123.2493794,49.25320533,Shrub,Ericaceae,Rhododendron,Rhododendron,3AB2,U,Planting,,,,,,,,,
1975-0032,1975-0032.03,Asian Garden,-123.2493794,49.25320533,Shrub,Ericaceae,Rhododendron,Rhododendron,3AB2,U,Planting,,,,,,,,,
1975-0727,1975-0727.01,Rain Forest Garden,-123.24404,49.253592,Shrub,Ericaceae,Rhododendron,Rhododendron macrophyllum,1B23,W,Planting,Least concern,No Status SARA,Yellow-listed British Columbia,"Ross Lk.Rd., Hope. above river on hillside under conifers","CAN: British Columbia, Fraser Valley Regional District, Ross Lk.Rd., Hope. above river on hillside under conifers, 305 m, 49 10 | -121 20",11,11,6,3
1975-0727,1975-0727.05,Rain Forest Garden,-123.245399,49.253238,Shrub,Ericaceae,Rhododendron,Rhododendron macrophyllum,1B37,W,Planting,Least concern,No Status SARA,Yellow-listed British Columbia,"Ross Lk.Rd., Hope. above river on hillside under conifers","CAN: British Columbia, Fraser Valley Regional District, Ross Lk.Rd., Hope. above river on hillside under conifers, 305 m, 49 10 | -121 20",11,11,6,3
1975-0727,1975-0727.07,Dwarf Pinetum,-123.245496,49.253423,Shrub,Ericaceae,Rhododendron,Rhododendron macrophyllum,1DP2,W,Planting,Least concern,No Status SARA,Yellow-listed British Columbia,"Ross Lk.Rd., Hope. above river on hillside under conifers","CAN: British Columbia, Fraser Valley Regional District, Ross Lk.Rd., Hope. above river on hillside under conifers, 305 m, 49 10 | -121 20",11,11,6,3
1975-0727,1975-0727.08,Rain Forest Garden,-123.244192,49.253969,Shrub,Ericaceae,Rhododendron,Rhododendron macrophyllum,1B13,W,Planting,Least concern,No Status SARA,Yellow-listed British Columbia,"Ross Lk.Rd., Hope. above river on hillside under conifers","CAN: British Columbia, Fraser Valley Regional District, Ross Lk.Rd., Hope. above river on hillside under conifers, 305 m, 49 10 | -121 20",11,11,6,3
1975-0727,1975-0727.09,Dwarf Pinetum,-123.245496,49.253423,Shrub,Ericaceae,Rhododendron,Rhododendron macrophyllum,1DP2,W,Planting,Least concern,No Status SARA,Yellow-listed British Columbia,"Ross Lk.Rd., Hope. above river on hillside under conifers","CAN: British Columbia, Fraser Valley Regional District, Ross Lk.Rd., Hope. above river on hillside under conifers, 305 m, 49 10 | -121 20",11,11,6,3
1975-0896,1975-0896.01,Asian Garden,-123.2481083,49.25130233,Shrub,Ericaceae,Rhododendron,Rhododendron decorum,3AH1,G,Planting,,,,,,11,11,11,11
1975-0896,1975-0896.02,Asian Garden,-123.2497293,49.25284675,Shrub,Ericaceae,Rhododendron,Rhododendron decorum,3AC2,G,Planting,,,,,,11,11,11,11
1975-0899,1975-0899.01,Asian Garden,-123.2492523,49.25244587,Shrub,Ericaceae,Rhododendron,Rhododendron wardii,3AD2,G,Planting,,,,,,11,11,8,5
1975-0899,1975-0899.02,Asian Garden,-123.2492523,49.25244587,Shrub,Ericaceae,Rhododendron,Rhododendron wardii,3AD2,G,Planting,,,,,,11,11,8,5
1975-0901,1975-0901.01,Asian Garden,-123.24905,49.25295255,Shrub,Ericaceae,Rhododendron,Rhododendron triflorum,3ABB,G,Planting,,,,,,11,11,11,11
1976-0021,1976-0021.01,Asian Garden,-123.2493794,49.25320533,Shrub,Ericaceae,Rhododendron,Rhododendron micranthum,3AB2,U,Planting,,,,,,11,11,8,8
1976-0169,1976-0169.01,Asian Garden,-123.2475103,49.25182538,Shrub,Ericaceae,Rhododendron,Rhododendron brachyanthum,3AF1,G,Planting,,,,,,11,11,11,8
1976-0169,1976-0169.02,Asian Garden,-123.2475103,49.25182538,Shrub,Ericaceae,Rhododendron,Rhododendron brachyanthum,3AF1,G,Planting,,,,,,11,11,11,8
1976-0170,1976-0170.02,Asian Garden,-123.2479955,49.25177101,Shrub,Ericaceae,Rhododendron,Rhododendron hanceanum,3AE4,G,Planting,,,,,,11,11,11,11
1976-0170,1976-0170.03,Asian Garden,-123.2499974,49.25258482,Shrub,Ericaceae,Rhododendron,Rhododendron hanceanum,3AC5,G,Planting,,,,,,11,11,11,11
1976-0170,1976-0170.04,Asian Garden,-123.2484641,49.2517186,Shrub,Ericaceae,Rhododendron,Rhododendron hanceanum,3AE5,G,Planting,,,,,,11,11,11,11
1976-0170,1976-0170.05,Asian Garden,-123.2504036,49.25377948,Shrub,Ericaceae,Rhododendron,Rhododendron hanceanum,3AAG,G,Planting,,,,,,11,11,11,11
1976-0170,1976-0170.10,Asian Garden,-123.2479955,49.25177101,Shrub,Ericaceae,Rhododendron,Rhododendron hanceanum,3AE4,G,Planting,,,,,,11,11,11,11
1976-0170,1976-0170.11,Asian Garden,-123.2479955,49.25177101,Shrub,Ericaceae,Rhododendron,Rhododendron hanceanum,3AE4,G,Planting,,,,,,11,11,11,11
1976-0170,1976-0170.12,Asian Garden,-123.2479955,49.25177101,Shrub,Ericaceae,Rhododendron,Rhododendron hanceanum,3AE4,G,Planting,,,,,,11,11,11,11
1976-0170,1976-0170.13,Asian Garden,-123.2479955,49.25177101,Shrub,Ericaceae,Rhododendron,Rhododendron hanceanum,3AE4,G,Planting,,,,,,11,11,11,11
1976-0170,1976-0170.14,Asian Garden,-123.2499974,49.25258482,Shrub,Ericaceae,Rhododendron,Rhododendron hanceanum,3AC5,G,Planting,,,,,,11,11,11,11
1976-0170,1976-0170.15,Asian Garden,-123.2499974,49.25258482,Shrub,Ericaceae,Rhododendron,Rhododendron hanceanum,3AC5,G,Planting,,,,,,11,11,11,11
1976-0170,1976-0170.16,Asian Garden,-123.2504036,49.25377948,Shrub,Ericaceae,Rhododendron,Rhododendron hanceanum,3AAG,G,Planting,,,,,,11,11,11,11
1976-0170,1976-0170.17,Asian Garden,-123.2498116,49.253454,Shrub,Ericaceae,Rhododendron,Rhododendron hanceanum,3AA7,G,Planting,,,,,,11,11,11,11
1976-0457,1976-0457.01,Asian Garden,-123.2480572,49.25083539,Shrub,Ericaceae,Rhododendron,Rhododendron arizelum,3AF7,G,Planting,,,,,,11,11,11,5
1976-0457,1976-0457.02,Asian Garden,-123.2480572,49.25083539,Shrub,Ericaceae,Rhododendron,Rhododendron arizelum,3AF7,G,Planting,,,,,,11,11,11,5
1976-0457,1976-0457.03,Asian Garden,-123.2480572,49.25083539,Shrub,Ericaceae,Rhododendron,Rhododendron arizelum,3AF7,G,Planting,,,,,,11,11,11,5
1976-0458,1976-0458.01,Asian Garden,-123.2485236,49.25129916,Shrub,Ericaceae,Rhododendron,Rhododendron calophytum,3AH6,G,Planting,,,,,,11,9,11,11
1976-0458,1976-0458.02,Asian Garden,-123.2489285,49.25139453,Shrub,Ericaceae,Rhododendron,Rhododendron calophytum,3AH3,G,Planting,,,,,,11,9,11,11
1976-0458,1976-0458.03,Asian Garden,-123.2488464,49.25148647,Shrub,Ericaceae,Rhododendron,Rhododendron calophytum,3AH4,G,Planting,,,,,,11,9,11,11
1976-0458,1976-0458.04,Asian Garden,-123.2480572,49.25083539,Shrub,Ericaceae,Rhododendron,Rhododendron calophytum,3AF7,G,Planting,,,,,,11,9,11,11
1976-0458,1976-0458.05,Asian Garden,-123.2483829,49.25150426,Shrub,Ericaceae,Rhododendron,Rhododendron calophytum,3AE8,G,Planting,,,,,,11,9,11,11
1976-0458,1976-0458.06,Asian Garden,-123.2488464,49.25148647,Shrub,Ericaceae,Rhododendron,Rhododendron calophytum,3AH4,G,Planting,,,,,,11,9,11,11
1976-0460,1976-0460.04,Asian Garden,-123.2478978,49.25110422,Shrub,Ericaceae,Rhododendron,Rhododendron hodgsonii,3AF4,G,Planting,,,,,,8,9,5,5
1976-0542,1976-0542.01,Contemporary Garden,-123.246002,49.253038,Shrub,Ericaceae,Rhododendron,Rhododendron,1C02,G,Planting,,,,,,,,,
1976-0734,1976-0734.01,Asian Garden,-123.247394,49.25053,Shrub,Ericaceae,Rhododendron,Rhododendron degronianum,3AF8,G,Planting,,,,,,6,9,5,5
1976-0735,1976-0735.01,Asian Garden,-123.2481457,49.25190438,Shrub,Ericaceae,Rhododendron,Rhododendron nakaharae,3AE2,G,Planting,,,,,,9,9,6,5
1976-0736,1976-0736.02,Asian Garden,-123.250583,49.253088,Shrub,Ericaceae,Rhododendron,Rhododendron sanguineum,3AB8,G,Planting,,,,,,8,9,8,5
1976-0736,1976-0736.03,Asian Garden,-123.250583,49.253088,Shrub,Ericaceae,Rhododendron,Rhododendron sanguineum,3AB8,G,Planting,,,,,,8,9,8,5
1976-0743,1976-0743.01,Asian Garden,-123.2496979,49.25370219,Shrub,Ericaceae,Rhododendron,Rhododendron arboreum,3AA2,W,Planting,,,,"Bara Pokhari Lehk,98","NPL: Bara Pokhari Lehk,98",11,11,11,11
1976-0793,1976-0793.02,Asian Garden,-123.24905,49.25295255,Shrub,Ericaceae,Rhododendron,Rhododendron yunnanense,3ABB,G,Planting,,,,,,11,11,11,11
1976-0795,1976-0795.02,Asian Garden,-123.2487469,49.25216056,Shrub,Ericaceae,Rhododendron,Rhododendron cinnabarinum,3AD6,W,Planting,,,,,"CHN: Xizang (Tibet), 3658 m",8,9,5,5
1976-0795,1976-0795.03,Asian Garden,-123.2487469,49.25216056,Shrub,Ericaceae,Rhododendron,Rhododendron cinnabarinum,3AD6,W,Planting,,,,,"CHN: Xizang (Tibet), 3658 m",8,9,5,5
1976-0798,1976-0798.01,Asian Garden,-123.2497293,49.25284675,Shrub,Ericaceae,Rhododendron,Rhododendron × trichophorum,3AC2,G,Planting,,,,,,,,,
1976-0799,1976-0799.01,Asian Garden,-123.2478291,49.25185197,Shrub,Ericaceae,Rhododendron,Rhododendron campylogynum,3AE3,G,Planting,,,,,,11,11,11,8
