family,genus,n_accepted_species_in_genus,n_genera_in_family,n_accepted_species_in_family
Anacardiaceae,Poupartiopsis,1,81,965
Anacardiaceae,Protorhus,3,81,965
Anacardiaceae,Pseudosmodingium,5,81,965
Anacardiaceae,Pseudospondias,2,81,965
Anacardiaceae,Rhodosphaera,1,81,965
Anacardiaceae,Rhus,59,81,965
Anacardiaceae,Schinopsis,7,81,965
Anacardiaceae,Schinus,44,81,965
Anacardiaceae,Sclerocarya,2,81,965
Anacardiaceae,Searsia,110,81,965
Anacardiaceae,Semecarpus,89,81,965
Anacardiaceae,Smodingium,1,81,965
Anacardiaceae,Solenocarpus,2,81,965
Anacardiaceae,Sorindeia,10,81,965
Anacardiaceae,Spondias,18,81,965
Anacardiaceae,Swintonia,14,81,965
Anacardiaceae,Tapirira,9,81,965
Anacardiaceae,Thyrsodium,7,81,965
Anacardiaceae,Toxicodendron,30,81,965
Anacardiaceae,Trichoscypha,32,81,965
Anacardiaceae,Tumultivenia,1,81,965
Anacardiaceae,Uniostium,1,81,965
Annonaceae,Afroguatteria,3,108,2632
Annonaceae,Alphonsea,39,108,2632
Annonaceae,Ambavia,2,108,2632
Annonaceae,Anaxagorea,25,108,2632
Annonaceae,Annickia,8,108,2632
Annonaceae,Annona,181,108,2632
Annonaceae,Anonidium,4,108,2632
Annonaceae,Artabotrys,114,108,2632
Annonaceae,Asimina,18,108,2632
Annonaceae,Asteranthe,2,108,2632
Annonaceae,Bocagea,4,108,2632
Annonaceae,Bocageopsis,4,108,2632
Annonaceae,Brieya,2,108,2632
Annonaceae,Cananga,2,108,2632
Annonaceae,Cardiopetalum,3,108,2632
Annonaceae,Cleistochlamys,1,108,2632
Annonaceae,Cleistopholis,4,108,2632
Annonaceae,Cremastosperma,34,108,2632
Annonaceae,Cyathocalyx,7,108,2632
Annonaceae,Cymbopetalum,27,108,2632
Annonaceae,Dasymaschalon,32,108,2632
Annonaceae,Dendrokingstonia,3,108,2632
Annonaceae,Dennettia,1,108,2632
Annonaceae,Desmopsis,46,108,2632
Annonaceae,Desmos,19,108,2632
Annonaceae,Diclinanona,3,108,2632
Annonaceae,Dielsiothamnus,1,108,2632
Annonaceae,Disepalum,10,108,2632
Annonaceae,Drepananthus,28,108,2632
Annonaceae,Duckeanthus,1,108,2632
Annonaceae,Duguetia,98,108,2632
Annonaceae,Ephedranthus,7,108,2632
Annonaceae,Fenerivia,11,108,2632
Annonaceae,Fissistigma,61,108,2632
Annonaceae,Friesodielsia,53,108,2632
Annonaceae,Froesiodendron,3,108,2632
Annonaceae,Fusaea,2,108,2632
Annonaceae,Goniothalamus,141,108,2632
Annonaceae,Greenwayodendron,6,108,2632
Annonaceae,Guatteria,187,108,2632
Annonaceae,Hexalobus,5,108,2632
Annonaceae,Hornschuchia,12,108,2632
Annonaceae,Huberantha,35,108,2632
Annonaceae,Isolona,20,108,2632
Annonaceae,Klarobelia,14,108,2632
Annonaceae,Leoheo,1,108,2632
Annonaceae,Letestudoxa,3,108,2632
Annonaceae,Lettowianthus,1,108,2632
Annonaceae,Lukea,2,108,2632
Annonaceae,Maasia,6,108,2632
Annonaceae,Malmea,7,108,2632
Annonaceae,Marsypopetalum,5,108,2632
Annonaceae,Meiocarpidium,1,108,2632
Annonaceae,Meiogyne,38,108,2632
Annonaceae,Mezzettia,5,108,2632
Annonaceae,Miliusa,67,108,2632
Annonaceae,Mischogyne,5,108,2632
Annonaceae,Mitrephora,53,108,2632
Annonaceae,Mkilua,1,108,2632
Annonaceae,Monanthotaxis,94,108,2632
Annonaceae,Monocarpia,4,108,2632
Annonaceae,Monocyclanthus,1,108,2632
Annonaceae,Monodora,14,108,2632
Annonaceae,Monoon,83,108,2632
Annonaceae,Mosannona,15,108,2632
Annonaceae,Mwasumbia,1,108,2632
Annonaceae,Neo-uvaria,7,108,2632
Annonaceae,Neostenanthera,5,108,2632
Annonaceae,Onychopetalum,2,108,2632
Annonaceae,Ophrypetalum,1,108,2632
Annonaceae,Orophea,62,108,2632
Annonaceae,Oxandra,30,108,2632
Annonaceae,Phaeanthus,9,108,2632
Annonaceae,Phoenicanthus,2,108,2632
Annonaceae,Piptostigma,13,108,2632
Annonaceae,Platymitra,2,108,2632
Annonaceae,Polyalthia,106,108,2632
Annonaceae,Polyalthiopsis,5,108,2632
Annonaceae,Polyceratocarpus,9,108,2632
Annonaceae,Popowia,28,108,2632
Annonaceae,Porcelia,8,108,2632
Annonaceae,Pseudartabotrys,1,108,2632
Annonaceae,Pseudephedranthus,2,108,2632
Annonaceae,Pseudomalmea,4,108,2632
Annonaceae,Pseudoxandra,24,108,2632
Annonaceae,Pseuduvaria,61,108,2632
Annonaceae,Pyramidanthe,16,108,2632
Annonaceae,Ruizodendron,1,108,2632
Annonaceae,Sageraea,10,108,2632
Annonaceae,Sanrafaelia,1,108,2632
Annonaceae,Sapranthus,9,108,2632
Annonaceae,Sirdavidia,1,108,2632
Annonaceae,Sphaerocoryne,13,108,2632
Annonaceae,Stelechocarpus,1,108,2632
Annonaceae,Tetrameranthus,8,108,2632
Annonaceae,Toussaintia,4,108,2632
Annonaceae,Tridimeris,10,108,2632
Annonaceae,Trigynaea,9,108,2632
Annonaceae,Trivalvaria,13,108,2632
Annonaceae,Unonopsis,48,108,2632
Annonaceae,Uvaria,179,108,2632
Annonaceae,Uvariastrum,5,108,2632
Annonaceae,Uvariodendron,18,108,2632
Annonaceae,Uvariopsis,19,108,2632
Annonaceae,Wangia,2,108,2632
Annonaceae,Winitia,3,108,2632
Annonaceae,Wuodendron,1,108,2632
Annonaceae,Xylopia,190,108,2632
Antitrichiaceae,Antitrichia,3,1,3
Aongstroemiaceae,Anisothecium,5,10,33
Aongstroemiaceae,Aongstroemia,11,10,33
Aongstroemiaceae,Aongstroemiopsis,1,10,33
Aongstroemiaceae,Calcidicranella,4,10,33
Aongstroemiaceae,Dichodontium,6,10,33
Aongstroemiaceae,Diobelonella,2,10,33
Aongstroemiaceae,Hygrodicranum,1,10,33
Aongstroemiaceae,Neodicranella,1,10,33
Aongstroemiaceae,Polymerodon,1,10,33
Aongstroemiaceae,Protoaongstroemia,1,10,33
Apiaceae,Aciphylla,45,450,3941
Apiaceae,Acronema,34,450,3941
Apiaceae,Actinanthus,1,450,3941
Apiaceae,Actinolema,2,450,3941
Apiaceae,Actinotus,20,450,3941
Apiaceae,Adenosciadium,1,450,3941
Apiaceae,Aegokeras,2,450,3941
Apiaceae,Aegopodium,12,450,3941
Apiaceae,Aethusa,1,450,3941
Apiaceae,Afroligusticum,14,450,3941
Apiaceae,Afrosciadium,18,450,3941
Apiaceae,Agasyllis,1,450,3941
Apiaceae,Alepidea,31,450,3941
Apiaceae,Ammi,3,450,3941
Apiaceae,Ammodaucus,2,450,3941
Apiaceae,Ammoides,2,450,3941
Apiaceae,Ammoselinum,4,450,3941
Apiaceae,Andriana,3,450,3941
Apiaceae,Anethum,2,450,3941
Apiaceae,Angelica,106,450,3941
Apiaceae,Anginon,12,450,3941
Apiaceae,Angoseseli,1,450,3941
Apiaceae,Anisopoda,1,450,3941
Apiaceae,Anisosciadium,3,450,3941
Apiaceae,Anisotome,17,450,3941
Apiaceae,Annesorhiza,21,450,3941
Apiaceae,Anthrichaerophyllum,1,450,3941
Apiaceae,Anthriscus,14,450,3941
Apiaceae,Aphanopleura,3,450,3941
Apiaceae,Apiastrum,1,450,3941
Apiaceae,Apiopetalum,2,450,3941
Apiaceae,Apium,12,450,3941
Apiaceae,Apodicarpum,1,450,3941
Apiaceae,Arafoe,1,450,3941
Apiaceae,Arctopus,3,450,3941
Apiaceae,Arcuatopterus,5,450,3941
Apiaceae,Arracacia,42,450,3941
Apiaceae,Artedia,1,450,3941
Apiaceae,Asciadium,1,450,3941
Apiaceae,Asteriscium,9,450,3941
Apiaceae,Astomaea,2,450,3941
Apiaceae,Astrantia,10,450,3941
Apiaceae,Astrodaucus,3,450,3941
Apiaceae,Astydamia,1,450,3941
Apiaceae,Athamanta,12,450,3941
Apiaceae,Aulacospermum,15,450,3941
Apiaceae,Austropeucedanum,1,450,3941
Apiaceae,Autumnalia,2,450,3941
Apiaceae,Azilia,1,450,3941
Apiaceae,Azorella,58,450,3941
Apiaceae,Berberocarum,1,450,3941
Apiaceae,Berula,6,450,3941
Apiaceae,Beruladium,1,450,3941
Apiaceae,Bifora,3,450,3941
Apiaceae,Bilacunaria,6,450,3941
Apiaceae,Billburttia,2,450,3941
Apiaceae,Bolax,2,450,3941
Apiaceae,Bonannia,1,450,3941
Apiaceae,Bowlesia,16,450,3941
Apiaceae,Brachyscias,1,450,3941
Apiaceae,Bunium,33,450,3941
Apiaceae,Bupleurum,218,450,3941
Apiaceae,Cachrys,7,450,3941
Apiaceae,Calyptrosciadium,2,450,3941
Apiaceae,Cannaboides,2,450,3941
Apiaceae,Capnophyllum,4,450,3941
Apiaceae,Carlesia,1,450,3941
Apiaceae,Caropodium,3,450,3941
Apiaceae,Caropsis,1,450,3941
Apiaceae,Carum,20,450,3941
Apiaceae,Caucalis,1,450,3941
Apiaceae,Cenolophium,1,450,3941
Apiaceae,Centella,55,450,3941
Apiaceae,Cephalopodum,2,450,3941
Apiaceae,Chaerophyllopsis,1,450,3941
Apiaceae,Chaerophyllum,70,450,3941
Apiaceae,Chaetosciadium,1,450,3941
Apiaceae,Chamaesciadium,1,450,3941
Apiaceae,Chamaesium,10,450,3941
Apiaceae,Chamarea,5,450,3941
Apiaceae,Changium,2,450,3941
Apiaceae,Chlaenosciadium,1,450,3941
Apiaceae,Choritaenia,1,450,3941
Apiaceae,Chuanminshen,1,450,3941
Apiaceae,Chymsydia,1,450,3941
Apiaceae,Cicuta,4,450,3941
Apiaceae,Cnidiocarpa,2,450,3941
Apiaceae,Cnidium,8,450,3941
Apiaceae,Coaxana,2,450,3941
Apiaceae,Conioselinum,18,450,3941
Apiaceae,Conium,6,450,3941
Apiaceae,Conopodium,8,450,3941
Apiaceae,Coriandrum,2,450,3941
Apiaceae,Cortia,3,450,3941
Apiaceae,Cortiella,5,450,3941
Apiaceae,Cotopaxia,2,450,3941
Apiaceae,Coulterophytum,4,450,3941
Apiaceae,Crithmum,1,450,3941
Apiaceae,Cryptotaenia,6,450,3941
Apiaceae,Cuminum,4,450,3941
Apiaceae,Cyathoselinum,1,450,3941
Apiaceae,Cyclorhiza,3,450,3941
Apiaceae,Cyclospermum,3,450,3941
Apiaceae,Cymbocarpum,5,450,3941
Apiaceae,Cymopterus,44,450,3941
Apiaceae,Cynorhiza,3,450,3941
Apiaceae,Cynosciadium,1,450,3941
Apiaceae,Dactylaea,2,450,3941
Apiaceae,Dahliaphyllum,1,450,3941
Apiaceae,Dasispermum,7,450,3941
Apiaceae,Daucosma,1,450,3941
Apiaceae,Daucus,45,450,3941
Apiaceae,Demavendia,1,450,3941
Apiaceae,Dethawia,1,450,3941
Apiaceae,Deverra,10,450,3941
Apiaceae,Dichoropetalum,36,450,3941
Apiaceae,Dichosciadium,1,450,3941
Apiaceae,Dickinsia,1,450,3941
Apiaceae,Dicyclophora,1,450,3941
Apiaceae,Dimorphosciadium,2,450,3941
Apiaceae,Diplaspis,3,450,3941
Apiaceae,Diplolophium,7,450,3941
Apiaceae,Diplotaenia,5,450,3941
Apiaceae,Diposis,3,450,3941
Apiaceae,Domeykoa,5,450,3941
Apiaceae,Donnellsmithia,19,450,3941
Apiaceae,Dracosciadium,2,450,3941
Apiaceae,Drusa,1,450,3941
Apiaceae,Ducrosia,6,450,3941
Apiaceae,Dystaenia,2,450,3941
Apiaceae,Echinophora,11,450,3941
Apiaceae,Ekimia,4,450,3941
Apiaceae,Elaeosticta,25,450,3941
Apiaceae,Eleutherospermum,1,450,3941
Apiaceae,Elwendia,31,450,3941
Apiaceae,Enantiophylla,1,450,3941
Apiaceae,Endressia,2,450,3941
Apiaceae,Eremocharis,9,450,3941
Apiaceae,Eremodaucus,1,450,3941
Apiaceae,Ergocarpon,1,450,3941
Apiaceae,Erigenia,1,450,3941
Apiaceae,Eryngium,253,450,3941
Apiaceae,Eurytaenia,2,450,3941
Apiaceae,Exoacantha,1,450,3941
Apiaceae,Ezosciadium,1,450,3941
Apiaceae,Falcaria,1,450,3941
Apiaceae,Fergania,1,450,3941
Apiaceae,Ferula,227,450,3941
Apiaceae,Ferulago,48,450,3941
Apiaceae,Ferulopsis,1,450,3941
Apiaceae,Foeniculum,5,450,3941
Apiaceae,Frommia,1,450,3941
Apiaceae,Froriepia,1,450,3941
Apiaceae,Fuernrohria,1,450,3941
Apiaceae,Galagania,6,450,3941
Apiaceae,Geocaryum,4,450,3941
Apiaceae,Gingidia,12,450,3941
Apiaceae,Glaucosciadium,2,450,3941
Apiaceae,Glehnia,1,450,3941
Apiaceae,Glia,3,450,3941
Apiaceae,Gongylosciadium,1,450,3941
Apiaceae,Gongylotaxis,1,450,3941
Apiaceae,Grafia,1,450,3941
Apiaceae,Grammosciadium,4,450,3941
Apiaceae,Gymnophyton,6,450,3941
Apiaceae,Haloselinum,1,450,3941
Apiaceae,Hansenia,8,450,3941
Apiaceae,Haplosciadium,1,450,3941
Apiaceae,Harbouria,1,450,3941
Apiaceae,Harperella,1,450,3941
Apiaceae,Harrysmithia,2,450,3941
Apiaceae,Haussknechtia,1,450,3941
Apiaceae,Helania,1,450,3941
Apiaceae,Hellenocarum,3,450,3941
Apiaceae,Helosciadium,8,450,3941
Apiaceae,Heptaptera,8,450,3941
Apiaceae,Heracleum,104,450,3941
Apiaceae,Hermas,9,450,3941
Apiaceae,Heteromorpha,8,450,3941
Apiaceae,Hladnikia,1,450,3941
Apiaceae,Hohenackeria,2,450,3941
Apiaceae,Homalocarpus,6,450,3941
Apiaceae,Homalosciadium,1,450,3941
Apiaceae,Horstrissea,1,450,3941
Apiaceae,Hyalolaena,9,450,3941
Apiaceae,Hymenidium,39,450,3941
Apiaceae,Hymenolaena,3,450,3941
Apiaceae,Itasina,1,450,3941
Apiaceae,Johrenia,6,450,3941
Apiaceae,Kadenia,2,450,3941
Apiaceae,Kafirnigania,1,450,3941
Apiaceae,Kailashia,3,450,3941
Apiaceae,Kalakia,1,450,3941
Apiaceae,Kamelinia,1,450,3941
Apiaceae,Kandaharia,1,450,3941
Apiaceae,Karatavia,1,450,3941
Apiaceae,Karnataka,1,450,3941
Apiaceae,Kedarnatha,6,450,3941
Apiaceae,Kelussia,1,450,3941
Apiaceae,Kenopleurum,1,450,3941
Apiaceae,Keraymonia,4,450,3941
Apiaceae,Kitagawia,9,450,3941
Apiaceae,Klotzschia,3,450,3941
Apiaceae,Komaroviopsis,1,450,3941
Apiaceae,Korshinskia,4,450,3941
Apiaceae,Kozlovia,2,450,3941
Apiaceae,Krasnovia,1,450,3941
Apiaceae,Krubera,1,450,3941
Apiaceae,Kundmannia,3,450,3941
Apiaceae,Kuramosciadium,1,450,3941
Apiaceae,Ladyginia,3,450,3941
Apiaceae,Lagoecia,1,450,3941
Apiaceae,Lalldhwojia,4,450,3941
Apiaceae,Laser,7,450,3941
Apiaceae,Laserocarpum,1,450,3941
Apiaceae,Laserpitium,8,450,3941
Apiaceae,Lecokia,1,450,3941
Apiaceae,Ledebouriella,1,450,3941
Apiaceae,Lefebvrea,10,450,3941
Apiaceae,Leiotulus,10,450,3941
Apiaceae,Lereschia,1,450,3941
Apiaceae,Leutea,10,450,3941
Apiaceae,Levisticum,1,450,3941
Apiaceae,Libanotis,3,450,3941
Apiaceae,Lichtensteinia,7,450,3941
Apiaceae,Lignocarpa,2,450,3941
Apiaceae,Ligusticopsis,19,450,3941
Apiaceae,Ligusticum,37,450,3941
Apiaceae,Lilaeopsis,12,450,3941
Apiaceae,Limnosciadium,1,450,3941
Apiaceae,Lipskya,1,450,3941
Apiaceae,Lisaea,3,450,3941
Apiaceae,Lithosciadium,2,450,3941
Apiaceae,Lomatium,100,450,3941
Apiaceae,Lomatocarpa,4,450,3941
Apiaceae,Lomatocarum,1,450,3941
Apiaceae,Mackinlaya,5,450,3941
Apiaceae,Magadania,2,450,3941
Apiaceae,Magydaris,2,450,3941
Apiaceae,Marlothiella,1,450,3941
Apiaceae,Mastigosciadium,1,450,3941
Apiaceae,Mathiasella,1,450,3941
Apiaceae,Mediasia,1,450,3941
Apiaceae,Meeboldia,4,450,3941
Apiaceae,Melanosciadium,3,450,3941
Apiaceae,Meum,1,450,3941
Apiaceae,Micropleura,2,450,3941
Apiaceae,Microsciadium,1,450,3941
Apiaceae,Modesciadium,1,450,3941
Apiaceae,Mogoltavia,2,450,3941
Apiaceae,Molopospermum,1,450,3941
Apiaceae,Musineon,6,450,3941
Apiaceae,Mutellina,3,450,3941
Apiaceae,Myrrhidendron,5,450,3941
Apiaceae,Myrrhis,1,450,3941
Apiaceae,Nanobubon,3,450,3941
Apiaceae,Naufraga,1,450,3941
Apiaceae,Neoconopodium,2,450,3941
Apiaceae,Neogaya,1,450,3941
Apiaceae,Neogoezia,5,450,3941
Apiaceae,Neomuretia,2,450,3941
Apiaceae,Neonelsonia,1,450,3941
Apiaceae,Neoparrya,1,450,3941
Apiaceae,Niphogeton,18,450,3941
Apiaceae,Nirarathamnos,1,450,3941
Apiaceae,Normantha,1,450,3941
Apiaceae,Nothosmyrnium,2,450,3941
Apiaceae,Notiosciadium,1,450,3941
Apiaceae,Notobubon,13,450,3941
Apiaceae,Oedibasis,4,450,3941
Apiaceae,Oenanthe,34,450,3941
Apiaceae,Oligocladus,1,450,3941
Apiaceae,Oliveria,1,450,3941
Apiaceae,Opoidia,1,450,3941
Apiaceae,Opopanax,4,450,3941
Apiaceae,Opsicarpium,1,450,3941
Apiaceae,Oreocome,10,450,3941
Apiaceae,Oreocomoides,1,450,3941
Apiaceae,Oreocomopsis,3,450,3941
Apiaceae,Oreonana,3,450,3941
Apiaceae,Oreoschimperella,3,450,3941
Apiaceae,Orlaya,3,450,3941
Apiaceae,Ormopterum,2,450,3941
Apiaceae,Ormosciadium,1,450,3941
Apiaceae,Oschatzia,2,450,3941
Apiaceae,Osmorhiza,12,450,3941
Apiaceae,Ostericum,11,450,3941
Apiaceae,Ottoa,1,450,3941
Apiaceae,Oxypolis,4,450,3941
Apiaceae,Pachypleurum,2,450,3941
Apiaceae,Palimbia,3,450,3941
Apiaceae,Paraligusticum,1,450,3941
Apiaceae,Parapimpinella,1,450,3941
Apiaceae,Paraselinum,1,450,3941
Apiaceae,Parasilaus,2,450,3941
Apiaceae,Pastinaca,16,450,3941
Apiaceae,Pastinacopsis,1,450,3941
Apiaceae,Paulita,3,450,3941
Apiaceae,Pedinopetalum,1,450,3941
Apiaceae,Pentapeltis,2,450,3941
Apiaceae,Perideridia,13,450,3941
Apiaceae,Perissocoeleum,4,450,3941
Apiaceae,Petagnaea,1,450,3941
Apiaceae,Petroedmondia,1,450,3941
Apiaceae,Petroselinum,1,450,3941
Apiaceae,Peucedanum,74,450,3941
Apiaceae,Phellolophium,2,450,3941
Apiaceae,Phlojodicarpus,3,450,3941
Apiaceae,Phlyctidocarpa,1,450,3941
Apiaceae,Physospermopsis,8,450,3941
Apiaceae,Physospermum,2,450,3941
Apiaceae,Physotrichia,6,450,3941
Apiaceae,Pilopleura,2,450,3941
Apiaceae,Pimpinella,160,450,3941
Apiaceae,Pinda,2,450,3941
Apiaceae,Platysace,23,450,3941
Apiaceae,Pleurospermopsis,2,450,3941
Apiaceae,Pleurospermum,10,450,3941
Apiaceae,Podistera,4,450,3941
Apiaceae,Polemannia,3,450,3941
Apiaceae,Polemanniopsis,2,450,3941
Apiaceae,Polytaenia,3,450,3941
Apiaceae,Polyzygus,1,450,3941
Apiaceae,Portenschlagiella,1,450,3941
Apiaceae,Postiella,1,450,3941
Apiaceae,Pozoa,2,450,3941
Apiaceae,Prangos,50,450,3941
Apiaceae,Prionosciadium,23,450,3941
Apiaceae,Psammogeton,18,450,3941
Apiaceae,Pseudocannaboides,1,450,3941
Apiaceae,Pseudocarum,2,450,3941
Apiaceae,Pseudoridolfia,1,450,3941
Apiaceae,Pseudoselinum,1,450,3941
Apiaceae,Pseudotrachydium,5,450,3941
Apiaceae,Pternopetalum,21,450,3941
Apiaceae,Pterocyclus,5,450,3941
Apiaceae,Pterygopleurum,1,450,3941
Apiaceae,Ptilimnium,5,450,3941
Apiaceae,Ptychotis,2,450,3941
Apiaceae,Pycnocycla,15,450,3941
Apiaceae,Pyramidoptera,1,450,3941
Apiaceae,Registaniella,1,450,3941
Apiaceae,Rhabdosciadium,8,450,3941
Apiaceae,Rhizomatophora,1,450,3941
Apiaceae,Rhodosciadium,15,450,3941
Apiaceae,Rhopalosciadium,1,450,3941
Apiaceae,Rhysopterus,1,450,3941
Apiaceae,Ridolfia,1,450,3941
Apiaceae,Rivasmartinezia,2,450,3941
Apiaceae,Rohmooa,1,450,3941
Apiaceae,Rupiphila,1,450,3941
Apiaceae,Rutheopsis,2,450,3941
Apiaceae,Sajanella,1,450,3941
Apiaceae,Sanicula,45,450,3941
Apiaceae,Saposhnikovia,1,450,3941
Apiaceae,Scaligeria,6,450,3941
Apiaceae,Scandia,2,450,3941
Apiaceae,Scandix,12,450,3941
Apiaceae,Scaraboides,1,450,3941
Apiaceae,Schoenolaena,1,450,3941
Apiaceae,Schoenoselinum,1,450,3941
Apiaceae,Schrenkia,13,450,3941
Apiaceae,Schtschurowskia,2,450,3941
Apiaceae,Schulzia,5,450,3941
Apiaceae,Sclerochorton,1,450,3941
Apiaceae,Sclerosciadium,1,450,3941
Apiaceae,Sclerotiaria,1,450,3941
Apiaceae,Scrithacola,1,450,3941
Apiaceae,Selinopsis,2,450,3941
Apiaceae,Selinum,11,450,3941
Apiaceae,Semenovia,32,450,3941
Apiaceae,Seseli,142,450,3941
Apiaceae,Seselopsis,2,450,3941
Apiaceae,Shomalia,2,450,3941
Apiaceae,Shoshonea,1,450,3941
Apiaceae,Shrirangia,1,450,3941
Apiaceae,Siculosciadium,1,450,3941
Apiaceae,Silaum,1,450,3941
Apiaceae,Siler,4,450,3941
Apiaceae,Sillaphyton,1,450,3941
Apiaceae,Silphiodaucus,2,450,3941
Apiaceae,Similisinocarum,2,450,3941
Apiaceae,Sinocarum,19,450,3941
Apiaceae,Sinolimprichtia,1,450,3941
Apiaceae,Sison,3,450,3941
Apiaceae,Sium,11,450,3941
Apiaceae,Sivadasania,1,450,3941
Apiaceae,Smyrniopsis,2,450,3941
Apiaceae,Smyrnium,5,450,3941
Apiaceae,Spananthe,2,450,3941
Apiaceae,Spermolepis,11,450,3941
Apiaceae,Sphaenolobium,3,450,3941
Apiaceae,Sphaerosciadium,1,450,3941
Apiaceae,Sphallerocarpus,1,450,3941
Apiaceae,Spiroceratium,1,450,3941
Apiaceae,Spuriopimpinella,5,450,3941
Apiaceae,Stefanoffia,2,450,3941
Apiaceae,Steganotaenia,3,450,3941
Apiaceae,Stenocoelium,4,450,3941
Apiaceae,Stenosemis,2,450,3941
Apiaceae,Stenotaenia,5,450,3941
Apiaceae,Stewartiella,1,450,3941
Apiaceae,Stoibrax,3,450,3941
Apiaceae,Symphyoloma,1,450,3941
Apiaceae,Synclinostyles,2,450,3941
Apiaceae,Szovitsia,1,450,3941
Apiaceae,Taenidia,2,450,3941
Apiaceae,Taeniopetalum,3,450,3941
Apiaceae,Tamamschjanella,2,450,3941
Apiaceae,Tamamschjania,1,450,3941
Apiaceae,Tana,1,450,3941
Apiaceae,Tauschia,34,450,3941
Apiaceae,Tetrataenium,21,450,3941
Apiaceae,Thamnosciadium,1,450,3941
Apiaceae,Thapsia,20,450,3941
Apiaceae,Thaspium,4,450,3941
Apiaceae,Thecocarpus,2,450,3941
Apiaceae,Tiedemannia,2,450,3941
Apiaceae,Tilingia,3,450,3941
Apiaceae,Todaroa,1,450,3941
Apiaceae,Tongoloa,18,450,3941
Apiaceae,Tordylium,20,450,3941
Apiaceae,Torilis,15,450,3941
Apiaceae,Trachydium,11,450,3941
Apiaceae,Trachyspermum,15,450,3941
Apiaceae,Trepocarpus,1,450,3941
Apiaceae,Tricholaser,2,450,3941
Apiaceae,Trigonosciadium,7,450,3941
Apiaceae,Trinia,13,450,3941
Apiaceae,Trocdaris,1,450,3941
Apiaceae,Trochiscanthes,1,450,3941
Apiaceae,Tschulaktavia,1,450,3941
Apiaceae,Turgenia,2,450,3941
Apiaceae,Turgeniopsis,1,450,3941
Apiaceae,Vanasushava,1,450,3941
Apiaceae,Vesper,6,450,3941
Apiaceae,Vicatia,5,450,3941
Apiaceae,Villarrealia,1,450,3941
Apiaceae,Vinogradovia,1,450,3941
Apiaceae,Visnaga,2,450,3941
Apiaceae,Vvedenskya,1,450,3941
Apiaceae,Xanthogalum,3,450,3941
Apiaceae,Xanthosia,20,450,3941
Apiaceae,Xatardia,1,450,3941
Apiaceae,Xyloselinum,3,450,3941
Apiaceae,Yabea,1,450,3941
Apiaceae,Yildirimlia,1,450,3941
Apiaceae,Zeravschania,14,450,3941
Apiaceae,Zizia,3,450,3941
Apiaceae,Zosima,4,450,3941
Apocynaceae,Acokanthera,5,381,6720
Apocynaceae,Adenium,6,381,6720
Apocynaceae,Aganosma,9,381,6720
Apocynaceae,Alafia,26,381,6720
Apocynaceae,Allamanda,16,381,6720
Apocynaceae,Allomarkgrafia,10,381,6720
Apocynaceae,Allowoodsonia,1,381,6720
Apocynaceae,Alstonia,44,381,6720
Apocynaceae,Alyxia,111,381,6720
Apocynaceae,Amalocalyx,1,381,6720
Apocynaceae,Ambelania,3,381,6720
Apocynaceae,Amphineurion,1,381,6720
Apocynaceae,Amsonia,17,381,6720
Apocynaceae,Ancylobothrys,7,381,6720
Apocynaceae,Anechites,1,381,6720
Apocynaceae,Anemotrochus,3,381,6720
Apocynaceae,Anisopus,4,381,6720
Apocynaceae,Anisotoma,3,381,6720
Apocynaceae,Anodendron,17,381,6720
Apocynaceae,Apocynum,5,381,6720
Apocynaceae,Apteranthes,7,381,6720
Apocynaceae,Araujia,13,381,6720
Apocynaceae,Artia,5,381,6720
Apocynaceae,Asclepias,213,381,6720
Apocynaceae,Asketanthera,4,381,6720
Apocynaceae,Aspidoglossum,37,381,6720
Apocynaceae,Aspidonepsis,5,381,6720
Apocynaceae,Aspidosperma,73,381,6720
Apocynaceae,Astephanus,2,381,6720
Apocynaceae,Asterostemma,1,381,6720
Apocynaceae,Atherandra,1,381,6720
Apocynaceae,Atrostemma,10,381,6720
Apocynaceae,Australluma,1,381,6720
Apocynaceae,Austrochthamalia,3,381,6720
Apocynaceae,Baharuia,1,381,6720
Apocynaceae,Bahiella,2,381,6720
Apocynaceae,Baissea,24,381,6720
Apocynaceae,Ballyanthus,2,381,6720
Apocynaceae,Barjonia,7,381,6720
Apocynaceae,Baroniella,10,381,6720
Apocynaceae,Baseonema,1,381,6720
Apocynaceae,Batesanthus,3,381,6720
Apocynaceae,Baynesia,1,381,6720
Apocynaceae,Beaumontia,9,381,6720
Apocynaceae,Blepharodon,6,381,6720
Apocynaceae,Boucerosia,7,381,6720
Apocynaceae,Bousigonia,3,381,6720
Apocynaceae,Brargentina,1,381,6720
Apocynaceae,Bruceholstia,1,381,6720
Apocynaceae,Buckollia,2,381,6720
Apocynaceae,Caa,1,381,6720
Apocynaceae,Calciphila,2,381,6720
Apocynaceae,Callichilia,6,381,6720
Apocynaceae,Calocrater,1,381,6720
Apocynaceae,Calotropis,3,381,6720
Apocynaceae,Calyptranthera,13,381,6720
Apocynaceae,Cameraria,7,381,6720
Apocynaceae,Campestigma,1,381,6720
Apocynaceae,Camptocarpus,9,381,6720
Apocynaceae,Caralluma,31,381,6720
Apocynaceae,Carissa,11,381,6720
Apocynaceae,Carruthersia,4,381,6720
Apocynaceae,Carvalhoa,2,381,6720
Apocynaceae,Cascabela,6,381,6720
Apocynaceae,Catharanthus,9,381,6720
