AccNoFull,ItemAccNoFull,GenusSpecies,Genus,ItemLocationCode,LocationName,ManagedBy,LocationCoordY,LocationCoordX,LifeForm,ProvenanceCode,LocationCoordLatDD,LocationCoordLongDD,LocComment,ItemType,IUCNRedList,NationalRedList,RegionalRedList,Locality,LocalityFull,TaxonName,TaxonNameFull,ClimateRating_current,ClimateRating_emissions-limited_2050,ClimateRating_business-as-usual_2090,ClimateRating_bau-plus-1-degree_2090,Family
2021-0766,2021-0766.88,Carya glabra,Carya,8,Nursery,Kevin Kubeck,-123.234415,49.249515,Tree,W,49.249515,-123.234415,,Planting,,,,The Niagara Glen,"CAN: Ontario, Regional Municipality of Niagara, The Niagara Glen, 159 m, 43.140061 | -79.045818",Carya glabra,Carya glabra (Mill.) Sweet,11,11,11,11,Juglandaceae
2023-0473,2023-0473.88,Carya ovata,Carya,8,Nursery,Kevin Kubeck,-123.234415,49.249515,Tree,W,49.249515,-123.234415,,Planting,,,,Hawk Cliff Woods,"CAN: Ontario, Elgin County, Hawk Cliff Woods, 213 m, 42.66795 | -81.17136",Carya ovata,Carya ovata (Mill.) K.Koch,11,11,8,8,Juglandaceae
2024-0210,2024-0210.88,Carya texana,Carya,8,Nursery,Kevin Kubeck,-123.234415,49.249515,Tree,W,49.249515,-123.234415,,Planting,Least concern,,,,"USA: Arkansas, Drew County, 33.584178 | -91.802253",Carya texana,Carya texana,,,,,Juglandaceae
2024-0048,2024-0048.88,Catananche caerulea,Catananche,8,Nursery,Kevin Kubeck,-123.234415,49.249515,Herbaceous Perennial,G,49.249515,-123.234415,,Planting,,,,,,Catananche caerulea 'Alba',Catananche caerulea L. 'Alba',11,11,8,6,Asteraceae
2024-0207,2024-0207.88,Cautleya gracilis,Cautleya,8,Nursery,Kevin Kubeck,-123.234415,49.249515,Herbaceous Perennial,Z,49.249515,-123.234415,Original locality is batch imported on 2019 Aug 16;,Planting,,,,,CHN:,Cautleya gracilis,Cautleya gracilis (Sm.) Dandy,,,,,Zingiberaceae
2023-0406,2023-0406.88,Ceanothus cuneatus,Ceanothus,8,Nursery,Kevin Kubeck,-123.234415,49.249515,Shrub,W,49.249515,-123.234415,,Planting,,,,"Shasta-Trinity National Forest, Union Creek trailhead, beside trail at base of berm","USA: California, Trinity County, Shasta-Trinity National Forest, Union Creek trailhead, beside trail at base of berm, 1297 m, 41.11301 | -122.87923",Ceanothus cuneatus,Ceanothus cuneatus (Hook.) Nutt.,6,9,11,11,Rhamnaceae
2022-0494,2022-0494.88,Ceanothus integerrimus,Ceanothus,8,Nursery,Kevin Kubeck,-123.234415,49.249515,Shrub,W,49.249515,-123.234415,,Planting,,,,"Klamath National Forest, along Forest Service Road 15N17 or Camp 3 Rd. at at Offield Saddle opening, south side of road at SSE corner of gravel turnout","USA: California, Siskiyou County, Klamath National Forest, along Forest Service Road 15N17 or Camp 3 Rd. at at Offield Saddle opening, south side of road at SSE corner of gravel turnout, 965 m, 41.42846 | -123.45252",Ceanothus integerrimus,Ceanothus integerrimus Hook. & Arn.,11,11,9,9,Rhamnaceae
2022-0492,2022-0492.88,Ceanothus velutinus,Ceanothus,8,Nursery,Kevin Kubeck,-123.234415,49.249515,Shrub,W,49.249515,-123.234415,,Planting,,,,"Klamath National Forest, on slope north of Forest Service Road 47N72, 0.25 miles from intersection with Forest Service Road 47N70","USA: California, Siskiyou County, Klamath National Forest, on slope north of Forest Service Road 47N72, 0.25 miles from intersection with Forest Service Road 47N70, 1345 m, 41.91073671 | -123.0906444",Ceanothus velutinus,Ceanothus velutinus Douglas,11,9,9,3,Rhamnaceae
2024-0131,2024-0131.87,Celmisia semicordata,Celmisia,8,Nursery,Kevin Kubeck,-123.234415,49.249515,Shrub,Z,49.249515,-123.234415,Original locality is batch imported on 2019 Aug 16;,Planting,,,,wild collected,NZL: wild collected,Celmisia semicordata,Celmisia semicordata Petrie,,,,,Asteraceae
2024-0049,2024-0049.88,Celtica gigantea,Celtica,8,Nursery,Kevin Kubeck,-123.234415,49.249515,Herbaceous Perennial,G,49.249515,-123.234415,,Planting,,,,,,Celtica gigantea,Celtica gigantea (Link) F.M.Vázquez & Barkworth,8,11,11,11,Poaceae
2022-0226,2022-0226.88,Cephalanthus occidentalis,Cephalanthus,8,Nursery,Kevin Kubeck,-123.234415,49.249515,Shrub or Tree,W,49.249515,-123.234415,,Planting,,,,"The DAwes Arboretum, SE of White Pine Woods","USA: Ohio, Licking County, The DAwes Arboretum, SE of White Pine Woods, 39.9889861 | -82.4135461",Cephalanthus occidentalis,Cephalanthus occidentalis L.,11,11,11,11,Rubiaceae
1986-0318,1986-0318.88,Cephalotaxus harringtonia,Cephalotaxus,8,Nursery,Kevin Kubeck,-123.234415,49.249515,Shrub,W,49.249515,-123.234415,Original locality is batch imported on 2019 Aug 16;,Planting,,,,,KOR: 34.36 N | 126.32 E,Cephalotaxus harringtonia var. drupacea,Cephalotaxus harringtonia var. drupacea (Sieb. & Zucc.) G.Koidz.,9,11,11,11,Cephalotaxaceae
2023-0159,2023-0159.88,Cercis glabra,Cercis,8,Nursery,Kevin Kubeck,-123.234415,49.249515,Tree,G,49.249515,-123.234415,,Planting,,,,,,Cercis glabra 'Celestial Plum',Cercis glabra Pamp. 'Celestial Plum',9,9,11,11,Fabaceae
2023-0404,2023-0404.88,Cercis occidentalis,Cercis,8,Nursery,Kevin Kubeck,-123.234415,49.249515,Shrub or Tree,W,49.249515,-123.234415,,Planting,,,,"Shasta-Trinity National Forest, Forest Rte 42N17 roadside, top of steep shoulder","USA: California, Shasta County, Shasta-Trinity National Forest, Forest Rte 42N17 roadside, top of steep shoulder, 1018 m, 41.24687 | -122.64217",Cercis occidentalis,Cercis occidentalis Torr. ex A.Gray,6,9,11,11,Fabaceae
2023-0419,2023-0419.88,Cercocarpus betuloides,Cercocarpus,8,Nursery,Kevin Kubeck,-123.234415,49.249515,Shrub or Tree,W,49.249515,-123.234415,,Planting,,,,"Deerlick Springs Rd near Hwy3, on roadside at top of steep shoulder","USA: California, Trinity County, Deerlick Springs Rd near Hwy3, on roadside at top of steep shoulder, 641 m, 40.61203 | -122.93755",Cercocarpus betuloides,Cercocarpus betuloides Nutt.,6,9,11,11,Rosaceae
2022-0543,2022-0543.88,Cercocarpus ledifolius,Cercocarpus,8,Nursery,Kevin Kubeck,-123.234415,49.249515,Shrub or Tree,G,49.249515,-123.234415,,Planting,,,,,,Cercocarpus ledifolius,Cercocarpus ledifolius Nutt.,9,9,9,9,Rosaceae
2023-0400,2023-0400.88,Cercocarpus ledifolius,Cercocarpus,8,Nursery,Kevin Kubeck,-123.234415,49.249515,Shrub or Tree,W,49.249515,-123.234415,,Planting,,,,"Shasta-Trinity National Forest, Mount Eddy trail via Deadfall Lakes Trai, in clear slope above trail","USA: California, Shasta County, Shasta-Trinity National Forest, Mount Eddy trail via Deadfall Lakes Trai, in clear slope above trail, 2115 m, 41.32768 | -122.50925",Cercocarpus ledifolius var. intermontanus,Cercocarpus ledifolius Nutt. var. intermontanus N.Holmgren,9,9,9,9,Rosaceae
2022-0506,2022-0506.88,Chamaecyparis lawsoniana,Chamaecyparis,8,Nursery,Kevin Kubeck,-123.234415,49.249515,Tree,W,49.249515,-123.234415,,Planting,Near threatened,,,"Klamath National Forest, off Forest Service Road 14N21","USA: California, Siskiyou County, Klamath National Forest, off Forest Service Road 14N21, 1104 m, 41.55213835 | -123.6213579",Chamaecyparis lawsoniana,Chamaecyparis lawsoniana (A.Murray bis) Parl.,11,11,6,6,Cupressaceae
2022-0523,2022-0523.88,Chamaecyparis lawsoniana,Chamaecyparis,8,Nursery,Kevin Kubeck,-123.234415,49.249515,Tree,W,49.249515,-123.234415,,Planting,Near threatened,,,"Rogue River-Siskiyou National Forest, Eight Dollar Mountain, off NF-029, south of Days Gulch Botanical Area","USA: Oregon, Josephine County, Rogue River-Siskiyou National Forest, Eight Dollar Mountain, off NF-029, south of Days Gulch Botanical Area, 446 m, 42.22868 | -123.70193",Chamaecyparis lawsoniana,Chamaecyparis lawsoniana (A.Murray bis) Parl.,11,11,6,6,Cupressaceae
2024-0658,2024-0658.88,Chelidonium majus,Chelidonium,8,Nursery,Kevin Kubeck,-123.234415,49.249515,Herbaceous Perennial,G,49.249515,-123.234415,,Planting,,,Exotic British Columbia,,,Chelidonium majus,Chelidonium majus L.,,,,,Papaveraceae
2022-0481,2022-0481.88,Chrysolepis chrysophylla,Chrysolepis,8,Nursery,Kevin Kubeck,-123.234415,49.249515,Tree,W,49.249515,-123.234415,,Planting,,,,"Mt. Hood National Forest, access road to Clear Lake Campground, roadside 2660","USA: Oregon, Wasco County, Mt. Hood National Forest, access road to Clear Lake Campground, roadside 2660, 1166 m, 45.19197011 | -121.6928885",Chrysolepis chrysophylla,Chrysolepis chrysophylla (Douglas ex Hook.) Hjelmq.,11,11,11,6,Fagaceae
2023-0413,2023-0413.88,Chrysolepis sempervirens,Chrysolepis,8,Nursery,Kevin Kubeck,-123.234415,49.249515,Shrub,W,49.249515,-123.234415,,Planting,,,,"Shasta-Trinity National Forest, Coffee Creek road, north side above road on bank","USA: California, Trinity County, Shasta-Trinity National Forest, Coffee Creek road, north side above road on bank, 1328 m, 41.12106 | -122.90005",Chrysolepis sempervirens,Chrysolepis sempervirens (Kellogg) Hjelmq.,5,5,6,9,Fagaceae
1988-0627,1988-0627.88,Clematis koreana,Clematis,8,Nursery,Kevin Kubeck,-123.234415,49.249515,Climber_Liana_Vine,W,49.249515,-123.234415,Original locality is batch imported on 2019 Aug 16;,Planting,,,,"Mt. Halla, Chejudo","KOR: Mt. Halla, Chejudo, 1500 m",Clematis koreana var. carunculosa,Clematis koreana Kom. var. carunculosa (Gagnep.) Tamura,9,6,2,2,Ranunculaceae
2023-0164,2023-0164.88,Cornus hongkongensis,Cornus,8,Nursery,Kevin Kubeck,-123.234415,49.249515,Shrub or Tree,G,49.249515,-123.234415,,Planting,,,,,,Cornus hongkongensis 'Gekkou',Cornus hongkongensis Hemsl. 'Gekkou',,,,,Cornaceae
2023-0425,2023-0425.88,Cornus sessilis,Cornus,8,Nursery,Kevin Kubeck,-123.234415,49.249515,Tree,W,49.249515,-123.234415,,Planting,,,,"Shasta-Trinity National Forest, north of Hwy 3 on Big Creek Rd (Forest service rd 4N16), along creek","USA: California, Trinity County, Shasta-Trinity National Forest, north of Hwy 3 on Big Creek Rd (Forest service rd 4N16), along creek, 938 m, 40.64624 | -123.16002",Cornus sessilis,Cornus sessilis Torr.,,,,,Cornaceae
2023-0369,2023-0369.88,Cortaderia selloana,Cortaderia,8,Nursery,Kevin Kubeck,-123.234415,49.249515,Herbaceous Perennial,G,49.249515,-123.234415,,Planting,,,,,,Cortaderia selloana 'Rosea',Cortaderia selloana (Schult. & Schult.f.) Asch. & Graebn. 'Rosea',9,9,11,11,Poaceae
2023-0245,2023-0245.88,Corylopsis sp.,Corylopsis,8,Nursery,Kevin Kubeck,-123.234415,49.249515,Shrub or Tree,U,49.249515,-123.234415,,Planting,,,,,,Corylopsis sp.,Corylopsis sp.,,,,,Hamamelidaceae
2022-0158,2022-0158.88,Crataegus chrysocarpa,Crataegus,8,Nursery,Kevin Kubeck,-123.234415,49.249515,Shrub or Tree,W,49.249515,-123.234415,Foret mixte / mixed forest,Planting,,,,pointe De La Martiniere,"CAN: Quebec, Levis, pointe De La Martiniere, 34 m, 46° 49' 41.97"" N | -71° 6' 25.78'' O",Crataegus chrysocarpa,Crataegus chrysocarpa Ashe,,,,,Rosaceae
2024-0129,2024-0129.88,Cynanchica lilaciflora,Cynanchica,8,Nursery,Kevin Kubeck,-123.234415,49.249515,Shrub,G,49.249515,-123.234415,,Planting,,,,,,Cynanchica lilaciflora subsp. lilaciflora,Cynanchica lilaciflora subsp. lilaciflora,,,,,Rubiaceae
2023-0258,2023-0258.88,Cystopteris bulbifera,Cystopteris,8,Nursery,Kevin Kubeck,-123.234415,49.249515,Herbaceous Perennial,W,49.249515,-123.234415,,Planting,,,,The Niagara Glen,"CAN: Ontario, Regional Municipality of Niagara, The Niagara Glen, 90 m, 43.134294 | -79.052397",Cystopteris bulbifera,Cystopteris bulbifera (L.) Bernh.,9,9,6,6,Cystopteridaceae
2023-0042,2023-0042.99,Dalea purpurea,Dalea,8,Nursery,Kevin Kubeck,-123.234415,49.249515,Herbaceous Perennial,U,49.249515,-123.234415,,Planting,,,,,,Dalea purpurea,Dalea purpurea Vent.,11,9,8,5,Fabaceae
2023-0262,2023-0262.88,Dennstaedtia punctilobula,Dennstaedtia,8,Nursery,Kevin Kubeck,-123.234415,49.249515,Herbaceous Perennial,W,49.249515,-123.234415,,Planting,,,,Near intersection of Township Rd 3 and Maplewood Drive,"CAN: Ontario, Regional Municipality of Waterloo, Near intersection of Township Rd 3 and Maplewood Drive, 352 m, 43.134294 | -80.657508",Dennstaedtia punctilobula,Dennstaedtia punctilobula (Michx.) T.Moore,,,,,Dennstaedtiaceae
2023-0261,2023-0261.88,Deparia acrostichoides,Deparia,8,Nursery,Kevin Kubeck,-123.234415,49.249515,Herbaceous Perennial,W,49.249515,-123.234415,,Planting,,,,The Niagara Glen,"CAN: Ontario, Regional Municipality of Niagara, The Niagara Glen, 90 m, 43.134294 | -79.052397",Deparia acrostichoides,Deparia acrostichoides (Sw.) M.Kato,11,11,9,6,Athyriaceae
1983-0553,1983-0553.88,Deutzia hookeriana,Deutzia,8,Nursery,Kevin Kubeck,-123.234415,49.249515,Shrub,G,49.249515,-123.234415,,Planting,,,,,,Deutzia hookeriana,Deutzia hookeriana (C.K.Schneid.) Airy Shaw,11,11,11,11,Hydrangeaceae
2022-0561,2022-0561.88,Diplazium pycnocarpon,Diplazium,8,Nursery,Kevin Kubeck,-123.234415,49.249515,Herbaceous Perennial,W,49.249515,-123.234415,,Planting,,,,Stamm Woodlot,"CAN: Ontario, Regional Municipality of Waterloo, Stamm Woodlot, 374 m, 43.493953 | -80.584593",Diplazium pycnocarpon,Diplazium pycnocarpon (Spreng.) M.Broun,,,,,Athyriaceae
2020-0344,2020-0344.88,Dirca palustris,Dirca,8,Nursery,Kevin Kubeck,-123.234415,49.249515,Shrub,W,49.249515,-123.234415,"Gatineau, Gatineau Park. Deciduous forest",Planting,,,,,"CAN: Quebec, 123 m, 45°27'39.31 | -75°48'19.2""",Dirca palustris,Dirca palustris L.,11,9,6,6,Thymelaeaceae
2023-0206,2023-0206.88,Dracocephalum ruyschiana,Dracocephalum,8,Nursery,Kevin Kubeck,-123.234415,49.249515,Herbaceous Perennial,W,49.249515,-123.234415,,Planting,,,,Valgrisenche,"ITA: Valle d'Aosta, Valgrisenche, 2000 m",Dracocephalum ruyschiana,Dracocephalum ruyschiana L.,,,,,Lamiaceae
2024-0401,2024-0401.88,Ehretia dicksonii,Ehretia,8,Nursery,Kevin Kubeck,-123.234415,49.249515,Tree,U,49.249515,-123.234415,,Planting,,,,,,Ehretia dicksonii,Ehretia dicksonii Hance,9,9,9,8,Ehretiaceae
2023-0036,2023-0036.88,Empetrum nigrum,Empetrum,8,Nursery,Kevin Kubeck,-123.234415,49.249515,Shrub,W,49.249515,-123.234415,,Planting,,,,"Savukoski, Ruuvaoja, Sulkarikuru","FIN: Lapland, Savukoski, Ruuvaoja, Sulkarikuru, 262 m, 67.75 | 28.466667",Empetrum nigrum var. hermaphroditum,Empetrum nigrum var. hermaphroditum,9,3,3,2,Ericaceae
2016-0409,2016-0409.86,Enkianthus chinensis,Enkianthus,8,Nursery,Kevin Kubeck,-123.234415,49.249515,Shrub or Tree,W,49.249515,-123.234415,Original locality is batch imported on 2019 Aug 16;,Planting,,,,,CHN:,Enkianthus chinensis,Enkianthus chinensis Franch.,9,8,11,11,Ericaceae
2022-0486,2022-0486.87,Eriodictyon californicum,Eriodictyon,8,Nursery,Kevin Kubeck,-123.234415,49.249515,Shrub,W,49.249515,-123.234415,,Planting,,,,"Rogue-River Siskiyou National Forest, Waldo/Grayback/Indian Creek Road, south of road","USA: Oregon, Josephine County, Rogue-River Siskiyou National Forest, Waldo/Grayback/Indian Creek Road, south of road, 780 m, 42.06079971 | -123.5767844",Eriodictyon californicum,Eriodictyon californicum (Hook. & Arn.) Torr.,5,8,11,11,Boraginaceae
2022-0534,2022-0534.86,Eriodictyon californicum,Eriodictyon,8,Nursery,Kevin Kubeck,-123.234415,49.249515,Shrub,W,49.249515,-123.234415,,Planting,,,,"Rogue River-Siskiyou National Forest, roadside off NF-4201 about 1 mile from Babyfoot Lake Trailhead","USA: Oregon, Josephine County, Rogue River-Siskiyou National Forest, roadside off NF-4201 about 1 mile from Babyfoot Lake Trailhead, 1199 m, 42.2318 | -123.77718",Eriodictyon californicum,Eriodictyon californicum (Hook. & Arn.) Torr.,5,8,11,11,Boraginaceae
2021-0810,2021-0810.87,Eriodictyon crassifolium,Eriodictyon,8,Nursery,Kevin Kubeck,-123.234415,49.249515,Shrub,W,49.249515,-123.234415,,Planting,,,,"Los Padres National Forest, E. Camino Cielo","USA: California, Santa Barbara County, Los Padres National Forest, E. Camino Cielo",Eriodictyon crassifolium,Eriodictyon crassifolium Benth.,,,,,Boraginaceae
2021-0810,2021-0810.88,Eriodictyon crassifolium,Eriodictyon,8,Nursery,Kevin Kubeck,-123.234415,49.249515,Shrub,W,49.249515,-123.234415,,Planting,,,,"Los Padres National Forest, E. Camino Cielo","USA: California, Santa Barbara County, Los Padres National Forest, E. Camino Cielo",Eriodictyon crassifolium,Eriodictyon crassifolium Benth.,,,,,Boraginaceae
2022-0008,2022-0008.88,Eriogonum umbellatum,Eriogonum,8,Nursery,Kevin Kubeck,-123.234415,49.249515,Herbaceous Perennial,W,49.249515,-123.234415,,Planting,,,,,,Eriogonum umbellatum,Eriogonum umbellatum Torr.,9,6,6,6,Polygonaceae
2023-0345,2023-0345.88,Eryngium giganteum,Eryngium,8,Nursery,Kevin Kubeck,-123.234415,49.249515,Herbaceous Perennial,G,49.249515,-123.234415,,Planting,,,,,,Eryngium giganteum,Eryngium giganteum M.Bieb.,,,,,Apiaceae
2024-0063,2024-0063.88,Eryngium giganteum,Eryngium,8,Nursery,Kevin Kubeck,-123.234415,49.249515,Herbaceous Perennial,G,49.249515,-123.234415,,Planting,,,,,,Eryngium giganteum,Eryngium giganteum M.Bieb.,,,,,Apiaceae
2023-0274,2023-0274.88,Erythrina crista-galli,Erythrina,8,Nursery,Kevin Kubeck,-123.234415,49.249515,Herbaceous Perennial,W,49.249515,-123.234415,,Planting,,,,,,Erythrina crista-galli,Erythrina crista-galli L.,,,,,Fabaceae
2023-0133,2023-0133.88,Eurya emarginata,Eurya,8,Nursery,Kevin Kubeck,-123.234415,49.249515,Shrub,W,49.249515,-123.234415,,Planting,,,,Hirano,"JPN: Kochi Prefecture, Shimanto city, Hirano, 16 m, 32.95 | 132.983333",Eurya emarginata,Eurya emarginata Makino,9,9,9,9,Pentaphylacaceae
2023-0134,2023-0134.88,Eurya japonica,Eurya,8,Nursery,Kevin Kubeck,-123.234415,49.249515,Shrub,W,49.249515,-123.234415,,Planting,,,,Futami,"JPN: Kochi Prefecture, Shimanto city, Futami, 6 m, 32.966667 | 132.983333",Eurya japonica,Eurya japonica Thunb.,9,9,11,11,Pentaphylacaceae
2023-0347,2023-0347.88,Eutrochium purpureum,Eutrochium,8,Nursery,Kevin Kubeck,-123.234415,49.249515,Herbaceous Perennial,G,49.249515,-123.234415,,Planting,,,,,,Eutrochium purpureum var. atropurpureum,Eutrochium purpureum var. atropurpureum,11,11,8,5,Asteraceae
2019-0033,2019-0033.87,Forsythia suspensa,Forsythia,8,Nursery,Kevin Kubeck,-123.234415,49.249515,Shrub,W,49.249515,-123.234415,Original locality is batch imported on 2019 Aug 16;,Planting,,,,"Shennongjia, Mawan, Mawan","CHN: Hubei Province, Shennongjia, Mawan, Mawan, 966 m, 31°49.899' N | 110°38.049' E",Forsythia suspensa,Forsythia suspensa Vahl,11,11,8,8,Oleaceae
2023-0349,2023-0349.88,Francoa sonchifolia,Francoa,8,Nursery,Kevin Kubeck,-123.234415,49.249515,Herbaceous Perennial,G,49.249515,-123.234415,,Planting,,,,,,Francoa sonchifolia,Francoa sonchifolia Cav.,9,11,6,3,Francoaceae
2023-0387,2023-0387.88,Fraxinus dipetala,Fraxinus,8,Nursery,Kevin Kubeck,-123.234415,49.249515,Shrub or Tree,W,49.249515,-123.234415,,Planting,,,,"Shasta-Trinity National Forest, Waters Gulch trail","USA: California, Shasta County, Shasta-Trinity National Forest, Waters Gulch trail, 395 m, 40.783282 | -122.338233",Fraxinus dipetala,Fraxinus dipetala Hook. & Arn.,,,,,Oleaceae
2020-0355,2020-0355.88,Fraxinus nigra,Fraxinus,8,Nursery,Kevin Kubeck,-123.234415,49.249515,Tree,W,49.249515,-123.234415,Marais=swamp,Planting,Critically Endangered,No Status SARA,,MRC Le Haut-Richelieu: Saint-Georges-de-Clarenceville.,"CAN: Quebec, MRC Le Haut-Richelieu: Saint-Georges-de-Clarenceville., 31 m, 45°05'15"" | -73°13'20""",Fraxinus nigra,Fraxinus nigra Marshall,9,6,3,3,Oleaceae
2023-0454,2023-0454.88,Fremontodendron californicum,Fremontodendron,8,Nursery,Kevin Kubeck,-123.234415,49.249515,Shrub,W,49.249515,-123.234415,,Planting,,,,"Lassen National Forest, Battle Creek Vista point, off Hwy 36","USA: California, Tehama County, Lassen National Forest, Battle Creek Vista point, off Hwy 36, 1010 m, 40.35148 | -121.77898",Fremontodendron californicum,Fremontodendron californicum (Torrey) Coville,,,,,Malvaceae
2022-0012,2022-0012.88,Fritillaria camschatcensis,Fritillaria,8,Nursery,Kevin Kubeck,-123.234415,49.249515,Herbaceous Perennial,W,49.249515,-123.234415,,Planting,,,Yellow-listed British Columbia,,,Fritillaria camschatcensis,Fritillaria camschatcensis Ker Gawl.,9,6,3,3,Liliaceae
2024-0128,2024-0128.88,Gagea chlorantha,Gagea,8,Nursery,Kevin Kubeck,-123.234415,49.249515,Herbaceous Perennial,Z,49.249515,-123.234415,,Planting,,,,"Kartli, Tblisi, Kus Tba 600 m. 41.7, 44.75222222222222","GEO: Kartli, Tblisi, Kus Tba 600 m. 41.7, 44.75222222222222, 600 m, 41 D 42' 00'' | 44 D 45' 08''",Gagea chlorantha,Gagea chlorantha Schult.f.,,,,,Liliaceae
2023-0402,2023-0402.88,Garrya fremontii,Garrya,8,Nursery,Kevin Kubeck,-123.234415,49.249515,Shrub,W,49.249515,-123.234415,,Planting,,,,"Shasta-Trinity National Forest, steep ridge above Forest Rte 42N17","USA: California, Shasta County, Shasta-Trinity National Forest, steep ridge above Forest Rte 42N17, 1575 m, 41.31301 | -122.56322",Garrya fremontii,Garrya fremontii Torr.,11,11,11,8,Garryaceae
2023-0304,2023-0304.88,Gentiana lutea,Gentiana,8,Nursery,Kevin Kubeck,-123.234415,49.249515,Herbaceous Perennial,U,49.249515,-123.234415,,Planting,,,,,,Gentiana lutea,Gentiana lutea L.,9,6,3,3,Gentianaceae
2023-0351,2023-0351.88,Gladiolus illyricus,Gladiolus,8,Nursery,Kevin Kubeck,-123.234415,49.249515,Herbaceous Perennial,G,49.249515,-123.234415,,Planting,,,,,,Gladiolus illyricus,Gladiolus illyricus W.D.J.Koch,9,11,11,11,Iridaceae
2023-0305,2023-0305.88,Glycyrrhiza glabra,Glycyrrhiza,8,Nursery,Kevin Kubeck,-123.234415,49.249515,Herbaceous Perennial,U,49.249515,-123.234415,,Planting,,,,,,Glycyrrhiza glabra,Glycyrrhiza glabra L.,11,11,11,11,Fabaceae
2024-0066,2024-0066.88,Glycyrrhiza glabra,Glycyrrhiza,8,Nursery,Kevin Kubeck,-123.234415,49.249515,Herbaceous Perennial,G,49.249515,-123.234415,,Planting,,,,,,Glycyrrhiza glabra,Glycyrrhiza glabra L.,11,11,11,11,Fabaceae
1970-0001,1970-0001.87,Glyptostrobus pensilis,Glyptostrobus,8,Nursery,Kevin Kubeck,-123.234415,49.249515,Tree,G,49.249515,-123.234415,,Planting,Critically Endangered,,,,,Glyptostrobus pensilis,Glyptostrobus pensilis K.Koch,9,9,9,9,Cupressaceae
2023-0418,2023-0418.88,Hastingsia alba,Hastingsia,8,Nursery,Kevin Kubeck,-123.234415,49.249515,Herbaceous Perennial,W,49.249515,-123.234415,,Planting,,,,"Shasta-Trinity National Forest, Swift Creek road at Lake Eleanor trailhead, just above road and in shoulder","USA: California, Trinity County, Shasta-Trinity National Forest, Swift Creek road at Lake Eleanor trailhead, just above road and in shoulder, 1466 m, 40.98527 | -122.77426",Hastingsia alba,Hastingsia alba (Durand) S.Watson,,,,,Asparagaceae
2024-0134,2024-0134.88,Hemerocallis middendorffii,Hemerocallis,8,Nursery,Kevin Kubeck,-123.234415,49.249515,Herbaceous Perennial,Z,49.249515,-123.234415,,Planting,,,,"Honshu, Niigata Pref., Sado-island","JPN: Niigata Prefecture, Honshu, Niigata Pref., Sado-island",Hemerocallis middendorffii var. exaltata,Hemerocallis middendorffii var. exaltata (Stout) M.Hotta,,,,,Asphodelaceae
2024-0135,2024-0135.88,Hemerocallis middendorffii,Hemerocallis,8,Nursery,Kevin Kubeck,-123.234415,49.249515,Herbaceous Perennial,Z,49.249515,-123.234415,,Planting,,,,"Honshu, Niigata Pref.","JPN: Niigata Prefecture, Honshu, Niigata Pref.",Hemerocallis middendorffii var. exaltata,Hemerocallis middendorffii var. exaltata (Stout) M.Hotta,,,,,Asphodelaceae
