AccNoFull,ItemAccNoFull,Family,Genus,GenusSpecies,TaxonName,ItemLocationCode,LocationName,LocationCoordLatDD,LocationCoordLongDD,ManagedBy,ItemType,ProvenanceCode,IUCNRedList,NationalRedList,RegionalRedList,ClimateRating_current,ClimateRating_emissions-limited_2050,ClimateRating_business-as-usual_2090,ClimateRating_bau-plus-1-degree_2090,LocalityFull,LifeForm,LocComment,TaxonNameFull,LocationCoordX,LocationCoordY,Locality
2009-0372,2009-0372.03,Ericaceae,Rhododendron,Rhododendron campylogynum,Rhododendron campylogynum Charopoeum Group,LAS2,Alpine Garden,49.253742,-123.246309,Laura Caddy,Planting,G,,,,11.0,11.0,11.0,8.0,,Shrub,,Rhododendron campylogynum Franch. Charopoeum Group,49.253742,-123.246309,
2023-0075,2023-0075.01,Ericaceae,Rhododendron,Rhododendron complexum,Rhododendron complexum,LAS2,Alpine Garden,49.253742,-123.246309,Laura Caddy,Planting,W,,,,9.0,6.0,6.0,3.0,"CHN: Yunnan Province, NE, 3700 m",Shrub,,Rhododendron complexum Balf.f. & W.W.Sm.,49.253742,-123.246309,
2023-0075,2023-0075.02,Ericaceae,Rhododendron,Rhododendron complexum,Rhododendron complexum,LAS2,Alpine Garden,49.253742,-123.246309,Laura Caddy,Planting,W,,,,9.0,6.0,6.0,3.0,"CHN: Yunnan Province, NE, 3700 m",Shrub,,Rhododendron complexum Balf.f. & W.W.Sm.,49.253742,-123.246309,
2023-0075,2023-0075.03,Ericaceae,Rhododendron,Rhododendron complexum,Rhododendron complexum,LAS2,Alpine Garden,49.253742,-123.246309,Laura Caddy,Planting,W,,,,9.0,6.0,6.0,3.0,"CHN: Yunnan Province, NE, 3700 m",Shrub,,Rhododendron complexum Balf.f. & W.W.Sm.,49.253742,-123.246309,
2023-0031,2023-0031.01,Ericaceae,Rhododendron,Rhododendron kiusianum,Rhododendron kiusianum,LAS2,Alpine Garden,49.253742,-123.246309,Laura Caddy,Planting,U,,,,11.0,11.0,11.0,11.0,,Shrub,,Rhododendron kiusianum Makino,49.253742,-123.246309,
2014-0443,2014-0443.01,Ericaceae,Rhododendron,Rhododendron nitidulum,Rhododendron nitidulum,LAS2,Alpine Garden,49.253742,-123.246309,Laura Caddy,Planting,W,,,,11.0,11.0,11.0,11.0,"CHN: Sichuan Province, not listed, Mt. Omei?",Shrub,Original locality is batch imported on 2019 Aug 16;,Rhododendron nitidulum Rehder & E.H.Wilson,49.253742,-123.246309,"not listed, Mt. Omei?"
2014-0443,2014-0443.04,Ericaceae,Rhododendron,Rhododendron nitidulum,Rhododendron nitidulum,LAS2,Alpine Garden,49.253742,-123.246309,Laura Caddy,Planting,W,,,,11.0,11.0,11.0,11.0,"CHN: Sichuan Province, not listed, Mt. Omei?",Shrub,Original locality is batch imported on 2019 Aug 16;,Rhododendron nitidulum Rehder & E.H.Wilson,49.253742,-123.246309,"not listed, Mt. Omei?"
2014-0444,2014-0444.01,Ericaceae,Rhododendron,Rhododendron pemakoense,Rhododendron pemakoense,LAS2,Alpine Garden,49.253742,-123.246309,Laura Caddy,Planting,W,,,,11.0,8.0,5.0,5.0,,Shrub,,Rhododendron pemakoense Kingdon-Ward,49.253742,-123.246309,
2014-0444,2014-0444.03,Ericaceae,Rhododendron,Rhododendron pemakoense,Rhododendron pemakoense,LAS2,Alpine Garden,49.253742,-123.246309,Laura Caddy,Planting,W,,,,11.0,8.0,5.0,5.0,,Shrub,,Rhododendron pemakoense Kingdon-Ward,49.253742,-123.246309,
2014-0446,2014-0446.01,Ericaceae,Rhododendron,Rhododendron petrocharis,Rhododendron petrocharis,LAS2,Alpine Garden,49.253742,-123.246309,Laura Caddy,Planting,W,,,,9.0,6.0,8.0,11.0,"CHN: Sichuan Province, SW: Xichang City, 2370 m",Shrub,"Original locality is batch imported on 2019 Aug 16; Locality copied from RBGE 2021 EPL, but they list elev. as 3570;",Rhododendron petrocharis Diels,49.253742,-123.246309,SW: Xichang City
2023-0144,2023-0144.01,Ericaceae,Rhododendron,Rhododendron semibarbatum,Rhododendron semibarbatum,LAS2,Alpine Garden,49.253742,-123.246309,Laura Caddy,Planting,Z,,,,11.0,11.0,6.0,5.0,"JPN: Honshu, Miyagi, Sendai",Shrub,,Rhododendron semibarbatum Maxim,49.253742,-123.246309,"Honshu, Miyagi, Sendai"
1964-0003,1964-0003.02,Ericaceae,Rhododendron,Rhododendron spiciferum,Rhododendron spiciferum,LAS2,Alpine Garden,49.253742,-123.246309,Laura Caddy,Planting,G,,,,9.0,9.0,9.0,11.0,,Shrub,,Rhododendron spiciferum Franch.,49.253742,-123.246309,
1998-0688,1998-0688.02,Ericaceae,Rhododendron,Rhododendron trichocladum,Rhododendron trichocladum,LAS2,Alpine Garden,49.253742,-123.246309,Laura Caddy,Planting,U,,,,11.0,11.0,11.0,11.0,,Shrub,,Rhododendron trichocladum Franch.,49.253742,-123.246309,
2014-0449,2014-0449.01,Ericaceae,Rhododendron,Rhododendron wumingense,Rhododendron wumingense,LAS2,Alpine Garden,49.253742,-123.246309,Laura Caddy,Planting,W,,,,9.0,9.0,9.0,11.0,CHN: no specific location,Shrub,Original locality is batch imported on 2019 Aug 16;,Rhododendron wumingense W.P.Fang,49.253742,-123.246309,no specific location
1998-0110,1998-0110.01,Ericaceae,Rhododendron,Rhododendron yakushimanum,Rhododendron yakushimanum,LAS2,Alpine Garden,49.253742,-123.246309,Laura Caddy,Planting,G,,,,9.0,11.0,11.0,11.0,,Shrub,,Rhododendron yakushimanum Nakai,49.253742,-123.246309,
2008-0195,2008-0195.01,Rosaceae,Sieversia,Sieversia pentapetala,Sieversia pentapetala,LAS2,Alpine Garden,49.253742,-123.246309,Laura Caddy,Planting,G,,,,,,,,,Shrub,,Sieversia pentapetala (L.) Greene,49.253742,-123.246309,
2006-0056,2006-0056.01,Asparagaceae,Speirantha,Speirantha gardenii,Speirantha gardenii,LAS2,Alpine Garden,49.253742,-123.246309,Laura Caddy,Planting,G,,,,9.0,9.0,6.0,6.0,,Herbaceous Perennial,,Speirantha gardenii Baill.,49.253742,-123.246309,
2012-0593,2012-0593.01,Rosaceae,Spiraea,Spiraea japonica,Spiraea japonica,LAS2,Alpine Garden,49.253742,-123.246309,Laura Caddy,Planting,W,,,,11.0,9.0,6.0,6.0,"JPN: Kyushu, Kumamoto Prefecture, Asa-kuju National Park",Shrub,Original locality is batch imported on 2019 Aug 16;,Spiraea japonica L.f.,49.253742,-123.246309,"Kyushu, Kumamoto Prefecture, Asa-kuju National Park"
1984-0065,1984-0065.04,Amaryllidaceae,Sternbergia,Sternbergia lutea,Sternbergia lutea,LAS2,Alpine Garden,49.253742,-123.246309,Laura Caddy,Planting,G,,,,9.0,11.0,11.0,8.0,,Herbaceous Perennial,,Sternbergia lutea (L.) Ker Gawl. ex Nyman,49.253742,-123.246309,
2020-0557,2020-0557.01,Ranunculaceae,Trautvetteria,Trautvetteria caroliniensis,Trautvetteria caroliniensis var. japonica,LAS2,Alpine Garden,49.253742,-123.246309,Laura Caddy,Planting,G,,,,,,,,,Herbaceous Perennial,,Trautvetteria caroliniensis var. japonica,49.253742,-123.246309,
2018-0515,2018-0515.01,Melanthiaceae,Trillium,Trillium apetalon,Trillium apetalon,LAS2,Alpine Garden,49.253742,-123.246309,Laura Caddy,Planting,G,,,,11.0,8.0,5.0,2.0,,Herbaceous Perennial,,Trillium apetalon Makino,49.253742,-123.246309,
2002-0281,2002-0281.01,Melanthiaceae,Trillium,Trillium smallii,Trillium smallii,LAS2,Alpine Garden,49.253742,-123.246309,Laura Caddy,Planting,G,,,,11.0,11.0,5.0,2.0,,Herbaceous Perennial,,Trillium smallii Maxim.,49.253742,-123.246309,
1997-0263,1997-0263.01,Ulmaceae,Ulmus,Ulmus parvifolia,Ulmus parvifolia 'Seiju',LAS2,Alpine Garden,49.253742,-123.246309,Laura Caddy,Planting,G,,,,9.0,9.0,11.0,11.0,,Tree,,Ulmus parvifolia Jacq. 'Seiju',49.253742,-123.246309,
2004-0248,2004-0248.02,Scrophulariaceae,Verbascum,Verbascum phoeniceum,Verbascum phoeniceum,LAS2,Alpine Garden,49.253742,-123.246309,Laura Caddy,Planting,G,,,,11.0,6.0,6.0,3.0,,Herbaceous Perennial,,Verbascum phoeniceum L.,49.253742,-123.246309,
1972-0766,1972-0766.01,Sapindaceae,Acer,Acer palmatum,Acer palmatum var. dissectum Dissectum Viride Group,LAS3,Alpine Garden,49.253624,-123.246396,Laura Caddy,Planting,G,,,,11.0,11.0,11.0,11.0,,Shrub or Tree,,Acer palmatum Thunb. var. dissectum Dissectum Viride Group,49.253624,-123.246396,
1998-0530,1998-0530.01,Sapindaceae,Acer,Acer palmatum,Acer palmatum 'Shindeshojo',LAS3,Alpine Garden,49.253624,-123.246396,Laura Caddy,Planting,G,,,,11.0,11.0,11.0,11.0,,Shrub or Tree,,Acer palmatum Thunb. 'Shindeshojo',49.253624,-123.246396,
2019-0577,2019-0577.01,Ranunculaceae,Aconitum,Aconitum fischeri,Aconitum fischeri,LAS3,Alpine Garden,49.253624,-123.246396,Laura Caddy,Planting,G,,,,9.0,8.0,5.0,5.0,,Herbaceous Perennial,,Aconitum fischeri Rchb.,49.253624,-123.246396,
2014-0117,2014-0117.01,Amaryllidaceae,Allium,Allium hookeri,Allium hookeri var. muliense,LAS3,Alpine Garden,49.253624,-123.246396,Laura Caddy,Planting,G,,,,11.0,11.0,11.0,11.0,,Herbaceous Perennial,,Allium hookeri Thwaites var. muliense Airy Shaw,49.253624,-123.246396,
2001-0407,2001-0407.01,Amaryllidaceae,Allium,Allium paradoxum,Allium paradoxum var. normale,LAS3,Alpine Garden,49.253624,-123.246396,Laura Caddy,Planting,W,,,,11.0,6.0,3.0,3.0,"AZE: Talysh Range, 1700 m",Herbaceous Perennial,Original locality is batch imported on 2019 Aug 16;,Allium paradoxum (Bieb.) G.Don. var. normale Stearn,49.253624,-123.246396,Talysh Range
2013-0461,2013-0461.01,Amaryllidaceae,Allium,Allium splendens,Allium splendens,LAS3,Alpine Garden,49.253624,-123.246396,Laura Caddy,Planting,G,,,,6.0,6.0,3.0,3.0,,Herbaceous Perennial,,Allium splendens Willd. ex Schult.f.,49.253624,-123.246396,
2013-0461,2013-0461.02,Amaryllidaceae,Allium,Allium splendens,Allium splendens,LAS3,Alpine Garden,49.253624,-123.246396,Laura Caddy,Planting,G,,,,6.0,6.0,3.0,3.0,,Herbaceous Perennial,,Allium splendens Willd. ex Schult.f.,49.253624,-123.246396,
1971-0129,1971-0129.01,Ericaceae,Andromeda,Andromeda polifolia,Andromeda polifolia 'Alba',LAS3,Alpine Garden,49.253624,-123.246396,Laura Caddy,Planting,G,,,,9.0,6.0,3.0,3.0,,Shrub,,Andromeda polifolia L. 'Alba',49.253624,-123.246396,
1971-0129,1971-0129.03,Ericaceae,Andromeda,Andromeda polifolia,Andromeda polifolia 'Alba',LAS3,Alpine Garden,49.253624,-123.246396,Laura Caddy,Planting,G,,,,9.0,6.0,3.0,3.0,,Shrub,,Andromeda polifolia L. 'Alba',49.253624,-123.246396,
1999-0328,1999-0328.03,Primulaceae,Androsace,Androsace studiosorum,Androsace studiosorum 'Chumbyi',LAS3,Alpine Garden,49.253624,-123.246396,Laura Caddy,Planting,G,,,,,,,,,Herbaceous Perennial,,Androsace studiosorum Kress 'Chumbyi',49.253624,-123.246396,
1992-0441,1992-0441.01,Ranunculaceae,Anemone,Anemone rivularis,Anemone rivularis,LAS3,Alpine Garden,49.253624,-123.246396,Laura Caddy,Planting,U,,,,,,,,,Herbaceous Perennial,,Anemone rivularis Buch.-Ham. ex DC.,49.253624,-123.246396,
1992-0802,1992-0802.01,Ranunculaceae,Anemone,Anemone rivularis,Anemone rivularis,LAS3,Alpine Garden,49.253624,-123.246396,Laura Caddy,Planting,G,,,,,,,,,Herbaceous Perennial,,Anemone rivularis Buch.-Ham. ex DC.,49.253624,-123.246396,
1992-0802,1992-0802.02,Ranunculaceae,Anemone,Anemone rivularis,Anemone rivularis,LAS3,Alpine Garden,49.253624,-123.246396,Laura Caddy,Planting,G,,,,,,,,,Herbaceous Perennial,,Anemone rivularis Buch.-Ham. ex DC.,49.253624,-123.246396,
2019-0867,2019-0867.02,Saxifragaceae,Astilbe,Astilbe glaberrima,Astilbe glaberrima var. saxatilis,LAS3,Alpine Garden,49.253624,-123.246396,Laura Caddy,Planting,U,,,,9.0,8.0,11.0,11.0,,Herbaceous Perennial,,Astilbe glaberrima Nakai var. saxatilis (Nakai) H.Ohba,49.253624,-123.246396,
2014-0111,2014-0111.02,Saxifragaceae,Astilbe,Astilbe macroflora,Astilbe macroflora,LAS3,Alpine Garden,49.253624,-123.246396,Laura Caddy,Planting,W,,,,11.0,8.0,8.0,8.0,"TWN: Yushan NP, Tataka Rec. Area, Mt. Linjhih trailhead, 2750 m",Herbaceous Perennial,Original locality is batch imported on 2019 Aug 16;,Astilbe macroflora Hayata,49.253624,-123.246396,"Yushan NP, Tataka Rec. Area, Mt. Linjhih trailhead"
2018-0507,2018-0507.01,Ranunculaceae,Beesia,Beesia deltophylla,Beesia deltophylla,LAS3,Alpine Garden,49.253624,-123.246396,Laura Caddy,Planting,G,,,,6.0,9.0,2.0,2.0,,Shrub,,Beesia deltophylla C.Y.Wu,49.253624,-123.246396,
1994-0170,1994-0170.03,Saxifragaceae,Bergenia,Bergenia stracheyi,Bergenia stracheyi,LAS3,Alpine Garden,49.253624,-123.246396,Laura Caddy,Planting,G,,,,11.0,8.0,8.0,8.0,,Herbaceous Perennial,,Bergenia stracheyi (Hook.f. & Thomson) Engl.,49.253624,-123.246396,
2001-0116,2001-0116.01,Betulaceae,Betula,Betula apoiensis,Betula apoiensis,LAS3,Alpine Garden,49.253624,-123.246396,Laura Caddy,Planting,G,,,,9.0,6.0,3.0,2.0,,Shrub,,Betula apoiensis Nakai ex H.Hara,49.253624,-123.246396,
1995-0275,1995-0275.03,Polygonaceae,Bistorta,Bistorta affinis,Bistorta affinis,LAS3,Alpine Garden,49.253624,-123.246396,Laura Caddy,Planting,W,,,,9.0,6.0,5.0,5.0,"CHN: Yunnan Province, Kunming, 1950 m",Herbaceous Perennial,,Bistorta affinis Greene,49.253624,-123.246396,Kunming
2001-0140,2001-0140.04,Polygonaceae,Bistorta,Bistorta affinis,Bistorta affinis 'Border Jewel',LAS3,Alpine Garden,49.253624,-123.246396,Laura Caddy,Planting,G,,,,9.0,6.0,5.0,5.0,,Herbaceous Perennial,,Bistorta affinis Greene 'Border Jewel',49.253624,-123.246396,
2001-0140,2001-0140.05,Polygonaceae,Bistorta,Bistorta affinis,Bistorta affinis 'Border Jewel',LAS3,Alpine Garden,49.253624,-123.246396,Laura Caddy,Planting,G,,,,9.0,6.0,5.0,5.0,,Herbaceous Perennial,,Bistorta affinis Greene 'Border Jewel',49.253624,-123.246396,
1974-1276,1974-1276.06,Polygonaceae,Bistorta,Bistorta vacciniifolia,Bistorta vacciniifolia,LAS3,Alpine Garden,49.253624,-123.246396,Laura Caddy,Planting,G,,,,9.0,6.0,6.0,5.0,,Herbaceous Perennial,,Bistorta vacciniifolia Greene,49.253624,-123.246396,
1974-1311,1974-1311.03,Orchidaceae,Bletilla,Bletilla striata,Bletilla striata,LAS3,Alpine Garden,49.253624,-123.246396,Laura Caddy,Planting,G,,,,9.0,9.0,11.0,11.0,,Herbaceous Perennial,,Bletilla striata Rchb.f.,49.253624,-123.246396,
1974-1311,1974-1311.04,Orchidaceae,Bletilla,Bletilla striata,Bletilla striata,LAS3,Alpine Garden,49.253624,-123.246396,Laura Caddy,Planting,G,,,,9.0,9.0,11.0,11.0,,Herbaceous Perennial,,Bletilla striata Rchb.f.,49.253624,-123.246396,
1995-0565,1995-0565.01,Orchidaceae,Bletilla,Bletilla striata,Bletilla striata,LAS3,Alpine Garden,49.253624,-123.246396,Laura Caddy,Planting,G,,,,9.0,9.0,11.0,11.0,,Herbaceous Perennial,,Bletilla striata Rchb.f.,49.253624,-123.246396,
2001-0147,2001-0147.01,Poaceae,Calamagrostis,Calamagrostis hakonensis,Calamagrostis hakonensis,LAS3,Alpine Garden,49.253624,-123.246396,Laura Caddy,Planting,W,,,,11.0,8.0,5.0,5.0,"JPN: Tochigi Prefecture, Honshu",Herbaceous Perennial,Original locality is batch imported on 2019 Aug 16;,Calamagrostis hakonensis Franch. & Sav.,49.253624,-123.246396,"Tochigi Prefecture, Honshu"
1999-0089,1999-0089.01,Cyperaceae,Carex,Carex morrowii,Carex morrowii 'Variegata',LAS3,Alpine Garden,49.253624,-123.246396,Laura Caddy,Planting,G,,,,11.0,11.0,8.0,8.0,,Herbaceous Perennial,,Carex morrowii Boott 'Variegata',49.253624,-123.246396,
1995-1013,1995-1013.01,Cyperaceae,Carex,Carex oshimensis,Carex oshimensis 'Evergold',LAS3,Alpine Garden,49.253624,-123.246396,Laura Caddy,Planting,G,,,,9.0,6.0,8.0,11.0,,Herbaceous Perennial,,Carex oshimensis Nakai 'Evergold',49.253624,-123.246396,
2024-0170,2024-0170.01,Ericaceae,Cassiope,Cassiope,Cassiope 'Muirhead',LAS3,Alpine Garden,49.253624,-123.246396,Laura Caddy,Planting,G,,,,,,,,,Shrub,,Cassiope 'Muirhead',49.253624,-123.246396,
1998-0152,1998-0152.01,Poaceae,Cenchrus,Cenchrus alopecuroides,Cenchrus alopecuroides 'Little Bunny',LAS3,Alpine Garden,49.253624,-123.246396,Laura Caddy,Planting,G,,,,9.0,9.0,11.0,11.0,,Herbaceous Perennial,,Cenchrus alopecuroides (L.) Thunb. 'Little Bunny',49.253624,-123.246396,
1998-0152,1998-0152.03,Poaceae,Cenchrus,Cenchrus alopecuroides,Cenchrus alopecuroides 'Little Bunny',LAS3,Alpine Garden,49.253624,-123.246396,Laura Caddy,Planting,G,,,,9.0,9.0,11.0,11.0,,Herbaceous Perennial,,Cenchrus alopecuroides (L.) Thunb. 'Little Bunny',49.253624,-123.246396,
2019-0578,2019-0578.01,Plumbaginaceae,Ceratostigma,Ceratostigma griffithii,Ceratostigma griffithii,LAS3,Alpine Garden,49.253624,-123.246396,Laura Caddy,Planting,G,,,,11.0,11.0,11.0,9.0,,Shrub,,Ceratostigma griffithii C.B.Clarke,49.253624,-123.246396,
1977-0317,1977-0317.01,Cupressaceae,Chamaecyparis,Chamaecyparis obtusa,Chamaecyparis obtusa 'Verdon',LAS3,Alpine Garden,49.253624,-123.246396,Laura Caddy,Planting,G,,,,9.0,11.0,11.0,11.0,,Shrub,,Chamaecyparis obtusa Siebold & Zucc. 'Verdon',49.253624,-123.246396,
2019-0579,2019-0579.01,Ranunculaceae,Clematis,Clematis integrifolia,Clematis integrifolia 'Psharlan',LAS3,Alpine Garden,49.253624,-123.246396,Laura Caddy,Planting,G,,,,11.0,6.0,3.0,3.0,,Herbaceous Perennial,,Clematis integrifolia L. 'Psharlan',49.253624,-123.246396,
2022-0142,2022-0142.01,Gesneriaceae,Conandron,Conandron ramondioides,Conandron ramondioides,LAS3,Alpine Garden,49.253624,-123.246396,Laura Caddy,Planting,G,,,,9.0,11.0,11.0,11.0,,Herbaceous Perennial,,Conandron ramondioides Siebold & Zucc.,49.253624,-123.246396,
2022-0110,2022-0110.01,Cornaceae,Cornus,Cornus alba,Cornus alba 'Kesselringii',LAS3,Alpine Garden,49.253624,-123.246396,Laura Caddy,Planting,G,,,,9.0,9.0,6.0,3.0,,Shrub,,Cornus alba L. 'Kesselringii',49.253624,-123.246396,
1987-0068,1987-0068.01,Cupressaceae,Cryptomeria,Cryptomeria japonica,Cryptomeria japonica 'Compressa',LAS3,Alpine Garden,49.253624,-123.246396,Laura Caddy,Planting,G,,,,9.0,11.0,11.0,11.0,,Shrub,,Cryptomeria japonica D.Don 'Compressa',49.253624,-123.246396,
2002-0270,2002-0270.01,Cupressaceae,Cryptomeria,Cryptomeria japonica,Cryptomeria japonica 'Koshyi',LAS3,Alpine Garden,49.253624,-123.246396,Laura Caddy,Planting,G,,,,9.0,11.0,11.0,11.0,,Tree,,Cryptomeria japonica D.Don 'Koshyi',49.253624,-123.246396,
2024-0361,2024-0361.01,Orchidaceae,Dendrobium,Dendrobium moniliforme,Dendrobium moniliforme,LAS3,Alpine Garden,49.253624,-123.246396,Laura Caddy,Planting,G,,,,,,,,,Herbaceous Perennial,,Dendrobium moniliforme,49.253624,-123.246396,
2018-0739,2018-0739.01,Berberidaceae,Epimedium,Epimedium hybrid,Epimedium hybrid,LAS3,Alpine Garden,49.253624,-123.246396,Laura Caddy,Planting,G,,,,,,,,,Herbaceous Perennial,,Epimedium hybrid,49.253624,-123.246396,
2018-0868,2018-0868.01,Berberidaceae,Epimedium,Epimedium hybrid,Epimedium hybrid,LAS3,Alpine Garden,49.253624,-123.246396,Laura Caddy,Planting,G,,,,,,,,,Herbaceous Perennial,,Epimedium hybrid,49.253624,-123.246396,
1974-1353,1974-1353.01,Berberidaceae,Epimedium,Epimedium pinnatum,Epimedium pinnatum subsp. colchicum,LAS3,Alpine Garden,49.253624,-123.246396,Laura Caddy,Planting,U,,,,9.0,11.0,8.0,3.0,,Herbaceous Perennial,,Epimedium pinnatum Fisch. subsp. colchicum (Boiss.) Busch,49.253624,-123.246396,
1983-0620,1983-0620.01,Celastraceae,Euonymus,Euonymus fortunei,Euonymus fortunei 'Kewensis',LAS3,Alpine Garden,49.253624,-123.246396,Laura Caddy,Planting,G,,,,11.0,11.0,8.0,6.0,,Shrub,,Euonymus fortunei (Turcz.) Hand.-Mazz. 'Kewensis',49.253624,-123.246396,
1998-0748,1998-0748.01,Geraniaceae,Geranium,Geranium soboliferum,Geranium soboliferum,LAS3,Alpine Garden,49.253624,-123.246396,Laura Caddy,Planting,U,,,,9.0,6.0,6.0,5.0,,Herbaceous Perennial,,Geranium soboliferum Kom.,49.253624,-123.246396,
2017-0062,2017-0062.01,Gunneraceae,Gunnera,Gunnera monoica,Gunnera monoica,LAS3,Alpine Garden,49.253624,-123.246396,Laura Caddy,Planting,W,,,,11.0,9.0,6.0,6.0,NZL: Canterbury Region,Herbaceous Perennial,Original locality is batch imported on 2019 Aug 16;,Gunnera monoica Raoul,49.253624,-123.246396,
1999-0211,1999-0211.01,Poaceae,Hakonechloa,Hakonechloa macra,Hakonechloa macra 'Aureola',LAS3,Alpine Garden,49.253624,-123.246396,Laura Caddy,Planting,G,,,,11.0,11.0,8.0,8.0,,Herbaceous Perennial,,Hakonechloa macra Makino 'Aureola',49.253624,-123.246396,
2004-0399,2004-0399.01,Iridaceae,Iris,Iris bulleyana,Iris bulleyana,LAS3,Alpine Garden,49.253624,-123.246396,Laura Caddy,Planting,W,,,,11.0,11.0,8.0,8.0,"CHN: Yunnan Province, Zhongdian, 3200 m",Herbaceous Perennial,Original locality is batch imported on 2019 Aug 16;,Iris bulleyana Dykes,49.253624,-123.246396,Zhongdian
2019-0580,2019-0580.01,Amaryllidaceae,Lycoris,Lycoris aurea,Lycoris aurea,LAS3,Alpine Garden,49.253624,-123.246396,Laura Caddy,Planting,G,,,,6.0,9.0,9.0,9.0,,Herbaceous Perennial,,Lycoris aurea (L'Hér.) Herb.,49.253624,-123.246396,
1974-1270,1974-1270.01,Araceae,Lysichiton,Lysichiton camtschatcensis,Lysichiton camtschatcensis,LAS3,Alpine Garden,49.253624,-123.246396,Laura Caddy,Planting,G,,,,9.0,6.0,3.0,2.0,,Herbaceous Perennial,,Lysichiton camtschatcensis (L.) Schott,49.253624,-123.246396,
1977-0152,1977-0152.05,Saxifragaceae,Mukdenia,Mukdenia rossii,Mukdenia rossii,LAS3,Alpine Garden,49.253624,-123.246396,Laura Caddy,Planting,W,,,,11.0,9.0,6.0,3.0,KOR: 34.36 N | 126.32 E,Herbaceous Perennial,Original locality is batch imported on 2019 Aug 16;,Mukdenia rossii (Oliv.) Koidz.,49.253624,-123.246396,
1977-0152,1977-0152.06,Saxifragaceae,Mukdenia,Mukdenia rossii,Mukdenia rossii,LAS3,Alpine Garden,49.253624,-123.246396,Laura Caddy,Planting,W,,,,11.0,9.0,6.0,3.0,KOR: 34.36 N | 126.32 E,Herbaceous Perennial,Original locality is batch imported on 2019 Aug 16;,Mukdenia rossii (Oliv.) Koidz.,49.253624,-123.246396,
1978-0432,1978-0432.01,Menyanthaceae,Nymphoides,Nymphoides peltata,Nymphoides peltata,LAS3,Alpine Garden,49.253624,-123.246396,Laura Caddy,Planting,G,Least concern,,Exotic British Columbia,11.0,9.0,6.0,6.0,,Herbaceous Perennial,,Nymphoides peltata (S.G.Gmel.) Kuntze,49.253624,-123.246396,
2002-0244,2002-0244.01,Paeoniaceae,Paeonia,Paeonia anomala,Paeonia anomala subsp. veitchii,LAS3,Alpine Garden,49.253624,-123.246396,Laura Caddy,Planting,U,,,,9.0,5.0,5.0,5.0,,Herbaceous Perennial,,Paeonia anomala L. subsp. veitchii (Lynch) D.Y.Hong & K.Y.Pan,49.253624,-123.246396,
2007-0190,2007-0190.01,Paeoniaceae,Paeonia,Paeonia obovata,Paeonia obovata subsp. obovata,LAS3,Alpine Garden,49.253624,-123.246396,Laura Caddy,Planting,G,,,,11.0,8.0,6.0,5.0,,Herbaceous Perennial,,Paeonia obovata Maxim. subsp. obovata,49.253624,-123.246396,
1976-0438,1976-0438.02,Pinaceae,Pinus,Pinus parviflora,Pinus parviflora Glauca Group,LAS3,Alpine Garden,49.253624,-123.246396,Laura Caddy,Planting,G,,,,11.0,11.0,8.0,5.0,,Shrub or Tree,,Pinus parviflora Siebold & Zucc. Glauca Group,49.253624,-123.246396,
1998-0144,1998-0144.01,Pinaceae,Pinus,Pinus sylvestris,Pinus sylvestris 'Repens',LAS3,Alpine Garden,49.253624,-123.246396,Laura Caddy,Planting,G,,,,11.0,6.0,6.0,3.0,,Shrub,,Pinus sylvestris L. 'Repens',49.253624,-123.246396,
2021-0681,2021-0681.01,Campanulaceae,Platycodon,Platycodon grandiflorus,Platycodon grandiflorus,LAS3,Alpine Garden,49.253624,-123.246396,Laura Caddy,Planting,W,,,,11.0,11.0,8.0,8.0,RUS: Primorsky Krai,Herbaceous Perennial,"Sinel. – near the Sinelnikovo settlement, Oktyabrskiy district Sinel. 2019",Platycodon grandiflorus A.DC.,49.253624,-123.246396,
1998-0188,1998-0188.01,Rosaceae,Potentilla,Potentilla chinensis,Potentilla chinensis var. concolor,LAS3,Alpine Garden,49.253624,-123.246396,Laura Caddy,Planting,G,,,,11.0,11.0,9.0,8.0,,Herbaceous Perennial,,Potentilla chinensis Ser. var. concolor Fe & Sav.,49.253624,-123.246396,
2019-0701,2019-0701.02,Primulaceae,Primula,Primula fangii,Primula fangii,LAS3,Alpine Garden,49.253624,-123.246396,Laura Caddy,Planting,W,,,,2.0,2.0,2.0,9.0,"CHN: Sichuan Province, Maerkang, Matang, 3250 m",Herbaceous Perennial,Original locality is batch imported on 2019 Aug 16;,Primula fangii F.H.Chen & C.M.Hu,49.253624,-123.246396,"Maerkang, Matang"
