taxon,temperature,climate_rating,mean_annual_ temp_celcius,mean_hottest_month_celcius,mean_coldest_quarter_celsius,mean_annual_precipitation mm/year,mean_driest_quarter mm/qtr,tree,obs_record1,obs_record2,obs_record3,obs_record4,obs_record5
Salix arbuscula,15.3,3,3.23889,18.9,-3.725,753.5,131,FALSE,GBIF_CURRENT=2729,MODEL=,PLANTSEARCH=29,,
Salix arctica,15.3,3,2.80764,18.1,-3.975,692,126,FALSE,GBIF_CURRENT=6192,MODEL=,PLANTSEARCH=15,,
Salix brachycarpa,15.3,2,2.97709,24.725,-6.03333,632.25,117.75,FALSE,GBIF_CURRENT=1095,MODEL=,PLANTSEARCH=4,,
Salix breviserrata,15.3,2,3.58194,18.55,-2.32917,1028.5,190.25,FALSE,GBIF_CURRENT=1436,MODEL=,PLANTSEARCH=13,,
Salix candida,15.3,2,5.94028,25.4,-6.02083,823,139.5,FALSE,GBIF_CURRENT=1798,MODEL=,PLANTSEARCH=18,,
Salix fruticulosa,15.3,11,8.29028,21.375,2.47083,885.25,100.25,FALSE,GBIF_CURRENT=41,MODEL=,PLANTSEARCH=2,,
Salix gilgiana,15.3,8,11.0993,27.275,0.0041675,1202.5,153.5,FALSE,GBIF_CURRENT=601,MODEL=,PLANTSEARCH=9,,
Salix gracilistyla,15.3,5,10.5042,27.35,-1.26666,1106,120,FALSE,GBIF_CURRENT=2263,MODEL=,PLANTSEARCH=25,,
Salix integra,15.3,8,9.49097,26.275,-2.10834,1070.5,134.75,FALSE,GBIF_CURRENT=1186,MODEL=,PLANTSEARCH=20,,
Salix jejuna,15.3,2,2.99375,21.35,-7.3375,912.75,171.5,FALSE,GBIF_CURRENT=16,MODEL=,PLANTSEARCH=7,,
Salix lapponum,15.3,2,2.78403,20.475,-4.975,691.75,123.75,FALSE,GBIF_CURRENT=9414,MODEL=,PLANTSEARCH=42,,
Salix nakamurana,15.3,2,3.65,19.05,-2.17917,1004.25,174.75,FALSE,GBIF_CURRENT=132,MODEL=,PLANTSEARCH=7,,
Salix nakamurana,15.3,2,3.65,19.05,-2.17917,1004.25,174.75,FALSE,GBIF_CURRENT=132,MODEL=,PLANTSEARCH=7,,
Salix nivalis,15.3,2,2.87361,20.4,-3.6125,717,128.75,FALSE,GBIF_CURRENT=766,MODEL=,PLANTSEARCH=9,,
Salix repens,15.3,3,8.45972,21.7,1.69166,768.5,144.5,FALSE,GBIF_CURRENT=5142,MODEL=,PLANTSEARCH=49,,
Salvia argentea,15.3,11,12.9125,28.15,5.28334,643.5,90,FALSE,GBIF_CURRENT=837,MODEL=,PLANTSEARCH=80,,
Salvia atrocyanea,15.3,11,13.5958,23.775,8.64583,679.5,74.5,FALSE,GBIF_CURRENT=27,MODEL=,PLANTSEARCH=12,,
Salvia candelabrum,15.3,11,12.9444,28.35,6.17083,610.25,78,FALSE,GBIF_CURRENT=146,MODEL=,PLANTSEARCH=34,,
Salvia farinacea,15.3,9,17.8083,31.9,8.41667,844.75,140.25,FALSE,GBIF_CURRENT=5722,MODEL=,PLANTSEARCH=56,,
Salvia forskaehlei,15.3,5,12.3917,24.45,5.56667,677.5,116,FALSE,GBIF_CURRENT=77,MODEL=,PLANTSEARCH=8,,
Salvia glutinosa,15.3,2,9.0986,24.3,1.425,957,174.5,FALSE,GBIF_CURRENT=8802,MODEL=,PLANTSEARCH=1,,
Salvia guaranitica,15.3,9,16.5924,29.125,10.0542,925.75,161.25,FALSE,GBIF_CURRENT=380,MODEL=,PLANTSEARCH=44,,
Salvia hierosolymitana,15.3,9,15.4431,27.65,7.525,661.25,61.75,FALSE,GBIF_CURRENT=700,MODEL=,PLANTSEARCH=22,,
Salvia interrupta,15.3,11,14.5833,27.375,7.54583,780.25,66.75,FALSE,GBIF_CURRENT=17,MODEL=,PLANTSEARCH=22,,
Salvia judaica,15.3,9,16.9528,28.6,8.82917,601.75,55.5,FALSE,GBIF_CURRENT=382,MODEL=,PLANTSEARCH=29,,
Salvia multicaulis,15.3,11,12.3181,28.45,4.30834,667.75,64,FALSE,GBIF_CURRENT=89,MODEL=,PLANTSEARCH=14,,
Salvia nemorosa,15.3,3,9.20139,25.15,0.3375,649,114,FALSE,GBIF_CURRENT=7933,MODEL=,PLANTSEARCH=71,,
Salvia nutans,15.3,3,8.59167,25.525,-1.1125,600.25,112.25,FALSE,GBIF_CURRENT=1750,MODEL=,PLANTSEARCH=43,,
Salvia officinalis,15.3,5,10.7764,25.2,3.49167,794,153,FALSE,GBIF_CURRENT=9762,MODEL=,PLANTSEARCH=1,,
Salvia patens,15.3,11,13.1944,24.325,8.05,758.25,85.5,FALSE,GBIF_CURRENT=424,MODEL=,PLANTSEARCH=51,,
Salvia pratensis,15.3,6,9.60832,24.2,1.775,773,149,FALSE,GBIF_CURRENT=6607,MODEL=,PLANTSEARCH=104,,
Salvia recognita,15.3,9,10.2396,27.7,2.77917,508.75,71,FALSE,GBIF_CURRENT=12,MODEL=,PLANTSEARCH=10,,
Salvia rosmarinus,15.3,11,13.6236,28.1,6.43333,726.5,117,FALSE,GBIF_CURRENT=8821,MODEL=,PLANTSEARCH=25,,
Salvia transsylvanica,15.3,6,9.21598,24.7,0.9625,704.25,115,FALSE,GBIF_CURRENT=18,MODEL=,PLANTSEARCH=31,,
Salvia verbenaca,15.3,11,13.0361,26.8,6.10833,685.5,117.5,FALSE,GBIF_CURRENT=9182,MODEL=,PLANTSEARCH=67,,
Salvia verticillata,15.3,3,8.79444,23.8,0.691667,718.25,131.25,FALSE,GBIF_CURRENT=8910,MODEL=,PLANTSEARCH=92,,
Salvia viscosa,15.3,9,12.1528,26.25,4.6625,804.5,62,FALSE,GBIF_CURRENT=62,MODEL=,PLANTSEARCH=22,,
Salvia yangii,15.3,9,11.3319,27.825,2.50417,929,184.5,FALSE,GBIF_CURRENT=298,MODEL=,PLANTSEARCH=6,,
Sambucus mexicana,15.3,11,16.9514,29.725,12.6292,659.75,19.75,FALSE,GBIF_CURRENT=1245,MODEL=,PLANTSEARCH=22,,
Sanguinaria canadensis,15.3,8,10.4375,27.85,-0.183333,992.5,196,FALSE,GBIF_CURRENT=9767,MODEL=,PLANTSEARCH=139,,
Sanguisorba canadensis,15.3,3,6.78194,23.65,-2.275,983.5,196,FALSE,GBIF_CURRENT=2027,MODEL=,PLANTSEARCH=76,,
Sanguisorba hakusanensis,15.3,3,7.52848,23.075,-1.92917,1263.75,141.5,FALSE,GBIF_CURRENT=125,MODEL=,PLANTSEARCH=29,,
Sanguisorba menziesii,15.3,3,7.12222,21.65,-0.116666,1677.5,225,FALSE,GBIF_CURRENT=100,MODEL=,PLANTSEARCH=31,,
Sanguisorba officinalis,15.3,3,8.24445,23.2,0.808335,767,144,FALSE,GBIF_CURRENT=7732,MODEL=,PLANTSEARCH=147,,
Sanicula bipinnatifida,15.3,11,14.3486,29.075,9.475,773,10,FALSE,GBIF_CURRENT=4542,MODEL=,PLANTSEARCH=8,,
Sanicula crassicaulis,15.3,11,13.3333,25.25,8.925,791.25,14,FALSE,GBIF_CURRENT=9485,MODEL=,PLANTSEARCH=10,,
Sanicula epipactis,15.3,2,8.97916,23.05,1.75,774.5,149,FALSE,GBIF_CURRENT=1418,MODEL=,PLANTSEARCH=8,,
Sanicula europaea,15.3,2,8.93472,22.7,1.63333,786,152.5,FALSE,GBIF_CURRENT=8288,MODEL=,PLANTSEARCH=56,,
Santolina chamaecyparissus,15.3,9,11.9229,26,4.76667,737,130.5,FALSE,GBIF_CURRENT=5755,MODEL=,PLANTSEARCH=152,,
Santolina etrusca,15.3,8,12.275,27.05,5.00834,704,112,FALSE,GBIF_CURRENT=133,MODEL=,PLANTSEARCH=16,,
Santolina pinnata,15.3,6,10.4153,24.6,3.73334,1197.5,183.5,FALSE,GBIF_CURRENT=143,MODEL=,PLANTSEARCH=13,,
Santolina rosmarinifolia,15.3,9,11.0403,27.05,4.075,615.5,100.5,FALSE,GBIF_CURRENT=2744,MODEL=,PLANTSEARCH=68,,
Saponaria bellidifolia,15.3,2,8.29583,22.7,1.20834,765,156,FALSE,GBIF_CURRENT=121,MODEL=,PLANTSEARCH=5,,
Saponaria cypria,15.3,9,9.80973,24.775,2.47917,810.75,84.75,FALSE,GBIF_CURRENT=11,MODEL=,PLANTSEARCH=22,,
Saponaria ocymoides,15.3,5,10.4472,24.85,2.375,826.5,154.25,FALSE,GBIF_CURRENT=8587,MODEL=,PLANTSEARCH=88,,
Saponaria officinalis,15.3,5,9.75693,24.65,1.84167,807.5,153.5,FALSE,GBIF_CURRENT=7946,MODEL=,PLANTSEARCH=1,,
Saponaria sicula,15.3,5,9.04722,24.2,1.875,730.5,91.5,FALSE,GBIF_CURRENT=115,MODEL=,PLANTSEARCH=12,,
Sarcococca confusa,15.3,6,10.2361,22.7,4.48333,748.5,153,FALSE,GBIF_CURRENT=59,MODEL=,PLANTSEARCH=93,,
Sarcococca orientalis,15.3,6,15.2569,28.15,5.70833,1199,165.5,FALSE,GBIF_CURRENT=30,MODEL=,PLANTSEARCH=40,,
Sarcococca ruscifolia,15.3,11,14.3667,26.75,5.99167,997.5,106.5,FALSE,GBIF_CURRENT=374,MODEL=,PLANTSEARCH=92,,
Saruma henryi,15.3,8,11.9021,27.25,1.78333,955.75,138.25,FALSE,GBIF_CURRENT=27,MODEL=,PLANTSEARCH=70,,
Sasa minensis,15.3,5,11.9792,27.8,1.88333,1945,243,FALSE,GBIF_CURRENT=23,MODEL=,,,
Sasa palmata,15.3,6,10.2847,23.75,3.11667,1075.75,175,FALSE,GBIF_CURRENT=1703,MODEL=,PLANTSEARCH=43,,
Sasa veitchii,15.3,11,12.4577,26.975,3.93333,1218.5,174.75,FALSE,GBIF_CURRENT=535,MODEL=,PLANTSEARCH=72,,
Satureja montana,15.3,5,11.4958,26.1,4,830.5,151.5,FALSE,GBIF_CURRENT=7555,MODEL=,PLANTSEARCH=1,,
Satureja spicigera,15.3,3,10.4042,24.45,2.85,881.75,175.75,FALSE,GBIF_CURRENT=21,MODEL=,PLANTSEARCH=27,,
Satureja thymbra,15.3,9,16.7667,28.2,9.33333,588,47,FALSE,GBIF_CURRENT=905,MODEL=,PLANTSEARCH=27,,
Saxifraga aspera,15.3,2,4.77917,19.5,-1.225,1057.75,199.25,FALSE,GBIF_CURRENT=1522,MODEL=,PLANTSEARCH=23,,
Saxifraga bronchialis,15.3,2,2.48472,20.65,-4.79167,717.5,129.5,FALSE,GBIF_CURRENT=6055,MODEL=,PLANTSEARCH=22,,
Saxifraga burseriana,15.3,2,5.80556,19.85,-0.604167,1105,200.75,FALSE,GBIF_CURRENT=228,MODEL=,PLANTSEARCH=21,,
Saxifraga caesia,15.3,2,4.85556,19.125,-1.45417,1092.25,200.25,FALSE,GBIF_CURRENT=3002,MODEL=,PLANTSEARCH=25,,
Saxifraga callosa,15.3,2,8.93403,22.625,1.89583,896.5,156,FALSE,GBIF_CURRENT=717,MODEL=,PLANTSEARCH=32,,
Saxifraga cochlearis,15.3,2,10.2944,23.1,2.9625,833,144,FALSE,GBIF_CURRENT=107,MODEL=,PLANTSEARCH=38,,
Saxifraga cotyledon,15.3,2,5.5,19.7,-0.958332,953.5,170,FALSE,GBIF_CURRENT=6360,MODEL=,PLANTSEARCH=56,,
Saxifraga crustata,15.3,2,4.9375,19.15,-1.45,1238,218,FALSE,GBIF_CURRENT=267,MODEL=,PLANTSEARCH=57,,
Saxifraga cuneifolia,15.3,3,6.77639,21.275,0.183333,1057.5,201.5,FALSE,GBIF_CURRENT=2936,MODEL=,PLANTSEARCH=55,,
Saxifraga exarata,15.3,0,9.37917,23.7,1.15,812,155,FALSE,PLANTSEARCH=32,,,,
Saxifraga federici-augusti,15.3,2,7.59028,22.8,0.149998,775.5,142.5,FALSE,GBIF_CURRENT=25,MODEL=,PLANTSEARCH=3,,
Saxifraga ferdinandi-coburgi,15.3,2,7.27014,22,-0.349998,685.75,123,FALSE,GBIF_CURRENT=30,MODEL=,PLANTSEARCH=18,,
Saxifraga fortunei,15.3,5,9.18611,24.55,0.633333,1175.5,162,FALSE,GBIF_CURRENT=1195,MODEL=,PLANTSEARCH=25,,
Saxifraga hostii,15.3,3,6.70139,21.325,-0.370833,840,143,FALSE,GBIF_CURRENT=264,MODEL=,PLANTSEARCH=62,,
Saxifraga juniperifolia,15.3,5,5.39722,20.85,-2.07083,827,145,FALSE,GBIF_CURRENT=138,MODEL=,PLANTSEARCH=31,,
Saxifraga longifolia,15.3,5,8.6125,23.2,1.56667,896.5,173.5,FALSE,GBIF_CURRENT=2252,MODEL=,PLANTSEARCH=44,,
Saxifraga moschata,15.3,2,4.47639,20,-1.3125,1128.75,209,FALSE,GBIF_CURRENT=4187,MODEL=,PLANTSEARCH=27,,
Saxifraga nipponica,15.3,5,11.0833,25.6,2.22917,1273.75,231.25,FALSE,GBIF_CURRENT=146,MODEL=,PLANTSEARCH=1,,
Saxifraga oppositifolia,15.3,3,3.49028,18.95,-2.81667,851.25,154,FALSE,GBIF_CURRENT=8254,MODEL=,PLANTSEARCH=53,,
Saxifraga paniculata,15.3,2,5.34306,20.3,-1.29167,1008,192,FALSE,GBIF_CURRENT=6803,MODEL=,PLANTSEARCH=101,,
Saxifraga rotundifolia,15.3,3,6.90694,21.3,0.00833499,1033.75,197.25,FALSE,GBIF_CURRENT=6443,MODEL=,PLANTSEARCH=74,,
Saxifraga rufescens,15.3,11,14.0556,25.35,7.35,923,69,FALSE,GBIF_CURRENT=122,MODEL=,PLANTSEARCH=10,,
Saxifraga scardica,15.3,2,7.45972,22.125,0.65,854.5,129.5,FALSE,GBIF_CURRENT=37,MODEL=,PLANTSEARCH=19,,
Saxifraga stolonifera,15.3,11,13.4042,27.25,4.35,1167.5,162,FALSE,GBIF_CURRENT=1908,MODEL=,PLANTSEARCH=1,,
Saxifraga umbrosa,15.3,3,7.675,22.3,1.08333,961.75,191,FALSE,GBIF_CURRENT=1742,MODEL=,PLANTSEARCH=68,,
Saxifragopsis fragarioides,15.3,2,8.98333,25.725,2.70417,1309.75,119.25,FALSE,GBIF_CURRENT=83,MODEL=,PLANTSEARCH=5,,
Scabiosa columbaria,15.3,6,9.9389,23.5,3.325,791,145,FALSE,GBIF_CURRENT=6576,MODEL=,PLANTSEARCH=97,,
Scabiosa drakensbergensis,15.3,11,13.4889,24.875,7.4625,843.5,91.25,FALSE,GBIF_CURRENT=13,MODEL=,PLANTSEARCH=7,,
Scabiosa japonica,15.3,5,9.13889,24,0.462498,1237.75,144.75,FALSE,GBIF_CURRENT=499,MODEL=,PLANTSEARCH=16,,
Scandosorbus intermedia,15.3,2,8.02639,20.8,1.39167,737,137,FALSE,GBIF_CURRENT=9305,MODEL=,PLANTSEARCH=3,,
Sceptridium multifidum,15.3,2,5.50763,23.55,-3.32916,827,63,FALSE,GBIF_CURRENT=7416,MODEL=,PLANTSEARCH=3,,
Sceptridium multifidum,15.3,2,5.50763,23.55,-3.32916,827,63,FALSE,GBIF_CURRENT=7416,MODEL=,PLANTSEARCH=3,,
Schisandra perulata,15.3,2,22.4833,32.8,19.3167,1001,21,FALSE,GBIF_CURRENT=2,MODEL=,PLANTSEARCH=1,,
Schisandra propinqua,15.3,11,15.4056,27.55,6.55833,1152.5,118,FALSE,GBIF_CURRENT=213,MODEL=,PLANTSEARCH=14,,
Schisandra rubriflora,15.3,11,12.3806,24.925,4.02083,865.5,100.5,FALSE,GBIF_CURRENT=55,MODEL=,PLANTSEARCH=29,,
Schisandra sphenanthera,15.3,11,14.2292,27.8,4.93333,1080.5,111.5,FALSE,GBIF_CURRENT=241,MODEL=,PLANTSEARCH=30,,
Scilla autumnalis,15.3,9,15.5139,27.375,7.39167,620,62,FALSE,GBIF_CURRENT=590,MODEL=,PLANTSEARCH=62,,
Scilla forbesii,15.3,3,8.34445,22.3,1.7,674.5,121.5,FALSE,GBIF_CURRENT=7614,MODEL=,PLANTSEARCH=21,,
Scilla hyacinthoides,15.3,11,14.9722,27.375,7.28333,685.75,61,FALSE,GBIF_CURRENT=688,MODEL=,PLANTSEARCH=37,,
Scilla luciliae,15.3,3,8.99583,22.75,1.48333,721,132.5,FALSE,GBIF_CURRENT=7931,MODEL=,PLANTSEARCH=34,,
Scilla peruviana,15.3,11,14.5153,27.45,7.98333,696,78,FALSE,GBIF_CURRENT=841,MODEL=,PLANTSEARCH=113,,
Scilla siberica,15.3,3,8.48889,24.25,-1.14167,801,137.75,FALSE,GBIF_CURRENT=7876,MODEL=,PLANTSEARCH=109,,
Scleranthus biflorus,15.3,6,12.0979,24.35,7.00834,803,149.5,FALSE,PLANTSEARCH=37,,,,
Scleranthus uniflorus,15.3,2,8.70554,21.5,3.00833,1141,219.5,FALSE,GBIF_CURRENT=759,MODEL=,PLANTSEARCH=19,,
Scoliopus bigelovii,15.3,5,12.8306,23.8,7.44167,933.5,70,FALSE,GBIF_CURRENT=3348,MODEL=,PLANTSEARCH=10,,
Scopolia carniolica,15.3,2,7.77083,22.55,-0.775,712,127,FALSE,GBIF_CURRENT=991,MODEL=,PLANTSEARCH=78,,
Scrophularia nodosa,15.3,3,8.9,22.9,1.53333,748,141.75,FALSE,GBIF_CURRENT=7286,MODEL=,PLANTSEARCH=98,,
Scutellaria alpina,15.3,3,5.5,21.025,-1.10833,1021.75,193,FALSE,GBIF_CURRENT=3595,MODEL=,PLANTSEARCH=50,,
Scutellaria baicalensis,15.3,6,6.39375,25.4,-5.62917,643.25,64.75,FALSE,GBIF_CURRENT=614,MODEL=,PLANTSEARCH=79,,
Sedum brevifolium,15.3,6,10.2264,24.8,3.55833,877.5,123.5,FALSE,GBIF_CURRENT=4784,MODEL=,PLANTSEARCH=33,,
Sedum divergens,15.3,3,5.71319,21.1,-0.162498,1278.75,155.25,FALSE,GBIF_CURRENT=1303,MODEL=,PLANTSEARCH=19,,
Sedum laxum,15.3,9,11.1201,24.275,5.69167,1222.25,70,FALSE,GBIF_CURRENT=382,MODEL=,PLANTSEARCH=5,,
Sedum nevii,15.3,11,15.2028,31.25,5.075,1304,265,FALSE,GBIF_CURRENT=54,MODEL=,PLANTSEARCH=16,,
Sedum niveum,15.3,9,10.5083,28.55,2.75833,972.5,134.75,FALSE,GBIF_CURRENT=121,MODEL=,PLANTSEARCH=5,,
Sedum obtusatum,15.3,6,7.15696,24.75,1.04166,876.5,53.5,FALSE,GBIF_CURRENT=1616,MODEL=,PLANTSEARCH=11,,
Sedum oreganum,15.3,3,9.24792,22.75,2.72083,1281.5,144.25,FALSE,GBIF_CURRENT=1400,MODEL=,PLANTSEARCH=43,,
Sedum oregonense,15.3,2,7.63472,23.575,1.5125,1252.25,126.5,FALSE,GBIF_CURRENT=450,MODEL=,PLANTSEARCH=15,,
Sedum palmeri,15.3,11,13.1847,27.05,5.88333,725,115,FALSE,GBIF_CURRENT=849,MODEL=,PLANTSEARCH=68,,
Sedum sexangulare,15.3,3,9.20556,24,1.25417,813,153.25,FALSE,GBIF_CURRENT=6540,MODEL=,PLANTSEARCH=86,,
Sedum spathulifolium,15.3,6,10.2076,23.675,3.64583,903,101.25,FALSE,GBIF_CURRENT=8333,MODEL=,PLANTSEARCH=45,,
Sedum spurium,15.3,3,9.31528,23.6,1.5625,788.25,155.5,FALSE,GBIF_CURRENT=389,MODEL=,PLANTSEARCH=81,,
Sedum tenellum,15.3,2,3.90972,18.6,-1.7,876.5,167,FALSE,GBIF_CURRENT=196,MODEL=,PLANTSEARCH=4,,
Selago flanaganii,15.3,5,11.7861,23.825,7.375,815,27.75,FALSE,GBIF_CURRENT=41,MODEL=,PLANTSEARCH=2,,
Semiarundinaria fastuosa,15.3,11,12.3528,26.15,4.57917,1161.25,165,FALSE,GBIF_CURRENT=80,MODEL=,PLANTSEARCH=41,,
Sempervivum arachnoideum,15.3,3,5.88125,21.1,-0.470833,992.75,183.25,FALSE,GBIF_CURRENT=6497,MODEL=,PLANTSEARCH=111,,
Sempervivum borissovae,15.3,3,8.24307,24.45,1.12083,973.25,145.75,FALSE,GBIF_CURRENT=3,MODEL=,PLANTSEARCH=8,,
Sempervivum calcareum,15.3,3,9.26944,23.575,2.1375,938,174.75,FALSE,GBIF_CURRENT=664,MODEL=,PLANTSEARCH=62,,
Sempervivum ciliosum,15.3,3,7.13472,21.95,0.383335,846,149.25,FALSE,GBIF_CURRENT=33,MODEL=,PLANTSEARCH=54,,
Sempervivum ciliosum,15.3,3,7.13472,21.95,0.383335,846,149.25,FALSE,GBIF_CURRENT=33,MODEL=,PLANTSEARCH=54,,
Sempervivum globiferum,15.3,3,6.59792,22.45,-1.97917,651,115,FALSE,GBIF_CURRENT=3310,MODEL=,PLANTSEARCH=24,,
Sempervivum grandiflorum,15.3,3,4.97778,19.5,-0.933332,913,185.5,FALSE,GBIF_CURRENT=106,MODEL=,PLANTSEARCH=50,,
Sempervivum heuffelii,15.3,3,7.05971,21.9,0.658332,797.5,147.5,FALSE,GBIF_CURRENT=119,MODEL=,PLANTSEARCH=16,,
Sempervivum ingwersenii,15.3,2,3.80973,19.6,-2.76667,919.5,166,FALSE,GBIF_CURRENT=6,MODEL=,PLANTSEARCH=8,,
Sempervivum leucanthum,15.3,2,7.69722,22.9,-0.25,627.25,132,FALSE,GBIF_CURRENT=4,MODEL=,PLANTSEARCH=27,,
Sempervivum leucanthum,15.3,2,7.69722,22.9,-0.25,627.25,132,FALSE,GBIF_CURRENT=4,MODEL=,PLANTSEARCH=27,,
Sempervivum marmoreum,15.3,3,7.58333,22.8,-0.0750017,786,137,FALSE,GBIF_CURRENT=96,MODEL=,PLANTSEARCH=56,,
Sempervivum marmoreum,15.3,3,7.58333,22.8,-0.0750017,786,137,FALSE,GBIF_CURRENT=96,MODEL=,PLANTSEARCH=56,,
Sempervivum minutum,15.3,3,7.58194,25.6,0.0708332,763.5,107.5,FALSE,GBIF_CURRENT=92,MODEL=,PLANTSEARCH=12,,
Sempervivum minutum,15.3,3,7.58194,25.6,0.0708332,763.5,107.5,FALSE,GBIF_CURRENT=92,MODEL=,PLANTSEARCH=12,,
Sempervivum montanum,15.3,3,4.16944,19.4,-2.04583,1083,199.5,FALSE,GBIF_CURRENT=5569,MODEL=,PLANTSEARCH=67,,
Sempervivum ossetiense,15.3,3,5.2514,20.55,-1.825,928,185,FALSE,GBIF_CURRENT=2,MODEL=,PLANTSEARCH=10,,
Sempervivum pittonii,15.3,2,7.81944,22.75,-0.291667,838,142,FALSE,GBIF_CURRENT=54,MODEL=,PLANTSEARCH=50,,
Sempervivum pumilum,15.3,2,5.87847,21.35,-1.7375,842.25,158.5,FALSE,GBIF_CURRENT=72,MODEL=,PLANTSEARCH=31,,
Sempervivum ruthenicum,15.3,2,7.79514,23.85,-1.55,604.75,107.75,FALSE,GBIF_CURRENT=625,MODEL=,PLANTSEARCH=18,,
Sempervivum tectorum,15.3,6,8.17638,23.05,1.075,910.5,169,FALSE,GBIF_CURRENT=6500,MODEL=,PLANTSEARCH=140,,
Sempervivum vicentei,15.3,3,8.09514,23.8,0.912501,851.75,130.75,FALSE,GBIF_CURRENT=376,MODEL=,PLANTSEARCH=2,,
Sempervivum wulfenii,15.3,2,4.28889,19.1,-1.97083,988.75,175,FALSE,GBIF_CURRENT=204,MODEL=,PLANTSEARCH=40,,
Senecio barbatus,15.3,11,13.1264,27.475,5.35,675.5,47.75,FALSE,GBIF_CURRENT=98,MODEL=,PLANTSEARCH=1,,
Senecio macrospermus,15.3,8,9.15416,21.55,3.89167,752.5,91,FALSE,GBIF_CURRENT=40,MODEL=,PLANTSEARCH=8,,
Senecio nemorensis,15.3,6,6.95138,23.7,-0.670832,749.25,121.5,FALSE,GBIF_CURRENT=4047,MODEL=,PLANTSEARCH=27,,
Senna hebecarpa,15.3,5,10.3708,28.8,-0.6125,1002.5,193.75,FALSE,GBIF_CURRENT=1698,MODEL=,PLANTSEARCH=36,,
Serratula tinctoria,15.3,3,8.48333,22.85,1.24167,741.5,143.25,FALSE,GBIF_CURRENT=6733,MODEL=,PLANTSEARCH=68,,
Sesamum trilobum,15.3,6,16.2778,25.475,9.60833,651,76.5,FALSE,GBIF_CURRENT=765,MODEL=,PLANTSEARCH=3,,
Seseli osseum,15.3,2,9.33334,23.775,1.15417,641.75,112.5,FALSE,GBIF_CURRENT=191,MODEL=,PLANTSEARCH=6,,
Sesleria autumnalis,15.3,6,11.4417,27.55,2.90833,1017.5,172,FALSE,GBIF_CURRENT=192,MODEL=,PLANTSEARCH=63,,
Sesleria caerulea,15.3,3,10.0875,24.5,2.1,785,153.5,FALSE,PLANTSEARCH=64,,,,
Sesleria heufleriana,15.3,3,8.76945,23.85,-0.775,662.5,114.5,FALSE,GBIF_CURRENT=183,MODEL=,PLANTSEARCH=29,,
Sesleria nitida,15.3,3,9.61111,23.75,2.3,747.5,134,FALSE,GBIF_CURRENT=77,MODEL=,PLANTSEARCH=29,,
Sesleria sadleriana,15.3,2,9.44861,24.4,0.808333,641.5,123,FALSE,GBIF_CURRENT=34,MODEL=,PLANTSEARCH=13,,
Shepherdia canadensis,15.3,2,5.33194,22.85,-3.81667,661.5,106,FALSE,GBIF_CURRENT=9313,MODEL=,PLANTSEARCH=48,,
Shibataea chinensis,15.3,9,15.9695,29.975,6.72083,1269.75,145,FALSE,GBIF_CURRENT=5,MODEL=,PLANTSEARCH=14,,
Shibataea kumasaca,15.3,11,13.7868,28.125,4.62917,1219.25,162.25,FALSE,GBIF_CURRENT=242,MODEL=,PLANTSEARCH=49,,
Sibbaldia cuneata,15.3,5,4.35694,20.05,-2.40833,697,97,FALSE,GBIF_CURRENT=230,MODEL=,PLANTSEARCH=9,,
Sibbaldia parviflora,15.3,2,3.68333,19.4,-3.77917,915.25,177,FALSE,GBIF_CURRENT=239,MODEL=,PLANTSEARCH=17,,
Sibbaldia tridentata,15.3,2,5.95417,24.75,-4.05,1085.25,218,FALSE,GBIF_CURRENT=6028,MODEL=,PLANTSEARCH=7,,
Sidalcea asprella,15.3,5,12.3055,27,7.30833,1061,37.5,FALSE,GBIF_CURRENT=679,MODEL=,PLANTSEARCH=2,,
Sidalcea asprella,15.3,5,12.3055,27,7.30833,1061,37.5,FALSE,GBIF_CURRENT=679,MODEL=,PLANTSEARCH=2,,
Sidalcea hendersonii,15.3,2,9.69098,22.15,3.01667,1278.25,149,FALSE,GBIF_CURRENT=236,MODEL=,PLANTSEARCH=3,,
Sidalcea malviflora,15.3,8,12.7208,24.6,6.85833,803,55.5,FALSE,GBIF_CURRENT=5059,MODEL=,PLANTSEARCH=23,,
Sideritis cypria,15.3,9,15.8306,30.8,8.075,677.5,52.5,FALSE,GBIF_CURRENT=3,MODEL=,PLANTSEARCH=13,,
Sideritis syriaca,15.3,11,10.0903,24.45,2.35,699,81.5,FALSE,GBIF_CURRENT=104,MODEL=,PLANTSEARCH=30,,
Silene acaulis,15.3,3,3.00694,18.6,-3.21667,869.25,160,FALSE,GBIF_CURRENT=8690,MODEL=,PLANTSEARCH=68,,
Silene banksia,15.3,11,8.93473,29.05,-2.24167,896,135.5,FALSE,GBIF_CURRENT=470,MODEL=,PLANTSEARCH=1,,
Silene cognata,15.3,5,9.19098,25.825,-0.708332,1129.75,144,FALSE,GBIF_CURRENT=445,MODEL=,PLANTSEARCH=2,,
Silene hookeri,15.3,2,10.9986,26.05,4.59583,1057.75,98.75,FALSE,GBIF_CURRENT=474,MODEL=,PLANTSEARCH=16,,
Silene keiskei,15.3,5,10.4,22.75,3.50834,1561.25,150.25,FALSE,GBIF_CURRENT=57,MODEL=,PLANTSEARCH=3,,
Silene schafta,15.3,3,9.60903,22.525,2.49167,751,151.25,FALSE,GBIF_CURRENT=74,MODEL=,PLANTSEARCH=75,,
